license_type,application_classification,approved_license_type,approved_license_stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_state,establishment_zipcode,latitude,longitude,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,ein_tin,application_number,submitted_date,first_compliance_review_date,lic_fee_payment_submitted_date,priority,fee_waiver_request,fee_waiver_ee_or_se_number,ee_priority_status,ee_priority_number_from_account,ee_priority_number_from_application,rmd_priority_status,rmd_priority_number_from_account,rmd_priority_number_from_application,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,application_created_date,cnb_deemed_complete_date,application_approved_date,lic_start_date,lic_expiration_date,establishment_address,establishment_address_2,establishment_county,pmt_amount,lic_fee_amount,zip,town,county,county_lat,county_long,region,cccupdatedate,licensing_authority_id,licensing_authority,business_structure,business_email,business_owner_name,parcel_number,issue_date,expiration_date,business_image_url,business_website,business_phone
Marijuana Retailer,Priority Review - Economic Empowerment Priority,COMMENCE OPS,COMMENCE OPS,4/8/2022,COMPLETE,MR281626,Home Grown 617 LLC,Cambridge,MA,02139,42.364675,-71.102802,"580 Massachusetts Ave Cambridge, MA",,Cambridge,MA,02139,POINT (-71.275566 42.459085),POINT (-71.102801 42.3646749),"580 Massachusetts Ave Cambridge, MA",,Cambridge,MA,02139,84-3236808,MRN281626,Wed Feb 10 2021 14:13:56 GMT-0500 (Eastern Standard Time),Tue Jan 12 2021 13:06:04 GMT-0500 (Eastern Standard Time),Mon May 03 2021 18:39:41 GMT-0400 (Eastern Daylight Time),True,yes,EE201972,APPROVED,EE201972,EEA201972,,,,Not a DBE,,,Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Wed Jun 20 2018 21:42:40 GMT-0400 (Eastern Daylight Time),Thu Feb 11 2021 13:42:45 GMT-0500 (Eastern Standard Time),Fri Apr 16 2021 13:53:45 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon May 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),580 Massachusetts Ave,N/A,Middlesex County,,5000,02139,Cambridge,Middlesex,42.459085,-71.275566,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,General Applicant,COMMENCE OPS,COMMENCE OPS,10/19/2021,COMPLETE,MC281502,JOLO CAN LLC,Chelsea,MA,02150,42.389951,-71.023653,80 Eastern Avenue,,Chelsea,MA,02150,POINT (-71.073493 42.334948),POINT (-71.023652 42.3899510),80 Eastern Avenue,,Chelsea,MA,02150,82-5438932,MCN281502,Fri Nov 15 2019 10:59:22 GMT-0500 (Eastern Standard Time),Mon Dec 17 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 09 2020 13:50:46 GMT-0500 (Eastern Standard Time),False,,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",Thu May 13 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed May 30 2018 21:31:14 GMT-0400 (Eastern Daylight Time),Wed Aug 28 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:26:02 GMT-0500 (Eastern Standard Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Jan 21 2024 03:00:00 GMT-0500 (Eastern Standard Time),80 Eastern Ave,N/A,Suffolk County,600,5000,02150,Chelsea,Suffolk,42.334948,-71.073493,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283332,Low key LLC,Boston,MA,02124,42.291647,-71.072001,1601 Blue Hill Avenue suite 201,,boston,MA,02126,POINT (-71.073493 42.334948),POINT (-71.072001 42.2916469),1601 Blue Hill Ave suite 201,,Boston,MA,02126,84-5188219,MRN283332,Wed Apr 21 2021 18:38:50 GMT-0400 (Eastern Daylight Time),Tue Jun 23 2020 16:27:09 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 18:09:03 GMT-0400 (Eastern Daylight Time),True,yes,EE202286,APPROVED,EE202286,EE202286,,,,Not a DBE,,,,Thu Mar 05 2020 15:16:31 GMT-0500 (Eastern Standard Time),Mon May 03 2021 09:53:03 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:36:37 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 15 2024 04:00:00 GMT-0400 (Eastern Daylight Time),571 Washington St,N/A,Suffolk County,,5000,02124,Boston,Suffolk,42.334948,-71.073493,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,1/23/2020,COMPLETE,MC282015,"SIRA NATURALS, INC.",Milford,MA,01757,42.142164,-71.491994,ONE INDUSTRIAL ROAD,,MILFORD,MA,01757,POINT (-71.840209 42.329642),POINT (-71.491994 42.1421640),300 TRADE CENTER DRIVE,SUITE 7700,WOBURN,MA,01801,46-5147723,MCN282015,Sun Mar 31 2019 11:56:32 GMT-0400 (Eastern Daylight Time),Tue Mar 19 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 14 2019 15:55:34 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201855,RP201855,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",Thu Dec 19 2019 08:00:00 GMT-0500 (Eastern Standard Time),Sat Mar 02 2019 06:53:02 GMT-0500 (Eastern Standard Time),Wed Apr 10 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 13 2019 15:56:14 GMT-0400 (Eastern Daylight Time),Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Sep 16 2023 04:00:00 GMT-0400 (Eastern Daylight Time),2 Industrial Rd,N/A,Worcester County,600,5000,01757,Milford,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103400,Speedy Cannabis LLC,N/A,,N/A,,,339 River Street,,Fitchburg,MA,01420,,,339 River Street,,Fitchburg,MA,01420,87-3130552,PDOA103400,Tue Nov 29 2022 13:31:47 GMT-0500 (Eastern Standard Time),Thu Nov 17 2022 11:20:37 GMT-0500 (Eastern Standard Time),,False,,SE305212,,,,,,,Not a DBE,,,,Wed Dec 30 2020 11:44:40 GMT-0500 (Eastern Standard Time),Mon Dec 12 2022 15:19:19 GMT-0500 (Eastern Standard Time),Mon Dec 12 2022 15:19:37 GMT-0500 (Eastern Standard Time),Mon Dec 12 2022 03:00:00 GMT-0500 (Eastern Standard Time),Thu Dec 12 2024 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,General Applicant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP282156,"Coastal Healing, inc",Westport,MA,02790,41.673128,-71.103795,248 State Road,,Westport,MA,02790,POINT (-71.102131 41.778329),POINT (-71.103795 41.6731279),1942 Crandall road,,tiverton,RI,02878,84-2687547,MPN282156,Sat Jan 22 2022 10:35:33 GMT-0500 (Eastern Standard Time),Mon Dec 20 2021 13:51:24 GMT-0500 (Eastern Standard Time),,False,no,,,,,,,,Not a DBE,,,,Fri Dec 03 2021 12:05:11 GMT-0500 (Eastern Standard Time),Mon Feb 07 2022 14:28:13 GMT-0500 (Eastern Standard Time),Thu Mar 10 2022 13:55:30 GMT-0500 (Eastern Standard Time),,,248 State Rd,N/A,Bristol County,1500,,02790,Westport,Bristol,41.778329,-71.102131,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,General Applicant,COMMENCE OPS,COMMENCE OPS,12/23/2022,COMPLETE,MC281487,"CannAssist, LLC",Leicester,MA,01542,42.207528,-71.907159,2131 Washington Street,,Boston,MA,02119,POINT (-71.840209 42.329642),POINT (-71.907159 42.2075280),2131 Washington Street,,Boston,MA,02119,82-3527958,MCN281487,Wed May 08 2019 11:45:57 GMT-0400 (Eastern Daylight Time),Wed Oct 03 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Aug 01 2019 10:46:53 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,Indoor,"Tier 08: 60,001 to 70,000 sq. ft",Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Fri May 25 2018 16:11:28 GMT-0400 (Eastern Daylight Time),Thu May 09 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 30 2019 13:51:55 GMT-0400 (Eastern Daylight Time),Thu Jan 12 2023 03:00:00 GMT-0500 (Eastern Standard Time),Mon Jan 22 2024 03:00:00 GMT-0500 (Eastern Standard Time),88 Huntoon Memorial Hwy,N/A,Worcester County,600,17500,01542,Rochdale,Worcester,42.329642,-71.840209,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR282358,Tree Beard Inc.,New Bedford,MA,02746,41.662079,-70.937068,1 Nauset St,,New Bedford,MA,02746,POINT (-71.102131 41.778329),POINT (-70.937067 41.6620789),319A Union St,,New Bedford,MA,02740,82-1492577,MRN282358,Thu Feb 13 2020 14:38:17 GMT-0500 (Eastern Standard Time),Mon Oct 21 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Fri May 08 2020 12:07:31 GMT-0400 (Eastern Daylight Time),True,,,APPROVED,EE202151,EE202151,,,,Not a DBE,,,,Wed Jan 30 2019 15:51:05 GMT-0500 (Eastern Standard Time),Wed Dec 18 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:25:25 GMT-0500 (Eastern Standard Time),Fri May 08 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Sat May 08 2021 04:00:00 GMT-0400 (Eastern Daylight Time),1 Nauset St,N/A,Bristol County,,5000,02746,New Bedford,Bristol,41.778329,-71.102131,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282323,"The Hub Craft, LLC",Fitchburg,MA,01420,42.566264,-71.774523,25 Newport Street,,Fitchburg,MA,01420,POINT (-71.840209 42.329642),POINT (-71.774523 42.5662639),308 N. California Street,,San Gabriel,CA,91775,84-1927817,MCN282323,Wed Apr 08 2020 10:00:59 GMT-0400 (Eastern Daylight Time),Thu Feb 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Aug 06 2020 20:09:53 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Minority-Owned Business,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,Fri Aug 09 2019 10:37:34 GMT-0400 (Eastern Daylight Time),Tue Apr 07 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 09 2020 15:57:38 GMT-0400 (Eastern Daylight Time),Thu Nov 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Fri Nov 10 2023 03:00:00 GMT-0500 (Eastern Standard Time),25 Newport St,N/A,Worcester County,600,5000,01420,Fitchburg,Worcester,42.329642,-71.840209,Central MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,General Applicant,COMMENCE OPS,COMMENCE OPS,2/7/2022,COMPLETE,MC281392,Mass Yield Cultivation LLC,Pittsfield,MA,01201,42.479475,-73.24807,8-10 Commercial Street,,Pittsfield,MA,01201,POINT (-73.209889 42.396128),POINT (-73.248069 42.4794750),1450 East Street,Suite 1,Pittsfield,MA,01201,82-5343504,MCN281392,Thu Apr 18 2019 14:34:47 GMT-0400 (Eastern Daylight Time),Mon Aug 20 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Jul 22 2019 11:36:38 GMT-0400 (Eastern Daylight Time),False,,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",Thu Aug 12 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri May 04 2018 11:15:52 GMT-0400 (Eastern Daylight Time),Tue Oct 23 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jul 18 2019 17:07:21 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,N/A,Berkshire County,400,2500,01201,Pittsfield,Berkshire,42.396128,-73.209889,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Cultivator,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC282622,"Columbia Growth, Inc.",Lee,MA,01238,42.316279,-73.2471,157 Columbia Street,,Lee,MA,01238,POINT (-73.209889 42.396128),POINT (-73.247100 42.3162790),157 Columbia Street,,Lee,MA,01238,84-3035367,MCN282622,Tue Aug 04 2020 14:02:39 GMT-0400 (Eastern Daylight Time),Tue Apr 21 2020 00:00:00 GMT-0400 (Eastern Daylight Time),,False,,,,,,,,,Not a DBE,Indoor,"Tier 11: 90,001 to 100,000 sq. ft",,Fri Jan 31 2020 12:44:19 GMT-0500 (Eastern Standard Time),Fri Aug 14 2020 07:26:45 GMT-0400 (Eastern Daylight Time),Thu Oct 08 2020 12:45:04 GMT-0400 (Eastern Daylight Time),Mon Jun 28 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jun 28 2022 04:00:00 GMT-0400 (Eastern Daylight Time),157 Columbia St,N/A,Berkshire County,2000,50000,01238,Lee,Berkshire,42.396128,-73.209889,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP282139,Blossom Flower LLC,Holyoke,MA,01040,42.196637,-72.602168,1 Cabot Street,,HOLYOKE,MA,01040,POINT (-72.571312 42.12756),POINT (-72.602168 42.1966370),1 Cabot Street,,HOLYOKE,MA,01040,87-1261757,MPN282139,Mon Dec 05 2022 10:52:32 GMT-0500 (Eastern Standard Time),Wed Nov 16 2022 11:28:14 GMT-0500 (Eastern Standard Time),Wed Jun 07 2023 18:26:22 GMT-0400 (Eastern Daylight Time),False,yes,SE304773,,,,,,,Not a DBE,,,,Fri Oct 22 2021 10:50:20 GMT-0400 (Eastern Daylight Time),Fri Dec 09 2022 11:13:24 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 12:35:52 GMT-0500 (Eastern Standard Time),Wed Jun 07 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 07 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1 Cabot St,N/A,Hampden County,,5000,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR283237,Four Trees Holyoke LLC,Holyoke,MA,01040,42.196637,-72.602168,1 Cabot Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.602168 42.1966370),1 Cabot Street,,Holyoke,MA,01040,84-2753391,MRN283237,Mon Jul 20 2020 17:32:30 GMT-0400 (Eastern Daylight Time),Fri Apr 10 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Mon Dec 07 2020 20:41:05 GMT-0500 (Eastern Standard Time),False,no,,,,,,,,Not a DBE,,,,Thu Jan 16 2020 19:23:18 GMT-0500 (Eastern Standard Time),Fri Jul 24 2020 11:50:12 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:07:13 GMT-0400 (Eastern Daylight Time),Thu Dec 08 2022 03:00:00 GMT-0500 (Eastern Standard Time),Sun Dec 10 2023 03:00:00 GMT-0500 (Eastern Standard Time),1 Cabot St,N/A,Hampden County,1500,10000,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Courier Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103107,Gram Delivers LLC.,N/A,,N/A,,,"33 Wales Ave, Unit D Avon, MA. 02322",,Avon,MA,02322,,,"33 Wales Ave, Unit D Avon, MA. 02322",,Avon,MA,02322,85-2814521,PDOA103107,Wed Oct 21 2020 11:18:34 GMT-0400 (Eastern Daylight Time),Wed Oct 21 2020 11:23:35 GMT-0400 (Eastern Daylight Time),,True,,SE303673,APPROVED,EE202204,,,,,Not a DBE | Minority-Owned Business,,,,Wed Jun 03 2020 15:50:01 GMT-0400 (Eastern Daylight Time),Thu Oct 22 2020 16:00:53 GMT-0400 (Eastern Daylight Time),Mon Oct 26 2020 09:26:08 GMT-0400 (Eastern Daylight Time),Mon Oct 26 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Oct 26 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,COMMENCE OPS,COMMENCE OPS,8/16/2021,COMPLETE,MR282818,Tigertown LLC,Holyoke,MA,01040,42.195817,-72.612165,56 Jackson Street,,Holyoke,MA,01040,POINT (-72.571312 42.12756),POINT (-72.612165 42.1958169),56 Jackson Street,,Holyoke,MA,01040,83-3148066,MRN282818,Tue Dec 24 2019 10:00:03 GMT-0500 (Eastern Standard Time),Mon Dec 09 2019 00:00:00 GMT-0500 (Eastern Standard Time),,False,,,,,,,,,Veteran-Owned Business,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Jun 28 2019 14:35:07 GMT-0400 (Eastern Daylight Time),Wed Feb 12 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Apr 09 2020 15:34:55 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),56 Jackson St,N/A,Hampden County,300,10000,01040,Holyoke,Hampden,42.12756,-72.571312,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,Priority Review - Economic Empowerment Priority,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MP281590,Tree Beard Inc.,New Bedford,MA,02746,41.662079,-70.937068,319A Union St,,New Bedford,MA,02740,POINT (-71.102131 41.778329),POINT (-70.937067 41.6620789),319A Union St,,New Bedford,MA,02740,82-1492577,MPN281590,Wed Jan 15 2020 18:50:04 GMT-0500 (Eastern Standard Time),Tue Oct 22 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,True,,,APPROVED,EE202151,EE202151,,,,Not a DBE,,,,Wed Jan 30 2019 15:52:17 GMT-0500 (Eastern Standard Time),Wed Dec 18 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:25:11 GMT-0500 (Eastern Standard Time),,,1 Nauset St,N/A,Bristol County,,,02746,New Bedford,Bristol,41.778329,-71.102131,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,5/16/2022,COMPLETE,MR281774,Trichome Health Corp.,Lakeville,MA,02347,42.032173,-70.856939,12 Pennsylvania Ave,,Newton,MA,02464,POINT (-70.818958 41.978877),POINT (-70.856938 42.032173),12 Pennsylvania Ave,,Newton,MA,02464,81-3554788,MRN281774,Fri Mar 08 2019 15:56:44 GMT-0500 (Eastern Standard Time),Tue Oct 30 2018 00:00:00 GMT-0400 (Eastern Daylight Time),Wed May 29 2019 12:03:05 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201939,RP201939,Not a DBE,,,Thu Apr 07 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Aug 03 2018 10:39:01 GMT-0400 (Eastern Daylight Time),Wed Mar 13 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu May 16 2019 13:40:31 GMT-0400 (Eastern Daylight Time),Fri Apr 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 03 2024 04:00:00 GMT-0400 (Eastern Daylight Time),350 Pleasant St,N/A,Plymouth County,300,5000,02347,Lakeville,Plymouth,41.978877,-70.818958,Southeast and Cape,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5918,Convey Elation Inc,N/A,,N/A,,,14 Ferry Lots Lane,,Salisbury,MA,01952,,,33 Partridge Run,,Montvale,NJ,07645,86-2908871,PMDA5918,Mon Dec 13 2021 15:31:08 GMT-0500 (Eastern Standard Time),Thu Dec 02 2021 16:43:37 GMT-0500 (Eastern Standard Time),,False,,SE305566,,,,,,,Minority-Owned Business,,,,Tue Aug 31 2021 10:39:26 GMT-0400 (Eastern Daylight Time),Sat Dec 18 2021 08:53:43 GMT-0500 (Eastern Standard Time),Mon Dec 20 2021 08:54:05 GMT-0500 (Eastern Standard Time),Mon Dec 20 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Dec 20 2023 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,,,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Expedited Review - DBE Status,COMMENCE OPS,COMMENCE OPS,6/8/2023,COMPLETE,MR284431,INDICA LLC,Adams,MA,01220,42.633501,-73.11376,11 Apex Drive Suite 300A #240,,Marlborough,MA,01752,POINT (-73.209889 42.396128),POINT (-73.113759 42.6335010),11 Apex Drive Suite 300A #240,,Marlborough,MA,01752,87-3386887,MRN284431,Thu Apr 28 2022 16:04:53 GMT-0400 (Eastern Daylight Time),Thu Apr 07 2022 13:54:56 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 12:37:53 GMT-0400 (Eastern Daylight Time),False,no,,,,,,,,Minority-Owned Business,,,Mon May 22 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Sep 28 2021 04:08:18 GMT-0400 (Eastern Daylight Time),Fri May 06 2022 10:48:06 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 12:01:49 GMT-0400 (Eastern Daylight Time),Thu Jul 14 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Aug 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),127 Columbia St,N/A,Berkshire County,1500,10000,01220,Adams,Berkshire,42.396128,-73.209889,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Retailer,Priority Review - MTC Priority,COMMENCE OPS,COMMENCE OPS,6/28/2022,COMPLETE,MR283946,"Sira Naturals, Inc.",Boston,MA,02116,42.348957,-71.082671,300 Trade Center Drive,Suite 7700,Woburn,MA,01801,POINT (-71.073493 42.334948),POINT (-71.082671 42.3489569),300 Trade Center Drive,Suite 7700,Woburn,MA,01801,46-5147723,MRN283946,Thu Apr 08 2021 17:28:15 GMT-0400 (Eastern Daylight Time),Fri Mar 26 2021 09:14:22 GMT-0400 (Eastern Daylight Time),,True,no,,,,,APPROVED,RP201855,,Not a DBE,,,Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Dec 03 2020 15:09:51 GMT-0500 (Eastern Standard Time),Thu Apr 15 2021 13:44:33 GMT-0400 (Eastern Daylight Time),Tue Jun 22 2021 11:12:56 GMT-0400 (Eastern Daylight Time),Thu Aug 11 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Sep 18 2023 04:00:00 GMT-0400 (Eastern Daylight Time),829 Boylston St,N/A,Suffolk County,1500,10000,02116,Boston,Suffolk,42.334948,-71.073493,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,General Applicant,COMMENCE OPS,COMMENCE OPS,8/6/2021,COMPLETE,MP281383,"PHA Industries, Inc.",Orange,MA,01364,42.569555,-72.301612,153 Quabbin Blvd,,Orange,MA,01364,POINT (-72.573941 42.587072),POINT (-72.301612 42.5695550),153 Quabbin Blvd,,Orange,MA,01364,04-3541744,MPN281383,Thu Apr 09 2020 14:05:15 GMT-0400 (Eastern Daylight Time),Tue Oct 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,False,,,,,,,,,Not a DBE,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jun 05 2018 12:58:55 GMT-0400 (Eastern Daylight Time),Wed Apr 15 2020 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 14:35:41 GMT-0400 (Eastern Daylight Time),Thu Jun 08 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jun 12 2024 04:00:00 GMT-0400 (Eastern Daylight Time),154 Quabbin Blvd,N/A,Franklin County,300,10000,01364,Orange,Franklin,42.587072,-72.573941,Western MA,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
Marijuana Product Manufacturer,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281779,"Silver Therapeutics, Inc.",Boston,MA,02121,42.28318,-71.114194,82 Wendell Ave,Suite 100,Pittsfield,MA,01201,POINT (-71.073493 42.334948),POINT (-71.114193 42.2831800),89 Court Street,,Saratoga Springs,NY,12866,82-1894711,MPN281779,Tue May 05 2020 12:05:52 GMT-0400 (Eastern Daylight Time),Fri Mar 06 2020 00:00:00 GMT-0500 (Eastern Standard Time),Fri Oct 09 2020 12:39:33 GMT-0400 (Eastern Daylight Time),True,,,,,,APPROVED,RP201854,RPA201854,Not a DBE,,,,Wed Oct 23 2019 19:05:03 GMT-0400 (Eastern Daylight Time),Tue Jul 07 2020 09:49:13 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:45:17 GMT-0400 (Eastern Daylight Time),Thu Oct 13 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sat Oct 14 2023 04:00:00 GMT-0400 (Eastern Daylight Time),721 American Legion Hwy,N/A,Suffolk County,1500,10000,02121,Boston,Suffolk,42.334948,-71.073493,Metro Boston,8/8/2023,MACCC,Massachusetts Cannabis Control Commission,,,,,,,,,
