business_dba_name,license_number,id,premise_street_address,premise_city,premise_state,premise_county,premise_zip_code,license_type,license_status,business_phone,license_designation,license_term,issue_date,business_email,business_legal_name,licensing_authority_id,licensing_authority,license_status_date,expiration_date,activity,parcel_number,business_owner_name,business_structure,business_image_url,business_website,data_refreshed_date,premise_latitude,premise_longitude
Roslyn Herbs,414460,6033548730010002.0,600 S FIRST STREET,ROSLYN                  ,WA,KITTITAS,989410000,Adult-Use Retailer,ACTIVE (ISSUED),4256478338,Adult-Use,,,,Roslyn Herbs,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.2170161,-120.9882396
Royal's Cannabis,415132,6034165070010001.0,7115 N DIVISION ST STE A,SPOKANE                 ,WA,SPOKANE,992086507,Adult-Use Retailer,ACTIVE (ISSUED),5099954896,Adult-Use,,,,Royal's Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.7232111,-117.4118771
Ruckus,413692,6034174700010001.0,1465 E REPUBLICAN ST,SEATTLE                 ,WA,KING,981124512,Adult-Use Retailer,ACTIVE (ISSUED),2063630930,Adult-Use,,,,Ruckus,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.62297050000001,-122.3129892
Ruckus Recreational Cannabis,414088,6042912990010003.0,316 N 36TH ST,SEATTLE                 ,WA,KING,981030000,Adult-Use Retailer,ACTIVE (ISSUED),2063630930,Adult-Use,,,,Ruckus Recreational Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6525531,-122.3547177
Sapphire Cannabis,422701,6020128630010004.0,209 E 4TH ST STE B,SPRAGUE                 ,WA,LINCOLN,990320000,Adult-Use Retailer,ACTIVE (ISSUED),5099880219,Adult-Use,,,,Sapphire Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.2975307,-117.9773009
Sativa Sisters,413739,6033538100010002.0,10525 E TRENT AVE STE 1,SPOKANE                 ,WA,SPOKANE,992064516,Adult-Use Retailer,ACTIVE (ISSUED),2086603909,Adult-Use,,,,Sativa Sisters,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.68541949999999,-117.262743
Sativa Sisters Ii,422764,6035891840010001.0,712 5TH ST,CLARKSTON               ,WA,ASOTIN,994032632,Adult-Use Retailer,ACTIVE (ISSUED),2062350635,Adult-Use,,,,Sativa Sisters Ii,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.4158572,-117.0446065
Satori,421848,6035649550010001.0,RETAIL TITLE CERTIFICATE,NEWPORT                 ,WA,PEND OREILLE,991569302,Adult-Use Retailer,ACTIVE TITLE CERTIFICATE,5099990148,Adult-Use,,,,Satori,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.1796277,-117.0432583
Satori,422659,6035649550010003.0,RETAIL TITLE CERTIFICATE,RICHLAND                ,WA,BENTON,993520000,Adult-Use Retailer,ACTIVE TITLE CERTIFICATE,5099990148,Adult-Use,,,,Satori,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.28042000000001,-119.2751996
Satori,422703,6036022830010001.0,RETAIL TITLE CERTIFICATE,KENNEWICK               ,WA,BENTON,993361966,Adult-Use Retailer,ACTIVE TITLE CERTIFICATE,5202508988,Adult-Use,,,,Satori,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.2086683,-119.119948
Savage Thc,428107,6035850260010002.0,4426 WILLIAMS VALLEY RD STE B,CLAYTON                 ,WA,STEVENS,991109745,Adult-Use Retailer,ACTIVE (ISSUED),5099992989,Adult-Use,,,,Savage Thc,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.99757109999999,-117.5715605
Sea Change Cannabis,432024,6044693650010002.0,11323 RHODY DR,PORT HADLOCK            ,WA,JEFFERSON,983399768,Adult-Use Retailer,ACTIVE (ISSUED),3603851320,Adult-Use,,,,Sea Change Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.0386394,-122.7851935
Seattle Cannabis Co.,426199,6033364470010003.0,7262 RAINIER AVE S STE B,SEATTLE                 ,WA,KING,981183864,Adult-Use Retailer,ACTIVE (ISSUED),2064201042,Adult-Use,,,,Seattle Cannabis Co.,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.53717169999999,-122.2700857
Seattle Tonics,414731,6033584890010002.0,12059 AURORA AVE N,SEATTLE                 ,WA,KING,981338249,Adult-Use Retailer,ACTIVE (ISSUED),2063636000,Adult-Use,,,,Seattle Tonics,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.7176519,-122.3458512
Seaweed Retail,422570,6043489080010001.0,21412 HIGHWAY 99 STE A,EDMONDS                 ,WA,SNOHOMISH,980267748,Adult-Use Retailer,ACTIVE (ISSUED),2066697484,Adult-Use,,,,Seaweed Retail,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8047925,-122.3289971
Secret Herb Shop,413994,6024843170010005.0,2 COLUMBIA DR STE A,KETTLE FALLS            ,WA,FERRY,991419461,Adult-Use Retailer,ACTIVE (ISSUED),5096844420,Adult-Use,,,,Secret Herb Shop,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.6267434,-118.1237605
Shawn Kemp's Cannabis,429502,6042287520010002.0,3035 1ST AVE STE B,SEATTLE                 ,WA,KING,981211010,Adult-Use Retailer,ACTIVE (ISSUED),2063450009,Adult-Use,,,,Shawn Kemp's Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5758561,-122.3342003
Shawn Kemp's Cannabis Sodo,434189,6049121510010001.0,2764 1ST AVE S STE 100,SEATTLE                 ,WA,KING,981340000,Adult-Use Retailer,ACTIVE (ISSUED),3607181273,Adult-Use,,,,Shawn Kemp's Cannabis Sodo,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.577935,-122.3338074
Shelton Cannabis Company,426677,6042530810010001.0,1065 SE STATE ROUTE 3,SHELTON                 ,WA,MASON,985849195,Adult-Use Retailer,ACTIVE (ISSUED),4044063054,Adult-Use,,,,Shelton Cannabis Company,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.19630129999999,-123.0977679
Slow Burn,414508,6034102670010003.0,1300 N 40TH ST STE 111,YAKIMA                  ,WA,YAKIMA,989080000,Adult-Use Retailer,ACTIVE (ISSUED),5099692600,Adult-Use,,,,Slow Burn,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.6213082,-120.5630963
Smokane,425362,6033547170010004.0,3801 E SPRAGUE AVE,SPOKANE                 ,WA,SPOKANE,992020000,Adult-Use Retailer,ACTIVE (ISSUED),2069100199,Adult-Use,,,,Smokane,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.65756649999999,-117.3543843
Smoking Crow,422139,6040518810010001.0,4264 PACIFIC HWY,BELLINGHAM              ,WA,WHATCOM,982269042,Adult-Use Retailer,ACTIVE (ISSUED),3603068007,Adult-Use,,,,Smoking Crow,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.7958207,-122.5260944
Smuggler Brothers,413762,6033558930010001.0,1912 STATE ROUTE 20,SEDRO WOOLLEY           ,WA,SKAGIT,982840000,Adult-Use Retailer,ACTIVE (ISSUED),3606473437,Adult-Use,,,,Smuggler Brothers,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.495768,-122.2731343
South Bellingham Buds,422930,6034341980010004.0,1215 N LAKE SAMISH DR UNIT 1,BELLINGHAM              ,WA,WHATCOM,982299310,Adult-Use Retailer,ACTIVE (ISSUED),3038295712,Adult-Use,,,,South Bellingham Buds,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.68541159999999,-122.3981303
South Seattle Retail Holdings LLC,417949,6048306160010001.0,9823 15TH AVE SW UNIT D,SEATTLE                 ,WA,KING,981062847,Adult-Use Retailer,ACTIVE (ISSUED),2062401308,Adult-Use,,,,South Seattle Retail Holdings LLC,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5148841,-122.3544474
Sparket,86823,6033568390010006.0,1215 E FRONT ST,PORT ANGELES            ,WA,CLALLAM,983624309,Adult-Use Retailer,ACTIVE (ISSUED),3604604902,Adult-Use,,,,Sparket,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.11154089999999,-123.4118187
Spokane Green Leaf,422146,6033507120010003.0,9107 N COUNTRY HOMES BLVD #13 STE 13,SPOKANE                 ,WA,SPOKANE,992185007,Adult-Use Retailer,ACTIVE (ISSUED),5099193467,Adult-Use,,,,Spokane Green Leaf,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.7410917,-117.4136898
Star Outlet,422010,6044360960010001.0,7157 GUIDE MERIDIAN RD #3 #3,LYNDEN                  ,WA,WHATCOM,982649213,Adult-Use Retailer,ACTIVE (ISSUED),4255244840,Adult-Use,,,,Star Outlet,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.90082839999999,-122.486283
Starbuds,429453,6040339750010002.0,145 SAMISH WAY,BELLINGHAM              ,WA,WHATCOM,982256033,Adult-Use Retailer,ACTIVE (ISSUED),2062255555,Adult-Use,,,,Starbuds,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.73395900000001,-122.4693681
Starbuds,434135,6033488710010015.0,13400 NE 124TH ST,KIRKLAND                ,WA,KING,980349345,Adult-Use Retailer,ACTIVE (ISSUED),4254710283,Adult-Use,,,,Starbuds,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.7116829,-122.1609974
Sticky's,421326,6033444280010004.0,9411 NE HIGHWAY 99 STE 4,VANCOUVER               ,WA,CLARK,986658969,Adult-Use Retailer,ACTIVE (ISSUED),5099521602,Adult-Use,,,,Sticky's,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,45.6908637,-122.6571083
Sunleaf Cannabis,434220,6046321110010002.0,16300 MOTOR PL STE 201A,LYNNWOOD                ,WA,SNOHOMISH,980876516,Adult-Use Retailer,ACTIVE (ISSUED),7133677877,Adult-Use,,,,Sunleaf Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.85045909999999,-122.2552578
Sweet Jane,423829,6033504570010004.0,9705 STATE ROUTE 302 NW # B,GIG HARBOR              ,WA,PIERCE,983297102,Adult-Use Retailer,ACTIVE (ISSUED),2532457831,Adult-Use,,,,Sweet Jane,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.389311,-122.667469
Sweet Leaf Cannabis Co,415523,6033591150010002.0,100 OLD HILL RD,ABERDEEN                ,WA,GRAYS HARBOR,985207300,Adult-Use Retailer,ACTIVE (ISSUED),3605325758,Adult-Use,,,,Sweet Leaf Cannabis Co,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.973365,-123.6915344
Sweet Releaf,413385,6035798560010003.0,14637 STATE ROUTE 20,MOUNT VERNON            ,WA,SKAGIT,982737276,Adult-Use Retailer,ACTIVE (ISSUED),2069621025,Adult-Use,,,,Sweet Releaf,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.4470609,-122.4300652
T Brothers Bud Lodge,414002,6034682750010001.0,5740 RUDDELL RD SE STE C,LACEY                   ,WA,THURSTON,985030000,Adult-Use Retailer,ACTIVE (ISSUED),3607917139,Adult-Use,,,,T Brothers Bud Lodge,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.9963803,-122.8065663
Tacoma House Of Cannabis,434402,6035188950010007.0,764 S 56TH ST,TACOMA                  ,WA,PIERCE,984080000,Adult-Use Retailer,ACTIVE (ISSUED),2532123711,Adult-Use,,,,Tacoma House Of Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.2062028,-122.4427644
Tenino Cannabis Boutique,415484,6043704230010002.0,449 WICHMAN ST S STE A,TENINO                  ,WA,THURSTON,985899376,Adult-Use Retailer,ACTIVE (ISSUED),6468751439,Adult-Use,,,,Tenino Cannabis Boutique,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.851132,-122.8591283
Terp Cannabis,426632,6041342990010002.0,6063B HIGHWAY 291,NINE MILE FALLS         ,WA,STEVENS,990269565,Adult-Use Retailer,ACTIVE (ISSUED),5097106899,Adult-Use,,,,Terp Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8207691,-117.5886676
Thc Of Olympia,421069,6043505340010001.0,3203 MARTIN WAY E STE D,OLYMPIA                 ,WA,THURSTON,985064951,Adult-Use Retailer,ACTIVE (ISSUED),3605281719,Adult-Use,,,,Thc Of Olympia,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.04613029999999,-122.852611
The Back Porch,415645,6043223900010001.0,907 N WENATCHEE AVENUE STE B,WENATCHEE               ,WA,CHELAN,985011572,Adult-Use Retailer,ACTIVE (ISSUED),5098881536,Adult-Use,,,,The Back Porch,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.4359493,-120.3189642
The Bake Shop,413426,6034131030010002.0,19705 N GRIFFIN RD,PROSSER                 ,WA,BENTON,993500000,Adult-Use Retailer,ACTIVE (ISSUED),5097782512,Adult-Use,,,,The Bake Shop,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.247869,-119.8509029
The Bake Shop,413596,6043105400010001.0,4007 MAIN ST,UNION GAP               ,WA,YAKIMA,989032040,Adult-Use Retailer,ACTIVE (ISSUED),5093149941,Adult-Use,,,,The Bake Shop,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.54718949999999,-120.4750712
The Bake Shop,424877,6044903740010002.0,216 ROYAL ANNE DR SW,GEORGE                  ,WA,GRANT,988480000,Adult-Use Retailer,ACTIVE (ISSUED),5093795662,Adult-Use,,,,The Bake Shop,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.0825768,-119.8584182
The Bakeree,421261,6035582520010001.0,74 S LUCILE ST STE 102 STE 102,SEATTLE                 ,WA,KING,981342444,Adult-Use Retailer,ACTIVE (ISSUED),2066590574,Adult-Use,,,,The Bakeree,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5535932,-122.3356019
The Bakeree,433373,6036161120010006.0,222 WALL ST,SEATTLE                 ,WA,KING,981211431,Adult-Use Retailer,ACTIVE (ISSUED),2064014656,Adult-Use,,,,The Bakeree,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6160797,-122.347779
The Fire House,400772,6035877310010001.0,1714 CANYON RD,ELLENSBURG              ,WA,KITTITAS,989269739,Adult-Use Retailer,ACTIVE (ISSUED),3607910112,Adult-Use,,,,The Fire House,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.9758623,-120.5408746
The Gallery - Gig Harbor,414130,6033367320010005.0,21802 MOUNTAIN HIGHWAY E STE 2,SPANAWAY                ,WA,PIERCE,983877543,Adult-Use Retailer,ACTIVE (ISSUED),2536044360,Adult-Use,,,,The Gallery - Gig Harbor,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.0586286,-122.4046637
The Gallery Canyon,413813,6033367320010006.0,11821 CANYON RD E,PUYALLUP                ,WA,PIERCE,983734453,Adult-Use Retailer,ACTIVE (ISSUED),2536044360,Adult-Use,,,,The Gallery Canyon,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.1482879,-122.3565645
The Gallery Fife,413812,6033367320010007.0,5303 PACIFIC HWY E,FIFE                    ,WA,PIERCE,984242601,Adult-Use Retailer,ACTIVE (ISSUED),2533441013,Adult-Use,,,,The Gallery Fife,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.2434822,-122.3581331
The Gallery Parkland,413258,6033367320010001.0,13005 PACIFIC AVE S,TACOMA                  ,WA,PIERCE,984444857,Adult-Use Retailer,ACTIVE (ISSUED),2536044360,Adult-Use,,,,The Gallery Parkland,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.1390155,-122.4341469
The Gallery Spanaway,413420,6033367320010002.0,21802 MOUNTAIN HWY E STE 1,SPANAWAY                ,WA,PIERCE,983870000,Adult-Use Retailer,ACTIVE (ISSUED),2536044360,Adult-Use,,,,The Gallery Spanaway,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.0586286,-122.4046637
The Grass Is Always Greener,430424,6034023580010002.0,15935 REDMOND WAY,REDMOND                 ,WA,KING,980523836,Adult-Use Retailer,ACTIVE (ISSUED),2064094398,Adult-Use,,,,The Grass Is Always Greener,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.6744014,-122.1287042
The Green Door,434938,6034196260010002.0,27815 STATE ROUTE 410 E,BUCKLEY                 ,WA,PIERCE,983219211,Adult-Use Retailer,ACTIVE (ISSUED),2532248299,Adult-Use,,,,The Green Door,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.1604232,-122.0587308
The Green Door Seattle,414425,6031793430010003.0,828 RAINIER AVE S,SEATTLE                 ,WA,KING,981442838,Adult-Use Retailer,ACTIVE (ISSUED),2065510403,Adult-Use,,,,The Green Door Seattle,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.5949737,-122.3103717
The Green Nugget,414995,6048436570010001.0,1340 SE BISHOP BLVD STE A,PULLMAN                 ,WA,WHITMAN,991636409,Adult-Use Retailer,ACTIVE (ISSUED),5098280213,Adult-Use,,,,The Green Nugget,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.7195383,-117.1636851
The Green Nugget,427121,6033490250010008.0,322 E FRANCIS AVE STE A,SPOKANE                 ,WA,SPOKANE,992081086,Adult-Use Retailer,ACTIVE (ISSUED),5093092130,Adult-Use,,,,The Green Nugget,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.7146628,-117.4049842
The Green Recreational Cannabis,413603,6034431900010001.0,RETAIL TITLE CERTIFICATE,KENT                    ,WA,KING,980322718,Adult-Use Retailer,ACTIVE TITLE CERTIFICATE,2065793661,Adult-Use,,,,The Green Recreational Cannabis,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.3830671,-122.234771
The Green Seed,86054,6033463060010002.0,412 S INTERLAKE RD,MOSES LAKE              ,WA,GRANT,988372908,Adult-Use Retailer,ACTIVE (ISSUED),5098552271,Adult-Use,,,,The Green Seed,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.1027386,-119.3125996
The Green Shelf,414958,6033586820010001.0,400 S. MAIN STREET UNIT #1,ELLENSBURG              ,WA,KITTITAS,989263689,Adult-Use Retailer,ACTIVE (ISSUED),2065560305,Adult-Use,,,,The Green Shelf,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.9890601,-120.5479567
The Greenhouse,430622,6033583120010008.0,400 OLYMPIA AVE NE STE A1,RENTON                  ,WA,KING,980563900,Adult-Use Retailer,ACTIVE (ISSUED),7328016300,Adult-Use,,,,The Greenhouse,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.48883559999999,-122.1716676
The Happy Crop Shoppe,413481,6033395640010004.0,50 ROCK ISLAND RD,EAST WENATCHEE          ,WA,DOUGLAS,988025352,Adult-Use Retailer,ACTIVE (ISSUED),5098881597,Adult-Use,,,,The Happy Crop Shoppe,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.4041177,-120.2888617
The Happy Crop Shoppe,413600,6033395640010003.0,5736 VALE RD,CASHMERE                ,WA,CHELAN,988150000,Adult-Use Retailer,ACTIVE (ISSUED),5098882454,Adult-Use,,,,The Happy Crop Shoppe,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.528674,-120.4885804
The Happy Crop Shoppe,420934,6034229530010001.0,1210 N WENATCHEE AVE STE J,WENATCHEE               ,WA,CHELAN,988016707,Adult-Use Retailer,ACTIVE (ISSUED),5096696835,Adult-Use,,,,The Happy Crop Shoppe,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.438878,-120.3236153
The Herbal Gardens,423634,6033260490010004.0,4803 CENTER STREET STE A,TACOMA                  ,WA,PIERCE,984092319,Adult-Use Retailer,ACTIVE (ISSUED),2532725265,Adult-Use,,,,The Herbal Gardens,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.2347145,-122.501723
The Herbal Gardens,426198,6033588470010003.0,RETAIL TITLE CERTIFICATE,PUYALLUP                ,WA,PIERCE,983713313,Adult-Use Retailer,ACTIVE TITLE CERTIFICATE,2533530740,Adult-Use,,,,The Herbal Gardens,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.1853785,-122.2928974
The Herbery,71368,6033550310010004.0,330 NE CHKALOV DR STE C & D STE C & D,VANCOUVER               ,WA,CLARK,986845032,Adult-Use Retailer,ACTIVE (ISSUED),3607763001,Adult-Use,,,,The Herbery,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,45.6220541,-122.5568209
The Herbery,414761,6033550310010008.0,2815 ST. JOHNS ROAD  STE B,VANCOUVER               ,WA,CLARK,986613707,Adult-Use Retailer,ACTIVE (ISSUED),3608417504,Adult-Use,,,,The Herbery,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,45.6482799,-122.6405813
The Herbery,426563,6033550310010005.0,6018 NE ST JOHNS RD STE D,VANCOUVER               ,WA,CLARK,986610000,Adult-Use Retailer,ACTIVE (ISSUED),3608417504,Adult-Use,,,,The Herbery,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,45.6659359,-122.6369113
The Herbery,428826,6033550310010006.0,1401 NE 78TH ST,VANCOUVER               ,WA,CLARK,986650000,Adult-Use Retailer,ACTIVE (ISSUED),3608417504,Adult-Use,,,,The Herbery,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,45.6783001,-122.657613
The Herbery,430925,6033550310010007.0,12001 NE FOURTH PLAIN BLVD,VANCOUVER               ,WA,CLARK,986825527,Adult-Use Retailer,ACTIVE (ISSUED),3608417504,Adult-Use,,,,The Herbery,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,45.6674801,-122.5493572
The Hidden Bush,412921,6033511330010001.0,3230 E HWY 101,PORT ANGELES            ,WA,CLALLAM,983629073,Adult-Use Retailer,ACTIVE (ISSUED),3604529395,Adult-Use,,,,The Hidden Bush,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.10569210000001,-123.3683424
The Joint,414893,6033488710010011.0,9506 19TH AVE SE STE 100,EVERETT                 ,WA,SNOHOMISH,982083801,Adult-Use Retailer,ACTIVE (ISSUED),4254710283,Adult-Use,,,,The Joint,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.9118534,-122.2075867
The Joint,420389,6033025530010006.0,14325 1ST AVE S STE 101,BURIEN                  ,WA,KING,981683418,Adult-Use Retailer,ACTIVE (ISSUED),2062255555,Adult-Use,,,,The Joint,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.474286,-122.3341946
The Joint,420801,6035879910010002.0,9574 OLD HWY 99 NORTH RD STE B,BURLINGTON              ,WA,SKAGIT,982336811,Adult-Use Retailer,ACTIVE (ISSUED),3607550755,Adult-Use,,,,The Joint,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.5065004,-122.3374771
The Joint,421804,6035602530010008.0,4336 ROOSEVELT WAY NE STE C,SEATTLE                 ,WA,KING,981054764,Adult-Use Retailer,ACTIVE (ISSUED),2062833333,Adult-Use,,,,The Joint,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.66102009999999,-122.3173826
The Joint,434494,6033488710010014.0,7233 SOUTH TACOMA WAY,TACOMA                  ,WA,PIERCE,984093933,Adult-Use Retailer,ACTIVE (ISSUED),4254710283,Adult-Use,,,,The Joint,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.1907777,-122.4828272
The Kushery,361676,6033594910010005.0,16412 TROMBLEY RD,SNOHOMISH               ,WA,SNOHOMISH,982906314,Adult-Use Retailer,ACTIVE (ISSUED),2062715468,Adult-Use,,,,The Kushery,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8923142,-122.0110643
The Kushery,415507,6033594840010002.0,5626 134TH PL SE STE B,EVERETT                 ,WA,SNOHOMISH,982085615,Adult-Use Retailer,ACTIVE (ISSUED),4256337515,Adult-Use,,,,The Kushery,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8764695,-122.1564183
The Kushery,415513,6035088960010001.0,19258 15TH AVE NE STE B,LAKE FOREST PARK        ,WA,KING,981552315,Adult-Use Retailer,ACTIVE (ISSUED),4252098924,Adult-Use,,,,The Kushery,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.769879,-122.3131884
The Kushery,415517,6033594830010003.0,18026 STATE ROUTE 9 SE STE B,SNOHOMISH               ,WA,SNOHOMISH,982965330,Adult-Use Retailer,ACTIVE (ISSUED),3608633256,Adult-Use,,,,The Kushery,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.8333562,-122.1269531
The Kushery,420645,6033594880010006.0,27206 88TH AVE NW,STANWOOD                ,WA,SNOHOMISH,982920000,Adult-Use Retailer,ACTIVE (ISSUED),4256337515,Adult-Use,,,,The Kushery,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,48.2431882,-122.351793
The Kushery,430774,6035684720010003.0,4808 EVERGREEN WAY,EVERETT                 ,WA,SNOHOMISH,982032829,Adult-Use Retailer,ACTIVE (ISSUED),4252597958,Adult-Use,,,,The Kushery,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,47.9539065,-122.2137449
The Link,422632,6035889360010004.0,2211 46TH AVE,LONGVIEW                ,WA,COWLITZ,986325013,Adult-Use Retailer,ACTIVE (ISSUED),2062000462,Adult-Use,,,,The Link,WSLCB,Washington State Liquor and Cannabis Board,,,,,,,,,2023-08-08T00:00:00,46.1646426,-122.9998644
