license_number,business_dba_name,id,license_type,LicenseStatus,premise_county,licensing_authority_id,licensing_authority,license_designation,premise_state,license_status_date,license_term,issue_date,expiration_date,business_legal_name,business_owner_name,business_structure,business_email,activity,parcel_number,business_image_url,business_phone,business_website,data_refreshed_date
33612007165240494267,Nlvg Llc,33612007165240494267,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NLVG LLC,,,,,,,,,2023-08-10
33652679278436588975,Alternative Medicine Association Lc,33652679278436588975,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ALTERNATIVE MEDICINE ASSOCIATION LC,,,,,,,,,2023-08-10
33757554276109168008,Thc Production Llc,33757554276109168008,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THC PRODUCTION LLC,,,,,,,,,2023-08-10
33766980341791854561,Tahoe Hydroponics Company Llc,33766980341791854561,Retail Distributor,Active,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TAHOE HYDROPONICS COMPANY LLC,,,,,,,,,2023-08-10
34243875109059614286,Wscc Inc,34243875109059614286,Retail Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WSCC INC,,,,,,,,,2023-08-10
34263205217337694441,Mr H Las Vegas Llc,34263205217337694441,Medical Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MR H LAS VEGAS LLC,,,,,,,,,2023-08-10
34497079237706414213,Nye Natural Medicinal Solutions Llc,34497079237706414213,Retail Production,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NYE NATURAL MEDICINAL SOLUTIONS LLC,,,,,,,,,2023-08-10
34561668875912663393,Healthcare Options For Patients Enterprises Llc,34561668875912663393,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HEALTHCARE OPTIONS FOR PATIENTS ENTERPRISES LLC,,,,,,,,,2023-08-10
34621288823827225440,Wscc Inc,34621288823827225440,Retail Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WSCC INC,,,,,,,,,2023-08-10
34652970986411553293,Mmof Vegas Retail Inc,34652970986411553293,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MMOF VEGAS RETAIL INC,,,,,,,,,2023-08-10
34770158846525926783,Acres Medical Llc,34770158846525926783,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ACRES MEDICAL LLC,,,,,,,,,2023-08-10
34783954003475226897,Lettucetest Llc,34783954003475226897,Retail Laboratory,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LETTUCETEST LLC,,,,,,,,,2023-08-10
35051929286907100905,Qualcan Llc,35051929286907100905,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,QUALCAN LLC,,,,,,,,,2023-08-10
35113918658385474933,3480 Hacienda Partners Llc,35113918658385474933,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,3480 HACIENDA PARTNERS LLC,,,,,,,,,2023-08-10
35704589564199030274,Silver Black Attack Llc,35704589564199030274,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER BLACK ATTACK LLC,,,,,,,,,2023-08-10
35741015061896328515,The Bakery Llc,35741015061896328515,Retail Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THE BAKERY LLC,,,,,,,,,2023-08-10
35921128494419615677,Pure Tonic Concentrates Llc,35921128494419615677,Retail Dispensary,Active,Humboldt,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PURE TONIC CONCENTRATES LLC,,,,,,,,,2023-08-10
36011146770937512646,Thompson Farm One Llc,36011146770937512646,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,THOMPSON FARM ONE LLC,,,,,,,,,2023-08-10
36017244910783299238,Nevada Group Wellness,36017244910783299238,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA GROUP WELLNESS,,,,,,,,,2023-08-10
36111143425969416428,Euphoria Wellness Llc,36111143425969416428,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EUPHORIA WELLNESS LLC,,,,,,,,,2023-08-10
36161311931874315998,Serenity Wellness Growers Llc,36161311931874315998,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SERENITY WELLNESS GROWERS LLC,,,,,,,,,2023-08-10
36471481166286897722,Lettucetest Llc,36471481166286897722,Medical Laboratory,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LETTUCETEST LLC,,,,,,,,,2023-08-10
36506856230444373665,Twelve Twelve Llc,36506856230444373665,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TWELVE TWELVE LLC,,,,,,,,,2023-08-10
36777838109650438859,Zion Gardens Llc,36777838109650438859,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ZION GARDENS LLC,,,,,,,,,2023-08-10
36793887579714409224,Integral Cultivation Llc,36793887579714409224,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,Integral Cultivation LLC,,,,,,,,,2023-08-10
36812277747948686823,Solace Enterprises Llc,36812277747948686823,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SOLACE ENTERPRISES LLC,,,,,,,,,2023-08-10
36845781847213708344,Matrix Nv Llc,36845781847213708344,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MATRIX NV LLC,,,,,,,,,2023-08-10
36853260737760020901,Polaris Wellness Center Llc,36853260737760020901,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,POLARIS WELLNESS CENTER LLC,,,,,,,,,2023-08-10
36940245239064189256,Wellness & Caregivers Of Nevada Nlv Llc,36940245239064189256,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WELLNESS & CAREGIVERS OF NEVADA NLV LLC,,,,,,,,,2023-08-10
37194813876768896252,Nye Natural Medicinal Solutions Llc,37194813876768896252,Retail Distributor,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NYE NATURAL MEDICINAL SOLUTIONS LLC,,,,,,,,,2023-08-10
37427068003234517417,Greenscape Productions Llc,37427068003234517417,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENSCAPE PRODUCTIONS LLC,,,,,,,,,2023-08-10
38120054593314237201,Lone Mountain Partners Llc,38120054593314237201,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LONE MOUNTAIN PARTNERS LLC,,,,,,,,,2023-08-10
38329603677293790867,Fswfl Llc,38329603677293790867,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FSWFL LLC,,,,,,,,,2023-08-10
38420410922892257960,Green Life Productions Llc,38420410922892257960,Retail Cultivation,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREEN LIFE PRODUCTIONS LLC,,,,,,,,,2023-08-10
38678460390951542035,Rural Remedies Llc,38678460390951542035,Medical Cultivation,Active,Lander,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,RURAL REMEDIES LLC,,,,,,,,,2023-08-10
38695553096347542299,Silver State Relief Llc,38695553096347542299,Medical Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER STATE RELIEF LLC,,,,,,,,,2023-08-10
38745817872075144781,Nevada Holistic Medicine Llc,38745817872075144781,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA HOLISTIC MEDICINE LLC,,,,,,,,,2023-08-10
39479860711356912732,Sensible Edibles Llc,39479860711356912732,Medical Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SENSIBLE EDIBLES LLC,,,,,,,,,2023-08-10
39861948155685116262,Gravitas Henderson Llc,39861948155685116262,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GRAVITAS HENDERSON LLC,,,,,,,,,2023-08-10
40050104995800309174,Cheyenne Medical Sammy Davis Rd263 Llc,40050104995800309174,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CHEYENNE MEDICAL SAMMY DAVIS RD263 LLC,,,,,,,,,2023-08-10
40056792267279269644,Green Life Productions Llc,40056792267279269644,Retail Distributor,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREEN LIFE PRODUCTIONS LLC,,,,,,,,,2023-08-10
40154645776628662138,Circle S Farms Llc,40154645776628662138,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CIRCLE S FARMS LLC,,,,,,,,,2023-08-10
40228523231066831947,High Sierra Holistics Llc,40228523231066831947,Medical Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HIGH SIERRA HOLISTICS LLC,,,,,,,,,2023-08-10
40297970315350477547,Serenity Wellness Products Llc,40297970315350477547,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SERENITY WELLNESS PRODUCTS LLC,,,,,,,,,2023-08-10
40472676757320560321,Fidelis Holdings Llc,40472676757320560321,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FIDELIS HOLDINGS LLC,,,,,,,,,2023-08-10
40733091629454751109,Nye Natural Medicinal Solutions Llc,40733091629454751109,Medical Cultivation,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NYE NATURAL MEDICINAL SOLUTIONS LLC,,,,,,,,,2023-08-10
41146840808916745728,Cclv Production Llc,41146840808916745728,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CCLV PRODUCTION LLC,,,,,,,,,2023-08-10
41150195756844080197,Qualcan Llc,41150195756844080197,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,QUALCAN LLC,,,,,,,,,2023-08-10
41491863218758323982,Trnvd670 Llc,41491863218758323982,Retail Dispensary,Active,Humboldt,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRNVD670 LLC,,,,,,,,,2023-08-10
41977254523133526755,Jdw Nevada Llc,41977254523133526755,Medical Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,JDW NEVADA LLC,,,,,,,,,2023-08-10
42117353798137771623,Cn Licensco Iii Inc,42117353798137771623,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CN LICENSCO III INC,,,,,,,,,2023-08-10
42243169362679005796,Green Cross Nevada Llc,42243169362679005796,Medical Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREEN CROSS NEVADA LLC,,,,,,,,,2023-08-10
42764648009006859903,Cn Licenseco I Inc,42764648009006859903,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CN LICENSECO I INC,,,,,,,,,2023-08-10
42779873098977009443,Greenmart Of Nevada Nlv Llc,42779873098977009443,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENMART OF NEVADA NLV LLC,,,,,,,,,2023-08-10
42801984540428281831,Wellness & Caregivers Of Nevada Ii Llc,42801984540428281831,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WELLNESS & CAREGIVERS OF NEVADA II LLC,,,,,,,,,2023-08-10
42811321585035807243,Mmnv2 Holdings I Llc,42811321585035807243,Medical Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MMNV2 HOLDINGS I LLC,,,,,,,,,2023-08-10
42836696676159179870,Circle S Farms Llc,42836696676159179870,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CIRCLE S FARMS LLC,,,,,,,,,2023-08-10
42964757214640794936,Clark Nmsd Llc,42964757214640794936,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLARK NMSD LLC,,,,,,,,,2023-08-10
43145225960370597103,Nlvg Llc,43145225960370597103,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NLVG LLC,,,,,,,,,2023-08-10
43160131583347244176,Mj Distributing C202 Llc,43160131583347244176,Retail Cultivation,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MJ DISTRIBUTING C202 LLC,,,,,,,,,2023-08-10
43239080077563699251,Helping Hands Wellness Center Inc,43239080077563699251,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HELPING HANDS WELLNESS CENTER INC,,,,,,,,,2023-08-10
43388435085849646312,Nevada Organic Remedies Llc,43388435085849646312,Retail Dispensary,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA ORGANIC REMEDIES LLC,,,,,,,,,2023-08-10
43581723673753505053,Ded Ops Nv Llc,43581723673753505053,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DED OPS NV LLC,,,,,,,,,2023-08-10
43584126664097442476,Ssac D1 Llc,43584126664097442476,Medical Dispensary,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SSAC D1 LLC,,,,,,,,,2023-08-10
43766627397168972639,Fidelis Holdings Llc,43766627397168972639,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FIDELIS HOLDINGS LLC,,,,,,,,,2023-08-10
44355437489463170392,Global Harmony Llc,44355437489463170392,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GLOBAL HARMONY LLC,,,,,,,,,2023-08-10
44407285615214646945,Clear River Llc,44407285615214646945,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CLEAR RIVER LLC,,,,,,,,,2023-08-10
44563284956259379216,Lone Mountain Partners Llc,44563284956259379216,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,LONE MOUNTAIN PARTNERS LLC,,,,,,,,,2023-08-10
44593280192084310982,Cheyenne Medical Llc,44593280192084310982,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CHEYENNE MEDICAL LLC,,,,,,,,,2023-08-10
44613767467345472019,Deep Roots Harvest Inc.,44613767467345472019,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DEEP ROOTS HARVEST INC.,,,,,,,,,2023-08-10
44759297012276072166,Gsm Lv Llc,44759297012276072166,Medical Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GSM LV LLC,,,,,,,,,2023-08-10
44883920913662445208,Premium Produce Llc,44883920913662445208,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PREMIUM PRODUCE LLC,,,,,,,,,2023-08-10
44967653318399830596,Digipath Labs Inc,44967653318399830596,Retail Laboratory,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,DIGIPATH LABS INC,,,,,,,,,2023-08-10
45124567643462616034,Kindibles Llc,45124567643462616034,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,KINDIBLES LLC,,,,,,,,,2023-08-10
45189891649339997985,Cannavative Extracts Llc,45189891649339997985,Medical Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CANNAVATIVE EXTRACTS LLC,,,,,,,,,2023-08-10
45333337224974981554,High Sierra Holistics Llc,45333337224974981554,Retail Dispensary,Active,Lyon,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,HIGH SIERRA HOLISTICS LLC,,,,,,,,,2023-08-10
45452459135682728564,Greenway Medical Llc,45452459135682728564,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENWAY MEDICAL LLC,,,,,,,,,2023-08-10
45491515276399795916,Jg Retail Services Nv Llc,45491515276399795916,Medical Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,JG RETAIL SERVICES NV LLC,,,,,,,,,2023-08-10
45550027572824324494,Nevada Pure Llc,45550027572824324494,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA PURE LLC,,,,,,,,,2023-08-10
45779336388196486818,Silver Black Attack Llc,45779336388196486818,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER BLACK ATTACK LLC,,,,,,,,,2023-08-10
45830142734877997535,Unifern Llc,45830142734877997535,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,UNIFERN LLC,,,,,,,,,2023-08-10
46002190780798707255,Silver Sage Wellness Llc,46002190780798707255,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER SAGE WELLNESS LLC,,,,,,,,,2023-08-10
46100778561169443516,G3 Labs Llc,46100778561169443516,Retail Laboratory,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,G3 LABS LLC,,,,,,,,,2023-08-10
46177828217679739988,Greenscape Productions Llc,46177828217679739988,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENSCAPE PRODUCTIONS LLC,,,,,,,,,2023-08-10
46723736766369616954,Cclv Manufacturing Center Llc,46723736766369616954,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CCLV MANUFACTURING CENTER LLC,,,,,,,,,2023-08-10
46918722962994189103,Naturex Llc,46918722962994189103,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NATUREX LLC,,,,,,,,,2023-08-10
46934338604709544132,Kynd-Strainz Llc,46934338604709544132,Retail Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,KYND-STRAINZ LLC,,,,,,,,,2023-08-10
47094106326314465305,Carson City Agency Solutions Llc,47094106326314465305,Retail Production,Active,Carson City,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CARSON CITY AGENCY SOLUTIONS LLC,,,,,,,,,2023-08-10
47182081583508846760,Mmof Vegas Retail 2 Inc,47182081583508846760,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MMOF VEGAS RETAIL 2 INC,,,,,,,,,2023-08-10
48154658590044707064,Nevada Group Wellness,48154658590044707064,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA GROUP WELLNESS,,,,,,,,,2023-08-10
48202177934598005793,Essence Tropicana Llc,48202177934598005793,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ESSENCE TROPICANA LLC,,,,,,,,,2023-08-10
48306359790925315497,Mj Distributing C202 Llc,48306359790925315497,Medical Cultivation,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MJ DISTRIBUTING C202 LLC,,,,,,,,,2023-08-10
48309202150183437033,Silver Sage Wellness Llc,48309202150183437033,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,SILVER SAGE WELLNESS LLC,,,,,,,,,2023-08-10
48365228256005962980,Mj Distributing P132 Llc,48365228256005962980,Medical Production,Non-Operational,Lincoln,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MJ DISTRIBUTING P132 LLC,,,,,,,,,2023-08-10
48374211400455305846,Premium Produce Llc,48374211400455305846,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PREMIUM PRODUCE LLC,,,,,,,,,2023-08-10
48405648915575781767,800 Stillwell Llc,48405648915575781767,Medical Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,800 STILLWELL LLC,,,,,,,,,2023-08-10
48570745986570139944,Physis One Llc,48570745986570139944,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,PHYSIS ONE LLC,,,,,,,,,2023-08-10
48573289589249273073,Natural Medicine Llc,48573289589249273073,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NATURAL MEDICINE LLC,,,,,,,,,2023-08-10
48581446096638497899,Mbnv Gt Llc,48581446096638497899,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MBNV GT LLC,,,,,,,,,2023-08-10
48674538886388514490,Erp Llc,48674538886388514490,Medical Laboratory,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,ERP LLC,,,,,,,,,2023-08-10
48714735770603244223,Exhale Brands Nevada Llc,48714735770603244223,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,EXHALE BRANDS NEVADA LLC,,,,,,,,,2023-08-10
48846213406320567884,Tryke Companies Reno Llc,48846213406320567884,Medical Dispensary,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TRYKE COMPANIES RENO LLC,,,,,,,,,2023-08-10
49035067150536429938,Waveseer Of Las Vegas Llc,49035067150536429938,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,WAVESEER OF LAS VEGAS LLC,,,,,,,,,2023-08-10
49050217089132565292,Unifern Llc,49050217089132565292,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,UNIFERN LLC,,,,,,,,,2023-08-10
49462628591511007233,V6E Holdings Inc,49462628591511007233,Retail Distributor,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,V6E HOLDINGS INC,,,,,,,,,2023-08-10
49482059957736466451,Kayas Kitchen Llc,49482059957736466451,Retail Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,KAYAS KITCHEN LLC,,,,,,,,,2023-08-10
49544737589573795833,Gsm Lv Llc,49544737589573795833,Retail Cultivation,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GSM LV LLC,,,,,,,,,2023-08-10
49664395053675917070,Greenpoint Nevada Inc,49664395053675917070,Retail Cultivation,Non-Operational,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENPOINT NEVADA INC,,,,,,,,,2023-08-10
49710461487772387885,Medical Cannabis Healing Llc,49710461487772387885,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MEDICAL CANNABIS HEALING LLC,,,,,,,,,2023-08-10
49988620104464639364,Ymy Ventures Llc,49988620104464639364,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,YMY VENTURES LLC,,,,,,,,,2023-08-10
50146841415435612818,Nevada Natural Medicines Llc,50146841415435612818,Medical Cultivation,Non-Operational,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA NATURAL MEDICINES LLC,,,,,,,,,2023-08-10
50385104809343900121,Greenmart Of Nevada Nlv Llc,50385104809343900121,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,GREENMART OF NEVADA NLV LLC,,,,,,,,,2023-08-10
50474160252959804517,Crooked Wine Company Llc,50474160252959804517,Retail Distributor,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CROOKED WINE COMPANY LLC,,,,,,,,,2023-08-10
50496504116094482750,Natural Medicine Llc,50496504116094482750,Medical Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NATURAL MEDICINE LLC,,,,,,,,,2023-08-10
50582248243659395416,Vegas Valley Growers North Llc,50582248243659395416,Medical Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,VEGAS VALLEY GROWERS NORTH LLC,,,,,,,,,2023-08-10
50672104256468641763,Tgig Llc,50672104256468641763,Retail Production,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,TGIG LLC,,,,,,,,,2023-08-10
50748233769645953480,Naturex Ii Llc,50748233769645953480,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NATUREX II LLC,,,,,,,,,2023-08-10
50908730033762851212,Cannavative Farms Llc,50908730033762851212,Retail Cultivation,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,CANNAVATIVE FARMS LLC,,,,,,,,,2023-08-10
51157511271279283787,Nv Green Inc,51157511271279283787,Medical Production,Active,Washoe,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NV GREEN INC,,,,,,,,,2023-08-10
51266222807288437193,Nevada Organic Remedies Llc,51266222807288437193,Retail Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NEVADA ORGANIC REMEDIES LLC,,,,,,,,,2023-08-10
51798010886861416556,Mmof Fremont Retail Inc,51798010886861416556,Medical Dispensary,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MMOF FREMONT RETAIL INC,,,,,,,,,2023-08-10
51824402999678570215,Mm Development Company Inc,51824402999678570215,Retail Production,Active,Nye,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,MM DEVELOPMENT COMPANY INC,,,,,,,,,2023-08-10
51850250619702830725,Fidelis Holdings Henderson Llc,51850250619702830725,Medical Production,Non-Operational,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,FIDELIS HOLDINGS HENDERSON LLC,,,,,,,,,2023-08-10
51876830467987506091,Natural Medicine Llc,51876830467987506091,Retail Cultivation,Active,Clark,NVCCB,Nevada Cannabis Compliance Board,Adult-Use,NV,,,,,NATURAL MEDICINE LLC,,,,,,,,,2023-08-10
