premise_city,license_designation,business_legal_name,business_phone,id,license_number,licensing_authority_id,licensing_authority,premise_state,license_status,license_status_date,license_type,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_email,business_image_url,business_dba_name,premise_street_address,premise_county,premise_zip_code,premise_latitude,premise_longitude,business_website,data_refreshed_date
Florence,Adult Use,Bloom,(406) 540-4163,184,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,5504 Old Hwy 93,Ravalli County,59833,46.6351191,-114.0769867,https://bloommt.com/menu/florence?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=florence,2023-08-13T17:29:48.963785
Florence,Adult Use,Elevated Florence,(406) 855-0291,185,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Elevated Florence,,Pierce County,98304,46.9717718,-121.9006607,,2023-08-13T17:29:48.963785
Florence,Adult Use,Family Farms,(406) 465-4555,186,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Family Farms,65 Goose Ln,Ravalli County,59870,46.5913397,-114.05135,http://www.marrowfamilyfarm.com/,2023-08-13T17:29:48.963785
Fort Benton,Medical Only,Fat Hippie,(406) 459-2618,187,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Fat Hippie,811 14th St,Chouteau County,59442,47.8170605,-110.6691785,http://www.fathippie.net/,2023-08-13T17:29:48.963785
Frenchtown,Medical Only,Tr2 LLC,(425) 999-7441,188,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Tr2 LLC,,,,,,,2023-08-13T17:29:48.963785
Gallatin Gtwy,Adult Use,Double Dogs,(406) 224-0238,189,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Double Dogs,48025 Gallatin Rd Condo #1,Gallatin County,59730,45.2663453,-111.2535283,http://ddcanna.com/,2023-08-13T17:29:48.963785
Gallatin Gtwy,Adult Use,Mountain Medicine,(406) 589-7200,190,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mountain Medicine,76370 Gallatin Rd,Gallatin County,59730,45.5924342,-111.1957738,,2023-08-13T17:29:48.963785
Gallatin Gtwy,Adult Use,Mtk Inc.,(406) 465-2281,191,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mtk Inc.,76250 Gallatin Rd,Gallatin County,59730,45.5907521,-111.1966539,https://www.exxon.com/en/find-station/EXXON-GALLATINGATEWAY-MT-CASEYSCORNERSTORE9-200312298?utm_source=google&utm_medium=organic&utm_campaign=gmb,2023-08-13T17:29:48.963785
Gardiner,Adult Use,The Smoking Bear By Lazy Daze,(646) 522-6729,192,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Smoking Bear By Lazy Daze,406 Scott St W,Park County,59030,45.03381890000001,-110.7064286,https://www.facebook.com/smokingbearmt?mibextid=LQQJ4d,2023-08-13T17:29:48.963785
Glasgow,Adult Use,Cannaorganics LLC,(406) 228-4202,193,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Cannaorganics LLC,54315 U.S. Rte 2,Valley County,59230,48.1902139,-106.6080479,http://www.cannaorganics.net/contact-us-or-find-us.html,2023-08-13T17:29:48.963785
Glasgow,Adult Use,Wild Sky Farms,(406) 783-7270,194,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Wild Sky Farms,54336 U.S. Rte 2,Valley County,59230,48.188775,-106.6033431,http://www.montanawildskyfarms.com/,2023-08-13T17:29:48.963785
Glendive,Adult Use,Armadillo Buds,(406) 941-0791,195,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Armadillo Buds,184 MT-200S,Dawson County,59330,47.10328069999999,-104.7860571,,2023-08-13T17:29:48.963785
Glendive,Adult Use,Bloom,(406) 459-2618,196,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,209 Gibson St,Dawson County,59330,47.1165834,-104.7057433,https://www.bloomandvine406.com/,2023-08-13T17:29:48.963785
Glendive,Adult Use,High Mountain - Glendive,(406) 670-6325,197,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,High Mountain - Glendive,53 MT-16,Dawson County,59330,47.11327319999999,-104.7364796,https://highmountainmt.com/,2023-08-13T17:29:48.963785
Glendive,Adult Use,Magic City Releaf Glendive Location,(406) 598-1400,198,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Magic City Releaf Glendive Location,2720 W Towne St,Dawson County,59330,47.09393549999999,-104.7683209,http://magiccityreleaf.com/,2023-08-13T17:29:48.963785
Glendive,Adult Use,Sacred Sun Farms Inc.,(406) 580-4098,199,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Sacred Sun Farms Inc.,727 O Neil St A,Dawson County,59330,47.1076468,-104.731074,http://www.sacredsunfarms.com/,2023-08-13T17:29:48.963785
Glendive,Adult Use,Seed Of Life Labs LLC,(406) 855-8204,200,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Seed Of Life Labs LLC,1716 Crisafulli Dr,Dawson County,59330,47.1057102,-104.7413949,http://seedoflifelabs.com/,2023-08-13T17:29:48.963785
Great Falls,Adult Use,Great Falls,(406) 403-8109,201,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Great Falls,,,,,,,2023-08-13T17:29:48.963785
Great Falls,Adult Use,Great Northern Dispensary,(406) 333-3000,202,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Great Northern Dispensary,2108 52nd St N,Cascade County,59405,47.52815280000001,-111.2221538,https://greatnortherndispensary.com/,2023-08-13T17:29:48.963785
Great Falls,Adult Use,Great Northern Farmisee,(406) 590-1918,203,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Great Northern Farmisee,2108 52nd St N,Cascade County,59405,47.52815280000001,-111.2221538,https://greatnortherndispensary.com/,2023-08-13T17:29:48.963785
Great Falls,Adult Use,Great Northern West,(406) 590-1918,204,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Great Northern West,2108 52nd St N,Cascade County,59405,47.52815280000001,-111.2221538,https://greatnortherndispensary.com/,2023-08-13T17:29:48.963785
Great Falls,Adult Use,Green Creek,(406) 750-7152,205,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Green Creek,1826 10th Ave S Unit B,Cascade County,59405,47.49381,-111.2750862,,2023-08-13T17:29:48.963785
Great Falls,Adult Use,Holistic Releaf By Design,(406) 860-1220,206,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Holistic Releaf By Design,6 Black Eagle Rd,Cascade County,59404,47.56194439999999,-111.2613586,https://holisticreliefbydesign.com/,2023-08-13T17:29:48.963785
Great Falls,Adult Use,Infinity Wellness Dispensary,(406) 600-1266,207,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Infinity Wellness Dispensary,2108 52nd St N UNIT 2,Cascade County,59405,47.5282278,-111.2221572,https://www.infinitywellnessmt.com/,2023-08-13T17:29:48.963785
Great Falls,Adult Use,Lionheart Cannabis Great Falls,(844) 586-2837,208,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lionheart Cannabis Great Falls,10 Black Eagle Rd,Cascade County,59404,47.5612335,-111.2613143,https://lionheartcannabis.com/,2023-08-13T17:29:48.963785
Great Falls,Adult Use,Marimart Great Falls,(406) 396-1454,210,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Marimart Great Falls,183 Black Eagle Rd,Cascade County,59404,47.5381711,-111.263448,http://marimintmt.com/,2023-08-13T17:29:48.963785
Great Falls,Adult Use,Montana Dispensary,(406) 219-7220,211,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Montana Dispensary,2000 52nd St N,Cascade County,59405,47.5267205,-111.2226498,https://mtdispensary.net/,2023-08-13T17:29:48.963785
Great Falls,Adult Use,Rocky Mountain Remedies,(406) 231-4739,212,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Rocky Mountain Remedies,4725 22nd Ave N,Cascade County,59405,47.5287258,-111.2264998,https://www.leafly.com/dispensaries?filter=pickup,2023-08-13T17:29:48.963785
Great Falls,Adult Use,Wheat Building,,213,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Wheat Building,,,,,,,2023-08-13T17:29:48.963785
Hamilton,Adult Use,Euphoria Wellness,(406) 375-5591,214,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Euphoria Wellness,128 Birch St,Ravalli County,59840,46.25008239999999,-114.1530131,http://euphoriawellnessmt.com/,2023-08-13T17:29:48.963785
Hamilton,Adult Use,Starrbuds,(406) 240-8979,215,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Starrbuds,514 N 1st St,Ravalli County,59840,46.2520485,-114.1557239,,2023-08-13T17:29:48.963785
Hamilton,Adult Use,The Flower Shop,(406) 360-3057,216,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Flower Shop,302 N 1st St Suite 2,Ravalli County,59840,46.2491225,-114.1554402,https://flowerhappyfloral.com/,2023-08-13T17:29:48.963785
Hamilton,Adult Use,Treasured State Farm LLC,(406) 361-5870,217,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Treasured State Farm LLC,140 Grantsdale Cutoff Rd,Ravalli County,59840,46.204505,-114.151607,,2023-08-13T17:29:48.963785
Hardin,Adult Use,312 Cannabis Hardin,(406) 690-5862,218,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,312 Cannabis Hardin,1821 Vanzandt Rd,Big Horn County,59034,45.7383669,-107.650964,https://hwy312.immjpos.com/list,2023-08-13T17:29:48.963785
Hardin,Adult Use,Bloom,(406) 459-2618,219,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,569 3rd St E,Big Horn County,59034,45.735003,-107.5967527,http://www.bloommt.com/,2023-08-13T17:29:48.963785
Harlem,Adult Use,Harlem Location,(406) 879-6773,220,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Harlem Location,,Blaine County,59526,48.5333309,-108.7840463,,2023-08-13T17:29:48.963785
Hathaway,Adult Use,High Mountain - Hathaway,(406) 670-6325,221,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,High Mountain - Hathaway,420 Mary Jane ln,Rosebud County,59333,46.2765194,-106.1948238,http://www.highmountainmt.com/,2023-08-13T17:29:48.963785
Havre,Adult Use,Bloom,(406) 459-2618,222,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,2400 2nd St W,Hill County,59501,48.5555716,-109.7213542,https://bloommt.com/location/marijuana-dispensary-harve?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=harve,2023-08-13T17:29:48.963785
Havre,Adult Use,Dancing Goat Gardens,(406) 399-0356,223,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Dancing Goat Gardens,2385 U.S. Rte 2,Hill County,59501,48.5594787,-109.6500244,https://www.dancinggoatgardens.com/,2023-08-13T17:29:48.963785
Havre,Adult Use,Elevated Havre,,224,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Elevated Havre,100 34th Ave,Hill County,59501,48.5555479,-109.7362438,http://elevatedmt.com/,2023-08-13T17:29:48.963785
Havre,Adult Use,Montana Green Realeaf,(406) 399-6573,225,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Montana Green Realeaf,431 5th St N,Hill County,59501,48.5593851,-109.6764596,http://mtgreenrealeaf.com/,2023-08-13T17:29:48.963785
Havre,Adult Use,Seed Of Life Labs LLC,(406) 855-8204,226,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Seed Of Life Labs LLC,2445 U.S. Rte 2,Hill County,59501,48.5599708,-109.6485748,http://www.seedoflifelabs.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,710 Montana,(406) 209-2470,227,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,710 Montana,1417 11th Ave,Lewis and Clark County,59601,46.58939119999999,-112.0156349,http://710montana.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,A Perfect Cure Mt,(406) 459-0507,228,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,A Perfect Cure Mt,3232 Legacy Loop,Lewis and Clark County,59602,46.6307772,-111.9235972,,2023-08-13T17:29:48.963785
Helena,Adult Use,Ancient Alchemy,(406) 422-8039,229,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Ancient Alchemy,424 N Last Chance Gulch,Lewis and Clark County,59601,46.59122139999999,-112.037373,http://sageoats.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,Bloom,(406) 459-2618,230,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,1446 Euclid Ave,Lewis and Clark County,59601,46.603478,-112.0565263,https://bloommt.com/location/marijuana-dispensary-helena?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=helena,2023-08-13T17:29:48.963785
Helena,Adult Use,Bloom,(406) 458-9333,231,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,1446 Euclid Ave,Lewis and Clark County,59601,46.603478,-112.0565263,https://bloommt.com/location/marijuana-dispensary-helena?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=helena,2023-08-13T17:29:48.963785
Helena,Adult Use,Cannabis Corner,(406) 422-4113,232,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Cannabis Corner,104 E Broadway St Suite 1,Lewis and Clark County,59601,46.5865187,-112.0388777,https://www.cannabiscornerhelena.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,Elevated,(406) 855-0291,233,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Elevated,3710 N Montana Ave,Lewis and Clark County,59602,46.62642959999999,-112.0215164,http://elevatedmt.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,Emerald Apothecary,(406) 594-2127,234,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Emerald Apothecary,625 Barney St Suite D,Lewis and Clark County,59602,46.6194882,-112.0321994,http://www.theemeraldapothecary.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,Ganja Goddess LLC,(406) 451-4291,235,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Ganja Goddess LLC,821 N Last Chance Gulch,Lewis and Clark County,59601,46.59555049999999,-112.0337753,http://ganjagoddessmt.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,Helena Buds,(406) 558-2572,236,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Helena Buds,2625 Canyon Ferry Rd,Lewis and Clark County,59601,46.61639400000001,-111.9564666,https://www.helenabuds.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,Keeper Of The Green,(406) 465-5413,237,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Keeper Of The Green,1590 Dodge Ave,Lewis and Clark County,59601,46.600747,-112.0223184,http://www.keeperog.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,Lionheart Cannabis Helena Dispensary,(844) 586-2837,238,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lionheart Cannabis Helena Dispensary,1530 Prospect Ave #1,Lewis and Clark County,59601,46.5915112,-112.0133539,http://lionheartcaregiving.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,Mtk Inc.,(406) 465-2281,239,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mtk Inc.,1101 Chestnut St,Lewis and Clark County,59601,46.603562,-112.021793,,2023-08-13T17:29:48.963785
Helena,Adult Use,Natural Wellness LLC,(406) 539-5354,240,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Natural Wellness LLC,235 E Lyndale Ave,Lewis and Clark County,59601,46.5978219,-112.0264789,http://www.naturalwellnessmontana.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,Nomad Canna Helena Store,(406) 788-6173,241,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Nomad Canna Helena Store,1415 11th Ave,Lewis and Clark County,59601,46.5894191,-112.015716,http://www.nomadcannamt.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,Sean's Way,(406) 202-6217,242,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Sean's Way,1200 Bozeman Ave,Lewis and Clark County,59601,46.5999398,-112.0201504,,2023-08-13T17:29:48.963785
Helena,Adult Use,Silverleaf,(406) 594-2448,243,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Silverleaf,1900 N Last Chance Gulch,Lewis and Clark County,59601,46.6045117,-112.0261839,http://silverleaf406.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,Sleeping Giant Gardens,(406) 459-0753,244,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Sleeping Giant Gardens,2487 York Rd,Lewis and Clark County,59602,46.63109439999999,-111.9636268,http://www.sleepinggiantgardens.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,The Broadwater Market,(406) 603-0528,245,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Broadwater Market,3204 Euclid Ave,Lewis and Clark County,59602,46.6039708,-112.0863189,http://thebroadwatermarket.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,The Higher Standard Corp Helena,(406) 459-2571,246,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Higher Standard Corp Helena,2115 Euclid Ave Suite B,Lewis and Clark County,59601,46.6063702,-112.0678298,https://www.thehigherstandard406.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,The Higher Standard Corp.,(406) 459-2571,247,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Higher Standard Corp.,2115 Euclid Ave Suite B,Lewis and Clark County,59601,46.6063702,-112.0678298,https://www.thehigherstandard406.com/,2023-08-13T17:29:48.963785
Helena,Adult Use,Top Shelf Botanicals,(406) 475-5381,248,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Top Shelf Botanicals,520 Euclid Ave Ste A,Lewis and Clark County,59601,46.599701,-112.0450039,https://montana.topshelfbotanicals.com/helena/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=Helena,2023-08-13T17:29:48.963785
Helena,Adult Use,Treasure Tree,(406) 502-1177,249,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Treasure Tree,1420 Cedar St,Lewis and Clark County,59601,46.6070483,-112.0159183,https://weedmaps.com/dispensaries/treasure-tree-1?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=helena_menu,2023-08-13T17:29:48.963785
Helena,Adult Use,White Pine Montana,(406) 951-2335,250,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,White Pine Montana,1018 W Custer Ave STE #5,Lewis and Clark County,59602,46.61765270000001,-112.0236886,http://whitepinemt.com/,2023-08-13T17:29:48.963785
Heron,Adult Use,Tastebuds,(406) 847-2741,251,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Tastebuds,25 Amber Bear Ln,Sanders County,59844,48.0575583,-116.0290306,http://amberbearinn.com/,2023-08-13T17:29:48.963785
Hinsdale,Adult Use,The Loaded Toad Medicinal Garden,(406) 263-7302,252,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,The Loaded Toad Medicinal Garden,,,,,,,2023-08-13T17:29:48.963785
Hungry Horse,Adult Use,Mommaz Enterprises,(406) 249-7270,253,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mommaz Enterprises,205 Hungry Horse Blvd #190593,Flathead County,59919,48.3850377,-114.0613455,https://smoke-up.business.site/,2023-08-13T17:29:48.963785
Joliet,Adult Use,Magic City Releaf Rockvale Location,(406) 598-1400,254,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Magic City Releaf Rockvale Location,6612 S Frontage Rd,Yellowstone County,59101,45.74217970000001,-108.5815202,https://magiccityreleaf.com/,2023-08-13T17:29:48.963785
Joliet,Adult Use,Nature's Fix,(406) 661-7867,255,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Nature's Fix,4289 US-310,Carbon County,59041,45.5233597,-108.860212,https://www.naturesfix.store/,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Abilene Apothecary,(406) 210-5370,256,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Abilene Apothecary,303 Nucleus Ave,Flathead County,59912,48.3757025,-114.1807617,https://abilene-apothecary.business.site/?utm_source=gmb&utm_medium=referral,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Awesome Blossoms Mt,(406) 945-7511,257,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Awesome Blossoms Mt,1111 Rose Crossing,Flathead County,59901,48.2551602,-114.2718489,http://www.awesomeblossomsmt.com/,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Bloom,(406) 459-2618,258,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Bloom,1430 Montana Hwy 35,Flathead County,59901,48.2150143,-114.2749359,https://bloommt.com/location/marijuana-dispensary-kalispell?utm_source=terrayn_cit&utm_medium=organic&utm_campaign=kalispell,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Delta 9 Collective,(406) 257-1545,259,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Delta 9 Collective,1530 Montana Hwy 35,Flathead County,59901,48.2174591,-114.2688322,http://www.delta9c.com/,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Elevated Kalispell,(406) 855-0291,260,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Elevated Kalispell,1212 U.S. Rte 2,Flathead County,59901,48.2109341,-114.2852395,https://elevatedmt.com/,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Fcgf,(406) 250-0040,261,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Fcgf,310 F.F.A. Dr,Flathead County,59901,48.1720616,-114.2790407,https://aec.sd5.k12.mt.us/,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Flower,(406) 207-1898,262,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Flower,1297 N Meridian Rd,Flathead County,59901,48.2164408,-114.3297493,http://www.flowersbyhansen.com/,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Fruit Factory Inc,(435) 668-4387,263,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Fruit Factory Inc,2117 U.S. Hwy 2 E,Flathead County,59901,48.2200154,-114.2767643,https://www.thefruitfactorymt.com/,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Garden Mother,(406) 407-7206,264,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Garden Mother,3250 U.S. Hwy 2 E Unit G,Flathead County,59901,48.2720011,-114.2658984,https://www.gardenmother.com/,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Glacier Green Cross,(406) 890-2237,265,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Glacier Green Cross,4 River Rd,Flathead County,59901,48.2116581,-114.2859232,https://www.ggc420.com/,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Green Imports,(406) 260-4413,266,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Green Imports,2060 U.S. Hwy 2 E,Flathead County,59901,48.2185993,-114.2775878,,2023-08-13T17:29:48.963785
Kalispell,Adult Use,H&H Industries,(406) 314-4299,267,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,H&H Industries,185 Kelly Rd,Flathead County,59901,48.17876549999999,-114.2949496,http://www.trikeit.com/,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Honey Sour,(480) 842-0078,268,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Honey Sour,1278 U.S. Rte 2,Flathead County,59901,48.211963,-114.2828774,https://honeysour.com/,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Kalispell South,(406) 890-8829,269,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Kalispell South,1255 Willow Glen Dr,Flathead County,59901,48.1719245,-114.2872772,,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Last Best Place Cannabis LLC,(406) 300-1022,270,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Last Best Place Cannabis LLC,2052 U.S. Hwy 2 E,Flathead County,59901,48.2183311,-114.2776477,,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Lil Amsterdam Usa,(406) 885-3770,271,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lil Amsterdam Usa,136 N Somers Rd,Flathead County,59901,48.09700540000001,-114.2131261,http://www.lilamsterdamusa.com/,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Lionheart Cannabis Kalispell Dispensary,,272,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lionheart Cannabis Kalispell Dispensary,151 Business Center Loop #2c,Flathead County,59901,48.3073063,-114.3365381,http://www.lionheartcannabis.com/,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Lucid Leaf LLC,(406) 309-2209,273,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Lucid Leaf LLC,2682 U.S. Hwy 2 E,Flathead County,59901,48.2464611,-114.276608,http://www.sugarleavesmontana.com/,2023-08-13T17:29:48.963785
Kalispell,Adult Use,Mommaz,(406) 309-2380,274,,MTCCD,Montana Cannabis Control Division,MT,Active,,Commercial - Retailer,,,,,,,,,,Mommaz,2690 US-93,Flathead County,59901,48.24632250000001,-114.33225,http://mommazdispensary.com/,2023-08-13T17:29:48.963785
