business_email,business_legal_name,business_phone,county,data_refreshed_date,license_number,premise_state,activity,analyses,business_dba_name,business_image_url,business_structure,expiration_date,id,issue_date,license_status_date,license_term,license_type,licensing_authority,licensing_authority_id,parcel_number,premise_city,premise_county,premise_latitude,premise_longitude,premise_street_address
mark@thewagonerfirm.com,NIYAWILL LLC*,1 (518) 400-0955,Mohawk Valley,2023-09-20T07:12:07.681349,OCMCAURD-2022-000127,NY,,,,,,,,,,,,,,,,,,,
jerry@thecableguysinc.com,The Cable Guys Inc. *,1 (718) 605-6929,Richmond,2023-09-20T07:12:07.681349,OCMCAURD-2022-000130,NY,,,,,,,,,,,,,,,,,,,
mataleeannla@yahoo.com,"Weed Growers From Seed To Stone
LLC*",1 (718) 210-8779,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000132,NY,,,,,,,,,,,,,,,,,,,
kotlyar11235@gmail.com,LEPIS CANNABIS LLC*,1 (212) 729-7574,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000136,NY,,,,,,,,,,,,,,,,,,,
michelecole@optonline.net,KGDM ENTERPRISE LLC*,1 (516) 851-2611,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000137,NY,,,,,,,,,,,,,,,,,,,
licensing@jamesfrm.com,"MedaBlue, LLC*",1 (516) 858-5887,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000138,NY,,,,,,,,,,,,,,,,,,,
gquigua@gmail.com,All Wellness Inc*,1 (929) 478-9414,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000139,NY,,,,,,,,,,,,,,,,,,,
SparkboroInc@gmail.com,Sparkboro Inc*,1 (845) 222-9151,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000141,NY,,,,,,,,,,,,,,,,,,,
tedhillpestcontrol@gmail.com,Troy A Benson*,1 (845) 654-0101,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000147,NY,,,,,,,,,,,,,,,,,,,
charles.tavarez@gmail.com,NYS CANNABIS PARTNERS INC. *,1( 347)804-2552,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000148,NY,,,,,,,,,,,,,,,,,,,
daphneborowski@gmail.com,Rodge Archer*,1 (646) 554-0438,Bronx,2023-09-20T07:12:07.681349,OCMCAURD-2022-000151,NY,,,,,,,,,,,,,,,,,,,
cameronpierre5@gmail.com,MADWIZ LLC*,1 (718) 924-7081,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000152,NY,,,,,,,,,,,,,,,,,,,
joetigano1st@outlook.com,"ARE WE GOOD ENTERPRISES
INC. *",1 (631) 522-5036,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000156,NY,,,,,,,,,,,,,,,,,,,
"ja@a1entertainmentevents.co
m",John A White*,1 (516) 314-0044,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000159,NY,,,,,,,,,,,,,,,,,,,
robanz038@gmail.com,A Little Place to Relax LLC*,1 (518) 331-4774,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000160,NY,,,,,,,,,,,,,,,,,,,
leo@shalit-law.com,bzd enterprises llc*,1 (646) 957-0009,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000163,NY,,,,,,,,,,,,,,,,,,,
tradesmansean@gmail.com,Sean of all trades LLC*,1 (516) 416-9775,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000166,NY,,,,,,,,,,,,,,,,,,,
chrisli1217@gmail.com,TRADER LI CAPITAL LLC*,1 (929) 373-6283,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000167,NY,,,,,,,,,,,,,,,,,,,
jillian@astroincnyc.com,"Astro Management, Inc. *",1 (917) 701-3114,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000168,NY,,,,,,,,,,,,,,,,,,,
Skurland340@gmail.com,Green Culture LLC*,1 (917) 294-8552,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000177,NY,,,,,,,,,,,,,,,,,,,
wes.care@mail.com,WesCare Transportation LLC*,1 (716) 479-0210,Western NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000179,NY,,,,,,,,,,,,,,,,,,,
Heatmakersny@gmail.com,Elise Pelka*,1 (914) 471-7704,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000180,NY,,,,,,,,,,,,,,,,,,,
j.elliott@dlxagncy.com,Empire Flower Inc. *,1 (845) 233-0990,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000186,NY,,,,,,,,,,,,,,,,,,,
dangolden38@outlook.com,Daniel S Dennis*,1 (315) 224-7095,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000190,NY,,,,,,,,,,,,,,,,,,,
beastcoastgroup@gmail.com,BEAST COAST GROUP LLC*,1 (516) 444-0947,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000193,NY,,,,,,,,,,,,,,,,,,,
info@inainvestigations.com,"Ifill & Associates, LLC*",1 (917) 385-1876,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000198,NY,,,,,,,,,,,,,,,,,,,
CEO@exciteunlimited.com,EXCITE UNLIMITED LLC*,1 (646) 532-7800,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000199,NY,,,,,,,,,,,,,,,,,,,
candice@brook-islandfuel.com,Candice LoPizzo*,1 (917) 292-0233,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000204,NY,,,,,,,,,,,,,,,,,,,
gab@gbnylaw.com,NODAYSOFF CANNABIS*,1 (631) 743-9900,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000213,NY,,,,,,,,,,,,,,,,,,,
"mireille@athenianroyaltygroup.
com",Athenian Royalty Group LLC*,1 (347) 736-3918,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000218,NY,,,,,,,,,,,,,,,,,,,
wei@mrtalaw.com,"WhiteboxTHC, LLC*",1 (646) 263-7890,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000224,NY,,,,,,,,,,,,,,,,,,,
rmrojan@aol.com,K&T Express Inc*,1 (347) 343-0050,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000228,NY,,,,,,,,,,,,,,,,,,,
crchristyr9@gmail.com,7 Point Dispensary INC. *,1 (518) 965-1554,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000232,NY,,,,,,,,,,,,,,,,,,,
vinnyestate@gmail.com,Vincent Chan*,1 (646) 752-2787,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000233,NY,,,,,,,,,,,,,,,,,,,
jrobinson54@optimum.net,"Concrete Construction Consulting
LLC*",1 (631) 298-4474,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000242,NY,,,,,,,,,,,,,,,,,,,
coastalgreencorp@gmail.com,Coastal Green LLC*,1 (631) 294-1063,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000250,NY,,,,,,,,,,,,,,,,,,,
MindAndBodyCanna@gmail.co,J & H Canna Industries Inc*,1 (631) 484-8350,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000252,NY,,,,,,,,,,,,,,,,,,,
mleonardo@hinmanstraub.com,"Robinson’s Cannabis Flowers, LLC.
*",1 (518) 436-0751,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000263,NY,,,,,,,,,,,,,,,,,,,
eglickman@msn.com,EGRH LLC. *,1 (561) 358-8058,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000264,NY,,,,,,,,,,,,,,,,,,,
alex@budega.nyc,"Budega NYC, Inc. *",1 (917) 697-2667,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000267,NY,,,,,,,,,,,,,,,,,,,
omar.cabrera20@gmail.com,Uplift royal LLC*,1 (646) 941-9111,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000268,NY,,,,,,,,,,,,,,,,,,,
Bikelifesports@gmail.com,Risk Takerz LLC*,1 (212) 390-0290,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000270,NY,,,,,,,,,,,,,,,,,,,
"jahkaya.tellezpugh4@gmail.co
m","Dynasty Commodities, Inc. *",1 (646) 994-5064,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000275,NY,,,,,,,,,,,,,,,,,,,
spcorp111@aol.com,Puro vita enterprises inc. *,1 (305) 336-6546,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000276,NY,,,,,,,,,,,,,,,,,,,
mkamornik@gmail.com,ov enterprises llc*,1 (646) 642-3623,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000282,NY,,,,,,,,,,,,,,,,,,,
celes.walters@yahoo.com,Celes Walters*,1 (347) 563-2770,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000286,NY,,,,,,,,,,,,,,,,,,,
drebbin2001@yahoo.com,Seven Forty Eight LLC*,1 (516) 593-1358,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000287,NY,,,,,,,,,,,,,,,,,,,
drewpetrone19@gmail.com,Strong Island Chronic LLC*,1 (516) 272-6801,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000290,NY,,,,,,,,,,,,,,,,,,,
highsocietywestchester@gmail.,The High Society Social Club LLC*,1 (914) 980-9557,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000293,NY,,,,,,,,,,,,,,,,,,,
eileencortez3702@gmail.com,E & J BTQ CORP*,1 (929) 322-7342,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000298,NY,,,,,,,,,,,,,,,,,,,
lkqowner@gmail.com,KINGS RAW Property LLC*,1 (914) 760-8614,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000304,NY,,,,,,,,,,,,,,,,,,,
"BIGAPPLEEXOTIC@GMAIL.C
OM",BIG APPLE EXOTICS LLC*,1 (347) 484-1257,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000321,NY,,,,,,,,,,,,,,,,,,,
Markjgorczyca@gmail.com,"NSEW Trading Company, LLC*",1 (315) 222-5451,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000324,NY,,,,,,,,,,,,,,,,,,,
CatRockCAURDLLC@gmail.co,Cat Rock CAURD LLC*,1 (347) 724-7735,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000325,NY,,,,,,,,,,,,,,,,,,,
timmyinc@gmail.com,Dai Ma*,1 (917) 982-5409,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000327,NY,,,,,,,,,,,,,,,,,,,
tribesofmorocco@gmail.com,"Vibes of Morocco Limited Liability
Company*",1 (347) 415-3834,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000330,NY,,,,,,,,,,,,,,,,,,,
rachel.cheung@tlccreativesolut,TLC Creative Solutions Inc*,1 (646) 469-1823,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000333,NY,,,,,,,,,,,,,,,,,,,
ac.alanchiu@gmail.com,SLCZ NY LLC*,1 (917) 939-0087,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000335,NY,,,,,,,,,,,,,,,,,,,
michaelgardner83@gmail.com,Up State Sports Cards LLC*,1 (518) 879-1441,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000337,NY,,,,,,,,,,,,,,,,,,,
flxbbqkim@gmail.com,Kimberly L Baldwin*,1 (716) 574-3679,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000340,NY,,,,,,,,,,,,,,,,,,,
evexiadispensary@gmail.com,Evexia Therapeutics LLC*,1 (315) 525-2888,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000344,NY,,,,,,,,,,,,,,,,,,,
garrett@opuscg.com,JTCC NY LLC*,1 (607) 761-9337,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000346,NY,,,,,,,,,,,,,,,,,,,
hrcxnyc@gmail.com,Garrido Enterprise Worldwide LLC*,1 (917) 564-6889,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000347,NY,,,,,,,,,,,,,,,,,,,
"sam@firstchoicediagnostic.co
m","AFNY, LLC*",1 (516) 375-2105,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000353,NY,,,,,,,,,,,,,,,,,,,
ddtreelandscaping@gmail.com,"Mojo Working, LLC*",1(914) 447 -1993,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000359,NY,,,,,,,,,,,,,,,,,,,
yrandazzo@ltesq.com,B.D.D. Family Distributors LLC*,1 (631) 666-2500,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000362,NY,,,,,,,,,,,,,,,,,,,
christopher.whelan2018@gmail,CJ BUSINESS VENTURES LLC*,1 (201) 637-5132,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000365,NY,,,,,,,,,,,,,,,,,,,
sheldon@24nyconsulting.com,"The BonTemps Firm Retail, LLC*",1 (347) 522-5965,Western NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000370,NY,,,,,,,,,,,,,,,,,,,
hps700nyc@gmail.com,HPS700 NY. LLC*,1 (646) 715-8802,Bronx,2023-09-20T07:12:07.681349,OCMCAURD-2022-000371,NY,,,,,,,,,,,,,,,,,,,
mattvotypka@gmail.com,Farmer Barney Cannabis LLC*,1 (585) 329-4138,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000379,NY,,,,,,,,,,,,,,,,,,,
superdankholdings@gmail.com,"super dank holdings, llc*",1 (516) 650-0370,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000382,NY,,,,,,,,,,,,,,,,,,,
stevezoomba54@gmail.com,Stelios Zoumberakis*,1 (718) 736-5182,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000386,NY,,,,,,,,,,,,,,,,,,,
cisco.cisco@hotmail.com,MRC Industrial LLC*,1 (914) 230-8830,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000389,NY,,,,,,,,,,,,,,,,,,,
Ehrman.asher@gmail.com,TCMA LLC*,1 (310) 560-0156,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000391,NY,,,,,,,,,,,,,,,,,,,
licensing@jamesfrm.com,SRCG LLC*,1 (516) 858-5887,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000401,NY,,,,,,,,,,,,,,,,,,,
swanlakeequityllc@gmail.com,Swan Lake Equity LLC*,1 (424) 212-2189,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000415,NY,,,,,,,,,,,,,,,,,,,
badu5000@yahoo.com,badumanagement corp. *,1 (347) 584-9540,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000418,NY,,,,,,,,,,,,,,,,,,,
jwellinja@gmail.com,M&J Genesis Inc*,1 (519) 390-1906,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000420,NY,,,,,,,,,,,,,,,,,,,
wnbcafe@gmail.com,"Luxe Oasis, LLC*",1 (917) 507-4446,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000426,NY,,,,,,,,,,,,,,,,,,,
mesainy@gmail.com,Hybrid NYC LLC*,1 (917) 385-1867,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000434,NY,,,,,,,,,,,,,,,,,,,
gvremax@gmail.com,Washington Place Dispensary LLC*,1 (516) 320-4924,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000437,NY,,,,,,,,,,,,,,,,,,,
howell.miller1@icloud.com,"Two Buds Enterprise, Inc. *",1 (347) 427-7439,Bronx,2023-09-20T07:12:07.681349,OCMCAURD-2022-000438,NY,,,,,,,,,,,,,,,,,,,
neema.wiggins@gmail.com,"Take N Toke Herbal Healing
Solutions Inc*",1 (917) 890-9724,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000444,NY,,,,,,,,,,,,,,,,,,,
toastreellc@gmail.com,TOASTREE LLC*,1 (646) 912-1714,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000449,NY,,,,,,,,,,,,,,,,,,,
john.c.concannon@gmail.com,"The Hydroterra Cove, Inc*",1 (347) 420-4903,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000450,NY,,,,,,,,,,,,,,,,,,,
mleonardo@hinmanstraub.com,"Hold Up Roll Up, LLC*",1 (518) 436-0751,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000468,NY,,,,,,,,,,,,,,,,,,,
licensing@jamesfrm.com,Sky High Club LLC*,1 (516) 858-5887,Bronx,2023-09-20T07:12:07.681349,OCMCAURD-2022-000470,NY,,,,,,,,,,,,,,,,,,,
haliessa212@gmail.com,Authentic 212 LLC*,1 (917) 514-1006,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000475,NY,,,,,,,,,,,,,,,,,,,
jackluber@me.com,"Apple Seed Farms, LLC*",1 (631) 897-0808,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000476,NY,,,,,,,,,,,,,,,,,,,
ELIZCRUZIRBY@GMAIL.COM,LYFE CAHRMZ INC*,1 (347) 822-9533,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000480,NY,,,,,,,,,,,,,,,,,,,
tcrawford145@gmail.com,"XANDER LEGACY, LLC*",1 (917) 254-6938,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000484,NY,,,,,,,,,,,,,,,,,,,
allday81@gmail.com,"State of Mind Dispensary, LLC*",1 (518) 330-9673,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000485,NY,,,,,,,,,,,,,,,,,,,
royojaysllc@gmail.com,Royo Jays LLC*,1 (845) 282-0737,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000490,NY,,,,,,,,,,,,,,,,,,,
zalanycca@gmail.com,Coastal Cultivation Association LLC*,1 (518) 901-9201,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000494,NY,,,,,,,,,,,,,,,,,,,
pablovelezangel@gmail.com,Better States LLC*,1 (914) 484-4103,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000505,NY,,,,,,,,,,,,,,,,,,,
"Keston@OfTheEarthCanna.co
m",Of The Earth Canna LLC*,1 (516) 236-4258,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000508,NY,,,,,,,,,,,,,,,,,,,
romectc@gmail.com,I MAG CLEANING LLC*,1 (347) 869-2260,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000511,NY,,,,,,,,,,,,,,,,,,,
marcocaltieri@gmail.com,Jacob Calabria*,1 (585) 802-7860,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000513,NY,,,,,,,,,,,,,,,,,,,
stevealexander81@gmail.com,Eyal Eitan*,1 (646) 523-6819,Bronx,2023-09-20T07:12:07.681349,OCMCAURD-2022-000518,NY,,,,,,,,,,,,,,,,,,,
seanww2012@gmail.com,37th St. SRJS Corp. *,1 (347) 931-6744,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000519,NY,,,,,,,,,,,,,,,,,,,
Capt.rich@yahoo.com,Havana's Paradise Garden LLC*,1 (917) 559-4669,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000522,NY,,,,,,,,,,,,,,,,,,,
"theresa@classicshedandpatio.
com",Central Apothecary LLC*,1 (518) 605-7588,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000524,NY,,,,,,,,,,,,,,,,,,,
epicparlay@gmail.com,Epic Parlay LLC*,1 (516) 986-8499,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000525,NY,,,,,,,,,,,,,,,,,,,
curryjsc@gmail.com,"JS Curry & Associates, LLC*",1 (716) 553-9169,Western NY,2023-09-20T07:12:07.681349,OCMCAURD-2022-000532,NY,,,,,,,,,,,,,,,,,,,
mastermindz031@aol.com,Fraser Enterprise LLC*,1 (929) 503-7438,Bronx,2023-09-20T07:12:07.681349,OCMCAURD-2022-000536,NY,,,,,,,,,,,,,,,,,,,
Goodmoneyceo@yahoo.com,Big Bro Consulting LLC*,1 (518) 545-6299,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000537,NY,,,,,,,,,,,,,,,,,,,
reziduenyc@gmail.com,Mizzor Collection LLC*,1 (347) 302-1365,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000549,NY,,,,,,,,,,,,,,,,,,,
allysondobrer@gmail.com,A Cannaful Life LLC*,1 (718) 887-5143,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000560,NY,,,,,,,,,,,,,,,,,,,
"Ruddyefrainsantana@gmail.co
m",Suufi Cannabis Inc*,1 (347) 310-3679,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000568,NY,,,,,,,,,,,,,,,,,,,
masonmello@hotmail.com,Excelsior Provisions LLC*,1 (518) 852-7015,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000569,NY,,,,,,,,,,,,,,,,,,,
mmpresentsthebreedsllc@gma,Green Rush 607 LLC*,1 (607) 215-3749,Southern Tier,2023-09-20T07:12:07.681349,OCMCAURD-2022-000584,NY,,,,,,,,,,,,,,,,,,,
cussincori@gmail.com,Cori Rodriguez*,1 (518) 533-8200,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000586,NY,,,,,,,,,,,,,,,,,,,
dowds333@gmail.com,Love Bud LLP*,1 (646) 229-1256,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000590,NY,,,,,,,,,,,,,,,,,,,
Dchincarty@gmail.com,420 Wonderland LLC*,1 (845) 764-0354,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000599,NY,,,,,,,,,,,,,,,,,,,
dblair189@msn.com,Hydroman Dispensary*,1 (518) 888-2596,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000601,NY,,,,,,,,,,,,,,,,,,,
louisangruocco@gmail.com,LAR MEMORABILIA LLC*,1 (347) 343-0020,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000604,NY,,,,,,,,,,,,,,,,,,,
alissa@luckygreenladies.com,"Lucky Green Ladies NY, LLC*",1 (845) 325-2874,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000607,NY,,,,,,,,,,,,,,,,,,,
Angelfigueroa62@yahoo.com,Gratitude Buds Dispensary LLC*,1 (929) 213-2717,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000615,NY,,,,,,,,,,,,,,,,,,,
DANGELO.CHRISTINA@GMA,"718 Equity Enterprise, Inc. *",1 (347) 351-8309,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000617,NY,,,,,,,,,,,,,,,,,,,
joegiangiacomo@gmail.com,Platinum Leaf LLC*,1 (845) 807-8091,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000619,NY,,,,,,,,,,,,,,,,,,,
FV@TheCloudFather.us,CloudFather LLC*,1 (914) 447-8878,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000621,NY,,,,,,,,,,,,,,,,,,,
timothyrfried@gmail.com,Storytellers New York*,1 (917) 370-2128,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000630,NY,,,,,,,,,,,,,,,,,,,
lennymanning@aol.com,THE WEED SHOPPE INC. *,1 (718) 490-0803,Richmond,2023-09-20T07:12:07.681349,OCMCAURD-2022-000631,NY,,,,,,,,,,,,,,,,,,,
tduffy@duffycorp.com,TD Fitness LLC*,1 (708) 606-0177,Long Island,2023-09-20T07:12:07.681349,OCMCAURD-2022-000642,NY,,,,,,,,,,,,,,,,,,,
oldchampion@icloud.com,DTCHOne LLC*,1 (347) 967-2862,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000646,NY,,,,,,,,,,,,,,,,,,,
christina@bloomstoneco.com,"CTNYC Partners, Inc*",1 (347) 351-8309,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000650,NY,,,,,,,,,,,,,,,,,,,
kubs24@aol.com,"Excelsior Cannabis, Inc. *",N/a,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000659,NY,,,,,,,,,,,,,,,,,,,
lyssahomes1@gmail.com,Bitar Assets Inc. *,1 (917) 374-5769,Queens,2023-09-20T07:12:07.681349,OCMCAURD-2022-000661,NY,,,,,,,,,,,,,,,,,,,
llcelevateddreams@gmail.com,Elevated Dreams LLC*,1 (631) 488-5128,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000662,NY,,,,,,,,,,,,,,,,,,,
iv1670@aol.com,Straight From The Mata*,1 (646) 509-7756,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000663,NY,,,,,,,,,,,,,,,,,,,
smckenzienyc@gmail.com,Five Borough Farms LLC*,1 (917) 723-0908,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000675,NY,,,,,,,,,,,,,,,,,,,
kevin.b@a2kelectric.com,THE HIGH LEAGUE LLC*,1 (719) 536-6509,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000678,NY,,,,,,,,,,,,,,,,,,,
arcadiawellnessny@gmail.com,Arcadia Wellness NY LTD*,1 (845) 519-8260,Mid-Hudson,2023-09-20T07:12:07.681349,OCMCAURD-2022-000680,NY,,,,,,,,,,,,,,,,,,,
cmuraco@aol.com,Fabers Arcade Inc*,1 (917) 723-3232,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000687,NY,,,,,,,,,,,,,,,,,,,
latinbud22@gmail.com,LATIN BUD LLC*,1 (929) 724-4168,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000700,NY,,,,,,,,,,,,,,,,,,,
Dkubikian@gmail.com,"Cannabis For The People, Inc. *",N/a,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000701,NY,,,,,,,,,,,,,,,,,,,
mikedavis0922@gmail.com,Saratoga Strange Design LLC*,1 (518) 275-1897,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000705,NY,,,,,,,,,,,,,,,,,,,
novolume1215@gmail.com,No Volume Records LLC*,1 (518) 227-3696,Capital Region,2023-09-20T07:12:07.681349,OCMCAURD-2022-000706,NY,,,,,,,,,,,,,,,,,,,
Jonahebay76@gmail.com,3JsUmiNDre LLC*,1 (312) 848-0808,Brooklyn,2023-09-20T07:12:07.681349,OCMCAURD-2022-000707,NY,,,,,,,,,,,,,,,,,,,
RobLimNY1979@gmail.com,Robert M Lim*,1 (516) 307-8380,Bronx,2023-09-20T07:12:07.681349,OCMCAURD-2022-000710,NY,,,,,,,,,,,,,,,,,,,
kathlnnjackson@gmail.com,"Sensi Smoke, LLC*",1 (585) 369-6544,Southern Tier,2023-09-20T07:12:07.681349,OCMCAURD-2022-000712,NY,,,,,,,,,,,,,,,,,,,
mgranville@hometoharlem.nyc,"Harlem Grade, Inc. *",1 (212) 316-1636,Manhattan,2023-09-20T07:12:07.681349,OCMCAURD-2022-000713,NY,,,,,,,,,,,,,,,,,,,
ktaylor@demarcotaylorlaw.com,D'Amico Group LLC*,1 (585) 491-6950,Finger Lakes,2023-09-20T07:12:07.681349,OCMCAURD-2022-000722,NY,,,,,,,,,,,,,,,,,,,
