license_number,business_legal_name,business_dba_name,Street,premise_city,premise_zip_code,data_refreshed_date,license_type,license_designation,Licensee Name,License Number,Address,Zipcode,Microbials,Mycotoxins,Residual Solvents,id,license_status,licensing_authority_id,licensing_authority,premise_state,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,premise_street_address,premise_county,premise_latitude,premise_longitude,business_website
404R-00011,DENCO LLC,DENCO LLC,922 East Kimble Drive,Pueblo West,81007,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00011,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00508,SPHEREX LLC,SPHEREX LLC,16506 East 2nd Avenue,Aurora,80011,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00508,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00356,TOP TIER CONCENTRATES LLC,TOP TIER CONCENTRATES LLC,37 County Road 232,Durango,81303,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00356,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00474,KANEP LLC,KANEP LLC,912 Silver Lane,Moffat,81143,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00474,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00349,GREEN STREET DISPENSARY LLC,The Greenery Hash Factory,"29420 Highway 160 East, Unit C",Durango,81303,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00349,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00118,GHT FARMS LLC,GHT LLC,"13800 East Moncrieff Place, Unit B",Aurora,80011,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00118,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00479,KP LLC,Binske,136 North Yuma Street,Denver,80223,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00479,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00543,SIXTY-SIX MANAGEMENT LLC,PURPLEMED,2480 49th Street Unit F,Boulder,80301,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00543,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00509,ALIEN EXTRACTS LLC,ALIEN EXTRACTS LLC,20315 Sherman Lane,Ordway,81063,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00509,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00184,DKC LLC,Kush Concentrates,"4960 North Jackson Street, Building 2 ",Denver,80216,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00184,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00015,LIVWELL XIII LLC,LivWell,3770 North Joliet Street ,Denver,80239,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00015,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00522,PURE QUALITY EXTRACT LLC,GoStrongHealth,5724 Bueno Drive Unit A,Fort Collins,80525,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00522,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00390,NOMADIC LLC,Lazercat,8620 Colorado 103,Idaho Springs,80452,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00390,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00283,EXPANDING EARTH LLC,EXPANDING EARTH LLC,59568 County Road T,Moffat,81143,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00283,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00486,PO TECH-CO LLC,PO TECH-CO LLC,5724 South College Avenue,Fort Collins,80525,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00486,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00096,IGADI LTD,Igadi,"72399 US Highway 40, Unit D",Tabernash,80478,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00096,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00502,GOOD LIFE COLORADO LLC,Good Life Products,"5475 Peoria Street, Unit 4-110",Denver,80239,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00502,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00138,1-11 LLC,1:11,54414 County Road F,Center,81125,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00138,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00514,JURASSIC LABS LLC,Jurassic Labs,705 Lincoln Avenue,Nunn,80648,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00514,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00199,PLATINUM FOODS LLC,TasteBudz,711 West 8th Street,Pueblo,81003,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00199,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00388,CIELO VERDE LLC,Outer Other,"1225 Blue Spruce Drive, Unit P",Fort Collins,80524,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00388,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00213,COSMIC LIGHT LLC,Cosmic Light,"5565 Arapahoe Avenue, Suite G,",Boulder,80303,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00213,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00344,CONSCIOUS CONFECTIONS II LLC,NATIVE ROOTS EXTRACTS,4990 North Dahlia Street,Denver,80216,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00344,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00251,SOIKU BANO LLC,Soiku Bano,6115 Washington Street,Denver,80216,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00251,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00347,LBW CONSULTING GROUP LLC,Seed & Smith,5070 North Oakland Street,Denver,80239,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00347,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00253,GOOD LIFE COLORADO LLC,Good Life Products,"5475 North Peoria Street, Unit 4-110",Denver,80239,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00253,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00107,PUEBLO WEST ORGANICS LLC,Pueblo West Organics,129 East Enterprise Drive,Pueblo West,81007,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00107,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00071,SR HOLDING COMPANY LLC,SR HOLDING COMPANY LLC,4502 North Washington Street,Denver,80216,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00071,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00535,ALL GOOD COLLECTIVE LLC,ALL GOOD COLLECTIVE,4725 South Nautilus Court Unit 4,Boulder,80301,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00535,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00370,XLNY LLC,Made In Xiaolin,"35715 US Highway 40, Unit D303",Evergreen,80439,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00370,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00101,RM CONCEPTS LLC,Tabernash Cannabis,"60 County Road 820, Units 1 & 3",Tabernash,80478,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00101,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00471,JP LABS II LLC,Robhots Edibles,"37 North Silicon Drive, Unit A",Pueblo West,81007,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00471,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
404R-00218,WEST EDISON INC,West Edison Cannabis Concentrates,"462 North Laredo Street, Unit D and E",Aurora,80011,2023-09-01,Product Manufacturers,Adult-Use,,,,,,,,404R-00218,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
408C-00001,MEDPHARM HOLDINGS LLC,Bud & Mary's Cannabis,3855 North Quentin Street,Denver,80239,2023-09-01,Research & Development Cultivators,Adult-Use,,,,,,,,408C-00001,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,,,,,
402-00301,DP RETAIL 115 LLC,Green Dragon,310 North Saint Paul Street,Denver,80206,2023-09-01,Stores,Adult-Use,,,,,,,,402-00301,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 536-5462,,,310 St Paul St,Denver County,39.721244,-104.950684,https://greendragon.com/locations/cherry-creek-saint-paul-street/
402-00018,GREEN KIWI 1 LLC,LivWell,3955 North Oneida Street,Denver,80207,2023-09-01,Stores,Adult-Use,,,,,,,,402-00018,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 573-4735,,,3955 Oneida St,Denver County,39.7719229,-104.9079966,https://livwell.com/locations/colorado/central-park-denver
402-00539,HOLLISTER & BLACKSMITH INC,Naturaleaf,1004 South Tejon Street,Colorado Springs,80903,2023-09-01,Stores,Adult-Use,,,,,,,,402-00539,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 630-7300,,,1004 S Tejon St,El Paso County,38.8195649,-104.8245496,https://www.thenaturaleaf.com/naturaleaf-south/
402-00933,MJLQ LLC,Green Rino,3450 North Brighton Boulevard,Denver,80216,2023-09-01,Stores,Adult-Use,,,,,,,,402-00933,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 433-3151,,,3450 Brighton Blvd,Denver County,39.7699617,-104.9788853,https://greenrino.com/
402-01085,GT RETAIL LLC,GT RETAIL LLC,12626 North 107 Street,Longmont,80504,2023-09-01,Stores,Adult-Use,,,,,,,,402-01085,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 491-3599,,,701 S Main St,Boulder County,40.1512026,-105.1032749,http://www.frontlineautobrokers.com/
402-01066,TROY ENTERPRISES LLC,ELEVATIONS,8270 Razorback Road,Colorado Springs,80920,2023-09-01,Stores,Adult-Use,,,,,,,,402-01066,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 468-6337,,,8270 Razorback Rd,El Paso County,38.9512124,-104.8006564,https://elevationsmmj.com/
402-00841,KIND CARE OF COLORADO LLC,Kind Care of Colorado,"6617 South College Avenue, Building A",Fort Collins,80525,2023-09-01,Stores,Adult-Use,,,,,,,,402-00841,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 568-8020,,,6617 S College Ave,Larimer County,40.494147,-105.0781024,http://www.kindcare.co/
402-01243,NATIONAL GREEN SOURCE LLC,THE GREEN SOURCE,286 South Purcell Boulevard,Pueblo West,81007,2023-09-01,Stores,Adult-Use,,,,,,,,402-01243,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 547-9022,,,286 S Purcell Blvd,Pueblo County,38.3189646,-104.7049613,https://www.nationalgreensource.com/?utm_source=google&utm_medium=organic&utm_campaign=pueblo
402-00823,ASCEND II LLC,Ascend Cannabis Co.,204 East Main Street,Buena Vista,81211,2023-09-01,Stores,Adult-Use,,,,,,,,402-00823,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 395-6226,,,204 E W Main St,Chaffee County,38.8422069,-106.13186,https://www.ascendcannabisco.com/
402-00417,RJJ TOWER LLC,Native Roots Denver Airport,7050 North Tower Road,Denver,80249,2023-09-01,Stores,Adult-Use,,,,,,,,402-00417,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 428-8990,,,7050 Tower Rd,Denver County,39.8247827,-104.7713055,https://nativerootscannabis.com/locations/tower-road-marijuana-dispensary
402-00699,DOPE APOTHEOSIS INC,POLICE AND THIEVES,399 South Harrison Street,Denver,80209,2023-09-01,Stores,Adult-Use,,,,,,,,402-00699,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 593-0266,,,399 S Harrison St,Denver County,39.7094219,-104.9416463,http://www.policeandthieves.com/
402-00165,CONCENTRATE LLC,WOLFPAC CANNABIS,2420 South Colorado Boulevard,Denver,80222,2023-09-01,Stores,Adult-Use,,,,,,,,402-00165,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 255-2834,,,2420 S Colorado Blvd,Denver County,39.672828,-104.9402249,
402-00428,THE 64 STORE LLC,The 64 Store,502 West Colorado Avenue,Colorado Springs,80905,2023-09-01,Stores,Adult-Use,,,,,,,,402-00428,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 602-0640,,,502 W Colorado Ave,El Paso County,38.8329574,-104.83458,http://the64store.com/
402-00637,RJJ HIGHLANDS LLC,NATIVE ROOTS HIGHLANDS,2209 West 32nd Avenue,Denver,80211,2023-09-01,Stores,Adult-Use,,,,,,,,402-00637,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 287-1478,,,2209 W 32nd Ave,Denver County,39.7622361,-105.0131622,https://nativerootscannabis.com/locations/highlands-denver-marijuana-dispensary
402-01338,GRAND MESA GROUP INC,PUR CANNABLISS,130 North Grand Mesa Drive,Cedaredge,81413,2023-09-01,Stores,Adult-Use,,,,,,,,402-01338,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 856-5051,,,130 N Grand Mesa Dr,Delta County,38.9011083,-107.9238777,http://www.purcannabliss.com/
402-01166,YUMA WAY LLC,CHERRY PEAK,4601 East Mississippi Avenue,Glendale,80246,2023-09-01,Stores,Adult-Use,,,,,,,,402-01166,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 386-3185,,,4601 E Mississippi Ave,Denver County,39.697177,-104.9338559,https://yumaway.com/locations/cherrypeak
402-00247,NATIONAL GREEN SOURCE LLC,THE GREEN SOURCE,1216 North Academy Boulevard,Colorado Springs,80909,2023-09-01,Stores,Adult-Use,,,,,,,,402-00247,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 302-2032,,,2103 E Platte Ave,El Paso County,38.8368415,-104.7896316,https://www.nationalgreensource.com/?utm_source=google&utm_medium=organic&utm_campaign=platte
402-01334,MODERN MEDICINE LLC,ALTITUDE ORGANIC CANNABIS,817 Little Beaver Trail,Dillon,80435,2023-09-01,Stores,Adult-Use,,,,,,,,402-01334,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 485-6147,,,817 Little Beaver Trail,Summit County,39.630036,-106.060971,https://altitudeorganic.com/recreational/home/
402-00924,BOULDER SNAX INC,BOULDER SNAX INC,"7464 Arapahoe Avenue, Unit A9",Boulder,80303,2023-09-01,Stores,Adult-Use,,,,,,,,402-00924,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 284-9791,,,7464 Arapahoe Ave a9,Boulder County,40.01401629999999,-105.179406,https://snaxland.com/
402-01187,LBW CONSULTING GROUP LLC,Seed & Smith,5070 North Oakland Street,Denver,80239,2023-09-01,Stores,Adult-Use,,,,,,,,402-01187,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 506-2533,,,5070 N Oakland St,Denver County,39.7897984,-104.8501551,https://seedandsmith.com/?utm_source=GMBlisting&utm_medium=organic
402-00008,HERBAL OUTFITTERS LLC,The Green Joint,"2102 Airport Road, Suite A",Rifle,81650,2023-09-01,Stores,Adult-Use,,,,,,,,402-00008,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 625-5114,,,2102 Airport Rd,Garfield County,39.524253,-107.755359,https://thegreenjoint.com/locations/rifle-dispensary/?utm_source=google&utm_medium=organic&utm_campaign=local&utm_content=rifle
402-01324,EXIT 243 LLC,DISPENSARY EXIT 243,2235 East Idaho Springs Road ,Idaho Springs,80452,2023-09-01,Stores,Adult-Use,,,,,,,,402-01324,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 292-6902,,,2235 East Idaho Springs Road,Clear Creek County,39.7476434,-105.4604232,https://dispensaryexit243.com/
402-00005,P2C3 LLC,SPRINGS DISPO,"2845 Ore Mill Road, Unit 6",Colorado Springs,80904,2023-09-01,Stores,Adult-Use,,,,,,,,402-00005,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 633-8499,,,2845 Ore Mill Rd #6,El Paso County,38.8487646,-104.870748,https://springs-dispo.business.site/?utm_source=gmb&utm_medium=referral
402-00490,GREEN MEADOWS DISPENSARY LLC,Green Meadows Dispensary LLC,23360 South Highway 550,Montrose,81403,2023-09-01,Stores,Adult-Use,,,,,,,,402-00490,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 252-1811,,,23360 US-550,Montrose County,38.34387639999999,-107.7887644,https://greenmeadowsdispensaryco.com/
402-00942,JVT ENTERPRISES INC,COLORADO CANNABIS CONNECTION,"4550 South Kipling Street, Unit 4",Denver,80127,2023-09-01,Stores,Adult-Use,,,,,,,,402-00942,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 328-2355,,,4550 S Kipling St #4,Jefferson County,39.6336152,-105.1089971,http://www.mycoloradocannabisconnection.com/
402-00832,BOTANACARE LLC,B GOOD,"11450 Cherokee Street, Units A6 & A7",Northglenn,80234,2023-09-01,Stores,Adult-Use,,,,,,,,402-00832,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 254-4200,,,11450 Cherokee St Unit A7,Adams County,39.9046418,-104.9909998,https://bgoodmmj.com/locations/northglenn
402-01174,PNP VENTURES LLC,HEADMASTER,319 Bonfoy Avenue,Colorado Springs,80909,2023-09-01,Stores,Adult-Use,,,,,,,,402-01174,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 694-8000,,,319 Bonfoy Ave,El Paso County,38.8379677,-104.7927166,
402-01002,H & M ENTERPRISE LLC,Medical Cannabis & Partners,"335 North Circle Drive, Suite 101",Colorado Springs,80909,2023-09-01,Stores,Adult-Use,,,,,,,,402-01002,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 799-0516,,,335 N Circle Dr,El Paso County,38.8369308,-104.7755661,
402-01328,SISTEM COMMERCE CITY LLC,SILVER STEM FINE CANNABIS,5275 Quebec Street Unit 105,Commerce City,80022,2023-09-01,Stores,Adult-Use,,,,,,,,402-01328,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 458-5820,,,5275 Quebec St UNIT 105,Adams County,39.79227480000001,-104.9040732,https://silverstemcannabis.com/dispensaries/northfield
402-00317,LOTUS MEDICAL LLC,LOTUS MEDICAL LLC,3990 North Ulster Street,Denver,80207,2023-09-01,Stores,Adult-Use,,,,,,,,402-00317,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 318-0323,,,3990 Ulster St,Denver County,39.7726744,-104.8939609,https://www.leafly.com/dispensary-info/lotus-medicalabba
402-00060,OG MEDICINALS LLC,OG MEDICINALS LLC,4995 North Lima Street,Denver,80239,2023-09-01,Stores,Adult-Use,,,,,,,,402-00060,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,,,,4995 S Lima St,Denver County,39.78758229999999,-104.8569107,https://ogmedicinals.com/
402-01313,GREEN MEADOWS DISPENSARY LLC,Green Meadows Dispensary LLC,"25 Stafford Lane, Unit 3 ",Delta,81416,2023-09-01,Stores,Adult-Use,,,,,,,,402-01313,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 399-7663,,,25 Stafford Ln #3,Delta County,38.7486913,-108.0510777,https://greenmeadowsdispensaryco.com/
402-00053,HOLLISTER & BLACKSMITH INC,Naturaleaf,"5875 Lehman Drive, Unit 100",Colorado Springs,80918,2023-09-01,Stores,Adult-Use,,,,,,,,402-00053,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 630-7300,,,1004 S Tejon St,El Paso County,38.8195649,-104.8245496,https://www.thenaturaleaf.com/naturaleaf-south/
402-01077,LEVELS IV INC,LEVELS IV INC,5201 West 48th Avenue,Denver,80212,2023-09-01,Stores,Adult-Use,,,,,,,,402-01077,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 993-6424,,,5201 W 48th Ave,Denver County,39.78403600000001,-105.053573,https://levelsthc.com/
402-01044,ZIPZ LLC,zipz,3745 Interpark Drive,Colorado Springs,80907,2023-09-01,Stores,Adult-Use,,,,,,,,402-01044,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 375-5113,,,3745 Interpark Dr,El Paso County,38.8851989,-104.8307441,http://www.zipz719.com/
402-00087,GREEN CROSS LLC,Green Cross of Cherry Creek,"3400 South Oneida Way, Suite 101",Denver,80224,2023-09-01,Stores,Adult-Use,,,,,,,,402-00087,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 639-4939,,,3400 S Oneida Way,Denver County,39.6538872,-104.9083985,https://greencrosscc.com/
402-00945,NATURE MED INC,KIND-MEDS,260 North Santa Fe Drive,Denver,80223,2023-09-01,Stores,Adult-Use,,,,,,,,402-00945,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 366-8888,,,260 Santa Fe Dr,Denver County,39.7204941,-104.9984212,https://www.kindmedscolorado.com/
402-00292,NATIONAL GREEN SOURCE LLC,The Green Source,318 South 8th Street,Colorado Springs,80905,2023-09-01,Stores,Adult-Use,,,,,,,,402-00292,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 635-9002,,,318 S 8th St,El Paso County,38.8298337,-104.8410437,https://www.nationalgreensource.com/?utm_source=google&utm_medium=organic&utm_campaign=8th
402-01154,TOTAL GREEN LLC,TOTAL GREEN,1105 South Chelton Road,Colorado Springs,80910,2023-09-01,Stores,Adult-Use,,,,,,,,402-01154,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 355-4707,,,1105 S Chelton Rd,El Paso County,38.8158063,-104.7658066,https://totalgreen.wm.store/discover
402-00058,SISTEM COS2 LLC,Silver Stem Fine Cannabis,"410 South 8th Street, Unit B",Colorado Springs,80905,2023-09-01,Stores,Adult-Use,,,,,,,,402-00058,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 344-5996,,,410 S 8th St,El Paso County,38.82777779999999,-104.8416667,https://silverstemcannabis.com/dispensaries/broadmoor-downtown
402-00844,ORGANIC ALTERNATIVES INC,Organic Alternatives,346 East Mountain Avenue,Fort Collins,80524,2023-09-01,Stores,Adult-Use,,,,,,,,402-00844,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 482-7100,,,346 E Mountain Ave,Larimer County,40.58734989999999,-105.0726441,http://www.organicalternatives.com/?utm_source=google&utm_medium=gmb&utm_campaign=fort%20collins
402-01326,TUMBLEWEED CRAIG LLC,TUMBLEWEED CRAIG LLC,316 West Victory Way,Craig,81625,2023-09-01,Stores,Adult-Use,,,,,,,,402-01326,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 329-2210,,,316 W Victory Way,Moffat County,40.5139886,-107.5512318,http://tumbleweed420.com/
402-00011,JGB VENTURES LLC,DANK,"3835 North Elm Street, Unit C",Denver,80207,2023-09-01,Stores,Adult-Use,,,,,,,,402-00011,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 394-3265,,,3835 Elm St,Denver County,39.7698685,-104.9296242,https://www.dank-colorado.com/
402-00232,TRICHOME HEALTH CONSULTANTS INC,TRICHOME HEALTH CONSULTANTS,2117 West Colorado Avenue,Colorado Springs,80904,2023-09-01,Stores,Adult-Use,,,,,,,,402-00232,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 635-6337,,,2117 W Colorado Ave,El Paso County,38.84390989999999,-104.8576047,http://www.thcmed.com/
402-00573,D & D CONSULTING INC,KAYA CANNABIS,1075 South Fox Street,Denver,80223,2023-09-01,Stores,Adult-Use,,,,,,,,402-00573,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 593-2931,,,1075 S Fox St,Denver County,39.69717660000001,-104.9948707,https://www.kayacannabis.com/
402-00576,SUNRISE SOLUTIONS,SUNRISE SOLUTIONS,43 Main Street,Bailey,80421,2023-09-01,Stores,Adult-Use,,,,,,,,402-00576,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(303) 816-6337,,,43 Main St,Park County,39.4065403,-105.4767475,http://sunrisesolutionsmj.com/
402-00664,SOUTHWEST ALTERNATIVE CARE LLC,Kaya,3937 West Colfax Avenue,Denver,80204,2023-09-01,Stores,Adult-Use,,,,,,,,402-00664,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 287-3934,,,3937 W Colfax Ave,Denver County,39.74050099999999,-105.039054,http://kayacannabis.com/
402-01016,FOUNTAIN ORGANICS LLC,Fountain Organics,"5421 Rio Vista Drive, Suite 200",Colorado Springs,80917,2023-09-01,Stores,Adult-Use,,,,,,,,402-01016,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(719) 394-8883,,,5421 Rio Vista Dr Su 200,El Paso County,38.9101507,-104.7212407,https://ftain.org/
402-01323,MC2 BOULDER LLC,MARQUIS CANNABIS,1909 Broadway Unit Lower Level ,Boulder,80302,2023-09-01,Stores,Adult-Use,,,,,,,,402-01323,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 638-5912,,,1909 Broadway LL,Boulder County,40.01710130000001,-105.2798903,http://www.marquiscannabis.com/
402-00788,GOLDEN MEDS MERGERCO LLC,Golden Meds,4620 North Peoria Street,Denver,80239,2023-09-01,Stores,Adult-Use,,,,,,,,402-00788,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 502-6393,,,4620 Peoria St,Denver County,39.7802264,-104.8459455,https://goldenmedsco.com/location-peoria-st-co/
402-00798,SILVERPEAK CORP,SILVERPEAK CORP,"520 East Cooper Avenue, Units LL2 & LL3",Aspen,81611,2023-09-01,Stores,Adult-Use,,,,,,,,402-00798,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 925-4372,,,520 E Cooper Ave,Pitkin County,39.1880824,-106.8181103,https://www.silverpeakcolorado.com/
402-00037,SOUTHWEST ALTERNATIVE CARE LLC,BONFIRE CANNABIS COMPANY,"24505 Highway 82, Unit 2A",Basalt,81621,2023-09-01,Stores,Adult-Use,,,,,,,,402-00037,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(970) 539-9333,,,165 Southside Dr,Eagle County,39.3632464,-107.0366899,http://rootsrxstores.com/
402-00675,LITTLE GREEN PHARMACY INC,LITTLE GREEN PHARMACY,1331 South Broadway,Denver,80210,2023-09-01,Stores,Adult-Use,,,,,,,,402-00675,,MED,Colorado Marijuana Enforcement Division,CO,,,,,,,,,(720) 327-5613,,,2001 S Broadway,Denver County,39.6800524,-104.987785,https://www.litmmj.com/?utm_source=local&utm_medium=organic&utm_campaign=gmbbroadway
