business_legal_name,license_type,license_status,license_number,issue_date,expiration_date,business_owner_name,business_email,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,business_image_url,business_website,business_phone,id,business_dba_name,data_refreshed_date,premise_latitude,premise_longitude,premise_county,premise_street_address,premise_city,premise_zip_code
"Relief Station, LLC",Cannabis Retailer,Active,CCD-2022-0381-001,4/28/2022,4/28/2024,Pavel Necsu,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0381-001,"Relief Station, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
MEDD LLC,Cannabis Retailer,Active,Premises License,4/12/2022,4/12/2024,"Manuel Cervantes, David Chavez, Ana Morales",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,MEDD LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Seven Leaf LLC,Cannabis Retailer,Active,CCD-2022-0657-001,7/28/2022,7/28/2023,Lisa Saiz,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0657-001,Seven Leaf LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Freshbudz, LLC",Cannabis Retailer,Active,Premises License,5/2/2022,5/2/2024,"Daniel Sanchez, Luis Diaz",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Freshbudz, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Boutique High,Cannabis Retailer,Active,Premises License,3/22/2022,3/22/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Boutique High,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
SWEET GREENS INC,Cannabis Retailer,Active,Premises License,3/23/2022,3/23/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,SWEET GREENS INC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Orchid Mother,Cannabis Retailer,Active,Premises License,4/4/2022,4/4/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Orchid Mother,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
iCanna LLC,Cannabis Retailer,Active,CCD-2022-0110-001,3/12/2022,3/12/2024,"Jose Zavala, Jose Zavala",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0110-001,iCanna LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Deming Cannabis Company, LLC",Cannabis Retailer,Active,CCD-2022-0286-001,4/12/2022,4/12/2024,"Heraclio Martinez, Yazmeli Martinez, Fermin Jaquez",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0286-001,"Deming Cannabis Company, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Grandma's Pot Shop, LLC",Cannabis Retailer,Active,Premises License,3/13/2022,3/31/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Grandma's Pot Shop, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
PEAK HARVEST CANNABIS NEW MEXICO LLC,Cannabis Retailer,Active,Premises License,9/12/2022,6/9/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,PEAK HARVEST CANNABIS NEW MEXICO LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
M.R.R.S. LLC,Cannabis Retailer,Active,Premises License,4/26/2022,4/26/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,M.R.R.S. LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
1912 Cannabis Company LLC,Cannabis Retailer,Active,Premises License,4/30/2022,4/30/2024,"Joshua Livers, Joshua Livers, David Maldonado, Gabriel Arguelles, Joshua Livers, Joshua Livers, Joshua Livers",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,1912 Cannabis Company LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Flora Verde LLC,Cannabis Retailer,Active,Premises License,3/24/2022,3/24/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Flora Verde LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"THe alChemist, LLC",Cannabis Retailer,Active,Premises License,4/4/2022,4/4/2024,"Gregory Hill, Lena Hill, Meaghan Hill",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"THe alChemist, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
New Mexico Drip LLC,Cannabis Retailer,Active,CCD-2022-0278-001,4/10/2022,4/10/2024,Roberta Marshall,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0278-001,New Mexico Drip LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
R R Hempire LLC,Cannabis Retailer,Active,Premises License,3/15/2022,3/15/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,R R Hempire LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Grey Moon Operations LLC,Cannabis Retailer,Active,Premises License,4/1/2022,2/7/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Grey Moon Operations LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Reefer Madness LLC,Cannabis Retailer,Active,Premises License,12/9/2022,12/9/2023,"Kara StJohn, Gary Perez, Louie Garcia, Michael Quinones",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Reefer Madness LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Elevations 6969, LLC",Cannabis Retailer,Active,CCD-2022-0520-001,6/17/2022,6/17/2023,"Lawrence Atencio, Nicole Mora Atencio",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0520-001,"Elevations 6969, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"HealthNotics, Inc.",Cannabis Retailer,Active,Premises License,4/30/2022,4/30/2024,"Geoffrey Lewis, Alfredo Garcia",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"HealthNotics, Inc.",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Fickel Farms LLC,Cannabis Retailer,Active,Premises License,3/27/2022,4/7/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Fickel Farms LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Stone Central Cannabis LLC,Cannabis Retailer,Active,Premises License,4/30/2022,4/30/2024,Donna Smith,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Stone Central Cannabis LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
The Jazz Club LLC,Cannabis Retailer,Active,CCD-2022-0116-001,3/13/2022,3/13/2024,"Jared Glass, Drew Glass, Eddie Glass, Jared Glass",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0116-001,The Jazz Club LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Factory Direct Pipes & Recreational,Cannabis Retailer,Active,CCD-2022-0389-001,4/30/2022,4/30/2023,"Sebastian Flores, Joseph Flores",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0389-001,Factory Direct Pipes & Recreational,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Red's Marijuana Shop LLC,Cannabis Retailer,Active,CCD-2022-0135-001,3/16/2022,3/16/2024,"James Tafoya, Andrew Tafoya",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0135-001,Red's Marijuana Shop LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"VT Industries, LLC",Cannabis Retailer,Active,CCD-2022-0544-001,6/24/2022,6/24/2023,"Frank Venaglia, Noah Trodick",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0544-001,"VT Industries, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Zold LLC,Cannabis Retailer,Active,CCD-2022-0104-001,3/7/2022,3/7/2024,"Parin Kumar, Riddhi Bhakta",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0104-001,Zold LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Flowers' Flowers LC,Cannabis Retailer,Active,Premises License,5/7/2022,3/20/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Flowers' Flowers LC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Gurvitz White,Cannabis Retailer,Active,Premises License,4/30/2022,4/30/2024,"Adam Gurvitz, Paige White",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Gurvitz White,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Gurvitz White,Cannabis Retailer,Active,Premises License,4/30/2022,4/30/2024,"Adam Gurvitz, Paige White",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Gurvitz White,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
kijani corp,Cannabis Retailer,Active,CCD-2022-0115-001,3/13/2022,3/13/2024,ayaz chagani,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0115-001,kijani corp,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Deliverweed LLC.,Cannabis Retailer,Active,CCD-2022-0668-001,7/29/2022,7/29/2023,Jacob Munoz,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0668-001,Deliverweed LLC.,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Southwest Wellness Center,Cannabis Retailer,Active,Premises License,9/21/2021,9/21/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Southwest Wellness Center,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
VC Strains,Cannabis Retailer,Active,Premises License,4/30/2022,4/30/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,VC Strains,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Couth Farms LLC,Cannabis Retailer,Active,Premises License,4/9/2022,4/9/2024,"Martha Flores, Oscar Bernal, Sergio Serna, Martha Flores, Emmanuel Flores",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Couth Farms LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"GUMA Natural Health, LLC",Cannabis Retailer,Active,Premises License,3/18/2022,3/18/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"GUMA Natural Health, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Buffalo Bud Farming Co. LLC,Cannabis Retailer,Active,Premises License,3/12/2022,3/12/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Buffalo Bud Farming Co. LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Luna Leaf, LLC",Cannabis Retailer,Active,Premises License,4/30/2022,4/16/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Luna Leaf, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Above Grade Craft Cannabis, LLC",Cannabis Retailer,Active,CCD-2022-0292-001,4/12/2022,4/12/2024,Jessica Soto,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0292-001,"Above Grade Craft Cannabis, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
CASKCARA,Cannabis Retailer,Active,Premises License,4/30/2022,4/30/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,CASKCARA,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
High Horse Investment LLC,Cannabis Retailer,Active,Premises License,5/24/2022,5/24/2024,"Ruben Aguilar, Ruben Aguilar",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,High Horse Investment LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
High Horse Investment LLC,Cannabis Retailer,Active,CCD-2022-0441-002,5/24/2022,5/24/2024,"Ruben Aguilar, Ruben Aguilar",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0441-002,High Horse Investment LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
High Horse Investment LLC,Cannabis Retailer,Active,CCD-2022-0441-003,5/24/2022,5/24/2024,"Ruben Aguilar, Ruben Aguilar",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0441-003,High Horse Investment LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
High Horse Investment LLC,Cannabis Retailer,Active,CCD-2022-0441-004,5/24/2022,5/24/2024,"Ruben Aguilar, Ruben Aguilar",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0441-004,High Horse Investment LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
OTC NM LLC,Cannabis Retailer,Active,CCD-2022-0491-001,6/10/2022,6/10/2023,Norman Yousif,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0491-001,OTC NM LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Harvest Foundation,Cannabis Retailer,Active,Premises License,9/24/2021,9/24/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Harvest Foundation,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Zia Dynasty's Treehouse,Cannabis Retailer,Active,Premises License,4/16/2022,4/16/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Zia Dynasty's Treehouse,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Rumor NM LLC,Cannabis Retailer,Active,CCD-2022-0517-001,6/16/2022,6/16/2023,"David Pejovic, Christopher Abbenda, Owen Martinetti, David Pejovic, David Pejovic, David Pejovic",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0517-001,Rumor NM LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Rīzōm, LLC.",Cannabis Retailer,Active,Premises License,7/20/2022,7/7/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Rīzōm, LLC.",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Seven Nine Grow LLC,Cannabis Retailer,Active,Premises License,1/4/2022,1/4/2024,Joshua Herrera,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Seven Nine Grow LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Root 66 Organix LLC,Cannabis Retailer,Active,Premises License,7/21/2022,7/21/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Root 66 Organix LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Zia Collective Dispensary,Cannabis Retailer,Active,CCD-2022-0405-001,5/5/2022,5/5/2023,"Crisanta Calderon, Jorge Luis Calderon Castro, Valeria Castro",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0405-001,Zia Collective Dispensary,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Leaf Republic,Cannabis Retailer,Active,CCD-2022-0320-001,4/16/2022,4/16/2024,Mohammed Darrabee,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0320-001,Leaf Republic,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
A Nice Dream inc,Cannabis Retailer,Active,Premises License,4/30/2022,4/30/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,A Nice Dream inc,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Kira's Kreations,Cannabis Retailer,Active,Premises License,8/8/2022,8/8/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Kira's Kreations,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
MF Ellison LLC,Cannabis Retailer,Active,CCD-2022-0321-001,4/17/2022,4/17/2024,"Winston Conkling, Kimberly Nanke",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0321-001,MF Ellison LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Sunland Green Paradise LLC,Cannabis Retailer,Active,CCD-2022-0325-001,4/17/2022,4/17/2024,"Noe Flaco, Cesar Sanchez",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0325-001,Sunland Green Paradise LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Cave City Cannabis Co LLP,Cannabis Retailer,Active,Premises License,5/4/2022,5/4/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Cave City Cannabis Co LLP,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
LTDM LLC,Cannabis Retailer,Active,CCD-2022-0455-001,5/27/2022,5/27/2023,"JAMIE MUNSEY, MARY JEAN GARCIA, MALLORY GARCIA, GINA MARES, LAURA LEGARDA",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0455-001,LTDM LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Bird Pham, LLC",Cannabis Retailer,Active,Premises License,3/26/2022,3/26/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Bird Pham, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
222 BT Official NM LLC,Cannabis Retailer,Active,CCD-2022-0742-001,8/15/2022,8/15/2023,Brian Toma,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0742-001,222 BT Official NM LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"CDP, LLC",Cannabis Retailer,Active,CCD-2022-0039-001,1/21/2022,1/21/2024,"Alex Spray-Eich, Timothy VanRixel",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0039-001,"CDP, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Cloud Confections inc,Cannabis Retailer,Active,CCD-2022-0463-001,5/31/2022,5/31/2023,"Brianna Figueroa, Kendra Freeman",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0463-001,Cloud Confections inc,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
505 Organix Premium Cannabis LLC,Cannabis Retailer,Active,Premises License,4/28/2022,4/28/2024,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,505 Organix Premium Cannabis LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"High Desert Cannabis, LLC",Cannabis Retailer,Active,CCD-2022-0502-001,6/14/2022,6/14/2023,"Stefan Mirabal, Albirio Mirabal",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0502-001,"High Desert Cannabis, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Go Green Cannabis Company,Cannabis Retailer,Active,Premises License,5/27/2022,5/27/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,Go Green Cannabis Company,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
CannaGlass,Cannabis Retailer,Active,CCD-2022-0908-001,12/1/2022,12/1/2023,Anthony Villela,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0908-001,CannaGlass,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
The Medicine Shop,Cannabis Retailer,Active,CCD-2022-0658-001,7/28/2022,7/28/2023,"Eden Kark, James Norwood",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0658-001,The Medicine Shop,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Smokey Vibes,Cannabis Retailer,Active,CCD-2022-0573-001,7/1/2022,7/1/2023,Javier Aguirre,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0573-001,Smokey Vibes,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Your Highness Company,Cannabis Retailer,Active,CCD-2022-0582-001,7/5/2022,7/5/2023,Steven Polanco,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0582-001,Your Highness Company,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
KISA NM RETAIL LLC,Cannabis Retailer,Active,CCD-2022-0462-001,5/31/2022,5/31/2023,Michael Silver,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0462-001,KISA NM RETAIL LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
"Trees & Tranquility, LLC",Cannabis Retailer,Active,Premises License,6/8/2022,4/25/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,"Trees & Tranquility, LLC",2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
BOA Holistic LLC,Cannabis Retailer,Active,Premises License,5/27/2022,5/16/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,BOA Holistic LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Herrera Cannabis Company,Cannabis Retailer,Active,CCD-2022-0503-001,6/14/2022,6/14/2023,"Jaeson Herrera, Cynthia Herrera, Joshua Herrera",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0503-001,Herrera Cannabis Company,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
Florest LLC,Cannabis Retailer,Active,CCD-2022-0333-001,4/23/2022,4/23/2023,"Alexandra Piscatelli, Alexander Romero, Eric Lindahl, James Congdon, John Congdon, Kara Lindahl, Ian Miller",,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,CCD-2022-0333-001,Florest LLC,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
G's Ganja,Cannabis Retailer,Active,Premises License,7/11/2022,7/11/2023,,,,NMCCD,New Mexico Cannabis Control Division,Adult-Use,,,NM,,,,,,Premises License,G's Ganja,2023-04-30T10:35:37.349002,35.1184498,-106.6145753,Bernalillo County,3400 Vassar Dr NE,Albuquerque,87107
