business_legal_name,license_type,license_designation,premise_city,id,license_number,licensing_authority_id,licensing_authority,premise_state,license_status,license_status_date,license_term,issue_date,expiration_date,business_owner_name,business_structure,activity,parcel_number,business_phone,business_email,business_image_url,business_website,data_refreshed_date,premise_latitude,premise_longitude,premise_county,premise_street_address,premise_zip_code
"
Full Circle Farm LLC
","
CLTV0250
",Adult-Use,,259,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Shindig & G's Craft Cannabis LLC
","
CLTV0261
",Adult-Use,,260,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
,,Adult-Use,,261,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Jeezum Crow Bud Company LLC
","
CLTV0070
",Adult-Use,,262,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Lucky Leaf LLC
","
CLTV0071
",Adult-Use,,263,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Sweet Rhapsody LLC DBA Skunk Hollow Cannabis
","
CLTV0072
",Adult-Use,,264,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Ritual Cannabis LLC
","
CLTV0263
",Adult-Use,,265,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
,,Adult-Use,,266,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Green Mountain Ganja Guys LLC
","
CLTV0032
",Adult-Use,,267,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Flower First, LLC
","
CLTV0061
",Adult-Use,,268,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Mend Botanical,"
CLTV0065
",Adult-Use,,269,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
West Coast Development Company
",CLTV0245,Adult-Use,,270,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Sunset Lake Cannabis LLC
",CLTV0247,Adult-Use,,271,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Green Mountain Kana,"
SCLT0008
",Adult-Use,,272,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Snowbird Botanicals LLC,"
SCLT0064
",Adult-Use,,273,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"DP Holdings LLC, Garcia Grows","
SCLT0010
",Adult-Use,,274,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
DBA Geebee's Organics,"
SCLT0019
",Adult-Use,,275,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
LB Farm LLC,"
SCLT0025
",Adult-Use,,276,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Happy Valley Products,"
SCLT0147
",Adult-Use,,277,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Fort Dowd Growers Collective LLC,"
SCLT0071
",Adult-Use,,278,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Backcountry Botanicals LLC,"
SCLT0061
",Adult-Use,,279,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Dirt Rich Farms LLC,"
SCLT0093
",Adult-Use,,280,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
1958 LLC,"
SCLT0054
",Adult-Use,,281,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Midnight Farm,"
SCLT0112
",Adult-Use,,282,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Tree Amigos,"
SCLT0205
",Adult-Use,,283,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Maple Maestro LLC,"
SCLT0063
",Adult-Use,,284,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
802 Glue LLC,"
SCLT0097
",Adult-Use,,285,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Sky High Cannabis,"
SCLT0128
",Adult-Use,,286,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Island Pond Cannabis Company,"
SCLT0077
",Adult-Use,,287,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Flavorline Cannabis Company LLC,"
SCLT0096
",Adult-Use,,288,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"7 B's Farm, LLC","
SCLT0088
",Adult-Use,,289,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
ZsGreenZ,"
SCLT0107
",Adult-Use,,290,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Hidden Valley Farm,"
SCLT0089
",Adult-Use,,291,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Dalen, LTD","
SCLT0105
",Adult-Use,,292,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Overton View Farm LLC,"
SCLT0173
",Adult-Use,,293,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"LagaMont Breeds, LLC","
SCLT0072
",Adult-Use,,294,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Orleans Cannabis, LLC","
SCLT0078
",Adult-Use,,295,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Honey Tree Farm LLC,"
SCLT0126
",Adult-Use,,296,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Way High Up There,"
SCLT0116
",Adult-Use,,297,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
The Mad Botanist,"
SCLT0098
",Adult-Use,,298,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Cavelion LLC,"
SCLT0073
",Adult-Use,,299,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Green State of Mind,"
SCLT0085
",Adult-Use,,300,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Island Craft Cannabis,"
SCLT0180
",Adult-Use,,301,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Mythic Gardens,"
SCLT0087
",Adult-Use,,302,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Giving Tree Farm,"
SCLT0111
",Adult-Use,,303,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Vermont Kind Cultivation, LLC","
SCLT0186
",Adult-Use,,304,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Central Vermont Cannabis Ltc Co,"
SCLT0138
",Adult-Use,,305,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Green Mountain Gardens,"
SCLT0110
",Adult-Use,,306,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Smugglers Notch Cannabis Company,"
SCLT0155
",Adult-Use,,307,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Cannabis Dream Nursery LLC,"
SCLT0183
",Adult-Use,,308,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Northeast Kingdom Cannabis,"
SCLT0188
",Adult-Use,,309,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"Smoke Ranch LLC, dba Smoch Ranch dba Smoke Ranch Redemption","
SCLT0131
",Adult-Use,,310,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Boon Botanicals,"
SCLT0192
",Adult-Use,,311,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Little Garden LLC; Little Garden,"
SCLT0175
",Adult-Use,,312,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Legacy Vermont Cannabis,"
SCLT0141
",Adult-Use,,313,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Green Heron Farm,"
SCLT0181
",Adult-Use,,314,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Tree Frog Farms LLC; Tree Frog Farms,"
SCLT0106
",Adult-Use,,315,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Vermont Vital Cultivars,"
SCLT0102
",Adult-Use,,316,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Ammanana Growers LLC; Ammanana Growers,"
SCLT0172
",Adult-Use,,317,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Bubbling Brook Botanicals LLC; Bubbling Brook VT,"
SCLT0202
",Adult-Use,,318,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"JPEAMES, LLC; DBA SUN DAY FARMS","
SCLT0127
",Adult-Use,,319,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Trichome Ranch LLC,"
SCLT0184
",Adult-Use,,320,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Green Valley Cannabis LLC,"
SCLT0156
",Adult-Use,,321,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"GMT Genetix LLC, DBA Fierce Cultivation","
SCLT0163
",Adult-Use,,322,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Lamoille Valley Extraction Solutions LLC DBA Zen Valley Cannabis,"
SCLT0176
",Adult-Use,,323,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Mad Hatter Cannabis and Hemp LLC,"
SCLT0170
",Adult-Use,,324,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Sugarleaf LLC,"
SCLT0124
",Adult-Use,,325,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
DRADIS,"
SCLT0204
",Adult-Use,,326,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Vermont Medicine Man Botanicals,"
SCLT0195
",Adult-Use,,327,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
T.K. House of Green,"
SCLT0196
",Adult-Use,,328,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Fat Cat Farm LLC,"
SCLT0198
",Adult-Use,,329,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Canna Cultivators Collective,"
SCLT0220
",Adult-Use,,330,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Alive Cannabis Company LLC,"
SCLT0212
",Adult-Use,,331,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
EDWARD-HASH-HANDS LLC,"
SCLT0223
",Adult-Use,,332,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Vermont Cultivars, LLC
",SCLT0227,Adult-Use,,333,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
The Empress 802 LLC DBA Green Goddess Goodies
",SCLT0230,Adult-Use,,334,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Kind Green Insight LLC / Swift Hawk Canna,"
SCLT0229
",Adult-Use,,335,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Farmhouse Cannabis LLC,"
SCLT0239
",Adult-Use,,336,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
CBBK LLC DBA Master Blaster Cultivators
",SCLT0242,Adult-Use,,337,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Freedom Flower LLC
",SCLT0271,Adult-Use,,338,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Flower Craft Cannabis LLC
",SCLT0269,Adult-Use,,339,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
High Hopes LLC
",SCLT0272,Adult-Use,,340,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Parker Hill Cannabis LLC
",SCLT0275,Adult-Use,,341,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
In The Weeds LLC
",SCLT0250,Adult-Use,,342,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Grandma'am's Hill Farm LLC DBA Grandma'am's Grass,SCLT0262,Adult-Use,,343,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Cold Hollow Cannabis LLC
",SCLT0267,Adult-Use,,344,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Rutland Craft Cannabis LTD CO
","
SCLT0292
",Adult-Use,,345,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Doh Yey Smokieez LLC d/b/a/ Green Mountain Exotics
","
SCLT0288
",Adult-Use,,346,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Armetra Wilcox LLC DBA Boujee Bones
","
SCLT0277
",Adult-Use,,347,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
The Farm at Bolton Dome LLC
","
SCLT0291
",Adult-Use,,348,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Longbottom LLC
","
SCLT0297
",Adult-Use,,349,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
LGH LLC
","
SCLT0286
",Adult-Use,,350,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Volcanic Organic, LLC (DBA Volcanic Botanic)
","
SCLT0285
",Adult-Use,,351,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
TDN Growers, LLC
","
SCLT0283
",Adult-Use,,352,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Rabbit Hill Farm, LLC
","
SCLT0284
",Adult-Use,,353,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Juniper Lane LLC dba Juniper Lane
",SCLT0281,Adult-Use,,354,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Seven Peaks LLC
","
SCLT0329
",Adult-Use,,355,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Hyde Park Headies LLC
","
SCLT0325
",Adult-Use,,356,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Vail Farm Cannabis LLC
","
SCLT0326
",Adult-Use,,357,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Wicked Windy Farms LLC
","
SCLT0316
",Adult-Use,,358,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Milton Gardens LLC
","
SCLT0311
",Adult-Use,,359,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
All Bliss Cannabis, LLC
","
SCLT0313
",Adult-Use,,360,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Terpslurper Farms
","
SCLT0314
",Adult-Use,,361,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Stillmore Farms, LLC
","
SCLT0308
",Adult-Use,,362,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
TruCanna LLC
","
SCLT0309
",Adult-Use,,363,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Root to Vitality Cannabis LLC
","
SCLT0307
",Adult-Use,,364,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Secret Laboratory, LLC
","
SCLT0305
",Adult-Use,,365,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Veracious Cultivation & Genetics, LLC
","
SCLT0300
",Adult-Use,,366,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
,,Adult-Use,,367,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Holland Cannabis LLC
","
CLTV0057
",Adult-Use,,368,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Faustini Farms
","
CLTV0079
",Adult-Use,,369,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Stone Leaf Grow LLC
","
CLTV0062
",Adult-Use,,370,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Mount Gay Farms LLC
","
CLTV0082
",Adult-Use,,371,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Horticultural Professionals
","
CLTV0100
",Adult-Use,,372,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
First Branch Cannabis
","
CLTV0094
",Adult-Use,,373,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
YBNRML LLC
","
CLTV0080
",Adult-Use,,374,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Vermont Select, LLC
","
CLTV0081
",Adult-Use,,375,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Clovis LLC
","
CLTV0099
",Adult-Use,,376,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Four Clover Corp
","
CLTV0092
",Adult-Use,,377,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Burrington Hill Co., LLC
",CLTV0107,Adult-Use,,378,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Ferngully Farm LLC
",CLTV0244,Adult-Use,,379,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Green Barn Farm LLC
",CLTV0240,Adult-Use,,380,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Pressure Lab Cultivation LLC
","
CLTV0251
",Adult-Use,,381,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Bernis Dobis, LLC
","
CLTV0293
",Adult-Use,,382,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Green Mountain Cure LLC
","
CLTV0258
",Adult-Use,,383,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
,,Adult-Use,,384,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Family Tree, LLC; Family Tree Hemp Company
","
CLTV0014
",Adult-Use,,385,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Wolf Creek Farm LLC
","
CLTV0088
",Adult-Use,,386,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Trombly House of Cannabis LLC
",CLTV0108,Adult-Use,,387,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Green Mountain Synergy Farm LLC,"
CLTV0091
",Adult-Use,,388,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
,,Adult-Use,,389,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Farmers Underground
","
CLTV0076
",Adult-Use,,390,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
,,Adult-Use,,391,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"
Rebel East VT LLC
","
CLTV0049
",Adult-Use,,392,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Bia Diagnostics,"
TLAB0029
",Adult-Use,Colchester,393,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,44.5075536,-73.176019,Chittenden County,480 Hercules Dr #101,05446
"Endyne, Inc","
TLAB0028
",Adult-Use,Williston,394,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,44.4757525,-73.1166265,Chittenden County,160 James Brown Dr # F,05495
Onward Analytics,"
TLAB0030
",Adult-Use,Colchester,395,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,44.5087803,-73.1863532,Chittenden County,261 Mountain View Dr,05446
"Champlain Valley Dispensary, Inc, CeresMED, Ceres",Integrated,Adult-Use,,396,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Vermont Patients Alliance,Integrated,Adult-Use,,397,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
"FWR, Inc DBA Grassroots Vermont",Integrated,Adult-Use,,398,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Mountain Girl Cannabis,"
RTLR0001
",Adult-Use,"Rutland, UK",399,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,52.6583014,-0.639643,Rutland,"Rutland, UK","Rutland, UK"
FLŌRA Cannabis,"
RTLR0002
",Adult-Use,VT 05753,400,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,44.0153371,-73.16734,Addison County,Middlebury,USA
Vermont Bud Barn,"
RTLR0003
",Adult-Use,VT 05301,401,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,42.8509152,-72.5578678,Windham County,Brattleboro,USA
"
Apex Arboretum Inc. dba Green State Dispensary
","
RTLR0004
",Adult-Use,,402,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,,,,,
Gram Central LLC,"
RTLR0007
",Adult-Use,VT 05602,403,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,44.26005929999999,-72.5753869,Washington County,Montpelier,USA
9th State Cannabis,"
RTLR0006
",Adult-Use,VT,404,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,44.2056098,-73.2462341,Addison County,Ferrisburgh,USA
Lamoille County Cannabis,"
RTLR0005
",Adult-Use,"Morrisville, NC, USA",405,,VTCCB,Vermont Cannabis Control Board,VT,,,,,,,,,,,,,,2023-08-13T15:34:53.223750,35.823483,-78.8255621,Wake County,"Morrisville, NC, USA","Morrisville, NC, USA"
