business_legal_name,business_dba_name,business_phone,license_status,license_type,premise_street_address,premise_city,premise_zip_code,business_email,business_owner_name,business_structure,business_image_url,business_website,id,licensing_authority_id,licensing_authority,license_designation,license_number,license_status_date,license_term,premise_latitude,premise_longitude,premise_state,issue_date,expiration_date,parcel_number,activity,premise_county,address,details_url,data_refreshed_date
Phoenix Relief Center Inc,Phoenix Relief Center Inc,(602) 276-3401,Operating,Marijuana Establishment,6330 S 35th Ave,Ste 104,85041,"Email
phoenixreliefcenter@live.com",,,,,135,ADHS,Arizona Department of Health Services,Retail - Sell,00000047ESRJ75098505,,,33.38887561891218,-112.13373929569856,AZ,8/8/2022,Phoenix Relief Center Inc,,,Maricopa County,,,2023-08-13T12:34:02.093791
Phytotherapeutics Of Tucson,Phytotherapeutics Of Tucson,623-385-1310,Operating,Marijuana Establishment,2175 N 83rd Ave,Phoenix,85035,"Email
phytotheraputics@curaleaf.com",,,,,136,ADHS,Arizona Department of Health Services,Retail - Sell,00000049ESUK39624376,,,33.470206784898174,-112.23782400810833,AZ,8/8/2022,Phytotherapeutics Of Tucson,,,Maricopa County,,,2023-08-13T12:34:02.093791
Pinal County Wellness Center,Pinal County Wellness Center,619-869-5090,Operating,Marijuana Establishment,8970 N 91st Ave,Peoria,85345,"Email
pinalcountywellness@curaleaf.com",,,,,137,ADHS,Arizona Department of Health Services,Retail - Sell,00000059ESZW76539792,,,33.56610207070392,-112.25515337105756,AZ,8/8/2022,Pinal County Wellness Center,,,Maricopa County,,,2023-08-13T12:34:02.093791
Piper's Shop LLC,JARS Cannabis,928-266-2550,Operating,Marijuana Establishment,1809 W Thatcher Blvd,Safford,85546,"Email
sara@sarapresler.com",,,,,138,ADHS,Arizona Department of Health Services,Retail - Sell,00000138ESOA91816349,,,32.834776990504366,-109.729938967959,AZ,4/19/2023,Piper's Shop LLC,,,Graham County,,,2023-08-13T12:34:02.093791
"Plant Safe, LLC","Plant Safe, LLC",(520) 777-7340,Operating,Marijuana Laboratory,3450 S Broadmont Dr,Tucson,85713,"Email
info@plantsafelabs.com",,,,,139,ADHS,Arizona Department of Health Services,Adult-Use,,,,32.18479698625616,-110.91969396496178,AZ,12/13/2022,"Plant Safe, LLC",,,Pima County,,,2023-08-13T12:34:02.093791
Pleasant Plants I LLC,Pleasant Plants I LLC,Marijuana Establishment,Not Operating,Marijuana Establishment,16220 N 7th St,Phoenix,85022,"Email
hollinquestarelise90@gmail.com",,,,,140,ADHS,Arizona Department of Health Services,,0000159ESTFT57497963,,,33.63499100023647,-112.0687239766441,AZ,4/8/2022,Pleasant Plants I LLC,,,Maricopa County,,,2023-08-13T12:34:02.093791
Ponderosa Botanical Care Inc,Ponderosa Dispensary,(623) 877-3934,Operating,Marijuana Establishment,363 North Main Street,Florence,85132,"Email
jeremy.basha@sonoranroots.com",,,,,141,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Package & Store Manufacture - Prepare Edibles,00000109ESVM44878444,,,33.03504312086619,-111.38714650244785,AZ,8/8/2022,Ponderosa Botanical Care Inc,,,Pinal County,,,2023-08-13T12:34:02.093791
Pp Wellness Center,Pp Wellness Center,(623) 385-1310,Operating,Marijuana Establishment,8160 W Union Hills Dr Ste A106,Glendale,85308,"Email
ppwellnesscenter@curaleaf.com",,,,,142,ADHS,Arizona Department of Health Services,Retail - Sell,00000050ESTO08528992,,,33.65273949073783,-112.23514349999999,AZ,8/8/2022,Pp Wellness Center,,,Maricopa County,,,2023-08-13T12:34:02.093791
"Pure Labs, Llc","Pure Labs, Llc",Marijuana Laboratory,Not Operating,Marijuana Laboratory,4165 W Clarendon Avenue,Phoenix,85019,,,,,,143,ADHS,Arizona Department of Health Services,Adult-Use,,,,33.491700018519396,-112.14957899979761,AZ,,"Pure Labs, Llc",,,Maricopa County,,,2023-08-13T12:34:02.093791
Purplemed Inc,Harvest of Tucson - Menlo Park,850-559-7734,Operating,Marijuana Establishment,1010 S Fwy Ste 130,Tucson,85745,"Email
compliance@trulieve.com",,,,,144,ADHS,Arizona Department of Health Services,Retail - Sell,00000130ESFL12611544,,,32.2084399881812,-110.98089200024535,AZ,8/8/2022,Purplemed Inc,,,Pima County,,,2023-08-13T12:34:02.093791
Rainbow Collective Inc,The Prime Leaf,(520) 207-2753,Operating,Marijuana Establishment,4220 E Speedway Blvd,Tucson,85712,"Email
azdhs@theprimeleaf.com",,,,,145,ADHS,Arizona Department of Health Services,Retail - Sell,00000124ESOS02903622,,,32.235894995851396,-110.90252003208852,AZ,8/8/2022,Rainbow Collective Inc,,,Pima County,,,2023-08-13T12:34:02.093791
Rch Wellness Center,Noble Herb,(928) 351-7775,Operating,Marijuana Establishment,522 E Route 66,Flagstaff,86001,"Email
ryan.hermansky@gmail.com",,,,,146,ADHS,Arizona Department of Health Services,Retail - Manufacture Retail - Sell Manufacture - Manufacture Manufacture - Package & Store Manufacture - Prepare Edibles,00000080ESNP00364439,,,35.197488313087796,-111.63530637382442,AZ,8/8/2022,Rch Wellness Center Llc,,,Coconino County,,,2023-08-13T12:34:02.093791
"Rjk Ventures, Inc.",Arizona Natural Concepts,(602) 224-5999,Operating,Marijuana Establishment,1039 East Carefree Highway,Phoenix,85085,"Email
ronredburn123@gmail.com",,,,,147,ADHS,Arizona Department of Health Services,Retail - Sell,00000035ESBO39198288,,,33.798858967516,-112.059174390537,AZ,1/22/2023,"Rjk Ventures, Inc.",,,Maricopa County,,,2023-08-13T12:34:02.093791
"S Flower N Phoenix, Inc.","S Flower N Phoenix, Inc.",(623) 582-0436,Operating,Marijuana Establishment,22041 N 23rd Ave,Phoenix,85027,"Email
tbeyer@beyermanagement.com",,,,,148,ADHS,Arizona Department of Health Services,Retail - Sell,00000093ESRF39774783,,,33.686622,-112.10807249999999,AZ,8/8/2022,Arizona Natural Remedies Inc,,,Maricopa County,,,2023-08-13T12:34:02.093791
"S Flower SE 1, Inc",Sol Flower,Marijuana Establishment,Not Operating,Marijuana Establishment,5590 S Bonney Ave,Tucson,85706,"Email
tbeyer@beyermanagement.com",,,,,149,ADHS,Arizona Department of Health Services,,0000166ESTNU15027116,,,32.15083401750347,-110.92441197062116,AZ,4/8/2022,"S Flower SE 1, Inc.",,,Pima County,,,2023-08-13T12:34:02.093791
"S Flower SE 2, Inc.",Sol Flower,Marijuana Establishment,Not Operating,Marijuana Establishment,7126 N 19th Ave,Phoenix,85021,"Email
tbeyer@beyermanagememt.com",,,,,150,ADHS,Arizona Department of Health Services,,0000163ESTSO81819209,,,33.54089298916091,-112.09991203253153,AZ,4/8/2022,"S Flower SE 2, Inc.",,,Maricopa County,,,2023-08-13T12:34:02.093791
S Flower SE 3 Inc.,S Flower SE 3 Inc.,Marijuana Establishment,Not Operating,Marijuana Establishment,23535 N Scottsdale Rd,Scottsdale,85255,"Email
tbeyer@beyermanagement.com",,,,,151,ADHS,Arizona Department of Health Services,,0000171ESTSC03605413,,,33.6999440024141,-111.9248620196827,AZ,4/8/2022,S Flower SE 3 Inc.,,,Maricopa County,,,2023-08-13T12:34:02.093791
Saguaro Testing,Saguaro Testing,480-785-5800,Operating,Marijuana Laboratory,571 N 54th St,Chandler,85226,"Email
leticia@saguarotesting.com",,,,,152,ADHS,Arizona Department of Health Services,Adult-Use,00000015LCYY86486830,,,33.31204699972274,-111.96690003013559,AZ,5/20/2023,Saguaro Testing,,,Maricopa County,,,2023-08-13T12:34:02.093791
Salubrious Wellness Clinic Inc,Cannabist,(480) 245-6751,Operating,Marijuana Establishment,520 S Price Rd,Ste 1 & 2,85281,"Email
cras@col-care.com",,,,,153,ADHS,Arizona Department of Health Services,Retail - Sell,00000071ESFP14031510,,,33.42533768037686,-111.89197186302415,AZ,8/8/2022,Salubrious Wellness Clinic,,,Maricopa County,,,2023-08-13T12:34:02.093791
Sea Of Green Llc,Sea Of Green Llc,(480) 325-5000,Operating,Marijuana Establishment,6844 East Parkway Norte,Mesa,85212,"Email
compliance@trubliss.com",,,,,154,ADHS,Arizona Department of Health Services,Retail - Sell,00000057ESJG92466754,,,33.338977604795296,-111.68583506924809,AZ,1/22/2023,Sea Of Green Llc,,,Maricopa County,,,2023-08-13T12:34:02.093791
"Sherri Dunn, Llc",Harvest of Cottonwood,954-817-2370,Operating,Marijuana Establishment,2400 E Sr 89a,Cottonwood,86326,"Email
compliance@trulieve.com",,,,,155,ADHS,Arizona Department of Health Services,Retail - Sell,00000055ESFL28376770,,,34.72136719128449,-111.99986727984881,AZ,1/22/2023,Sherri Dunn Llc,,,Yavapai County,,,2023-08-13T12:34:02.093791
Sixth Street Enterprises Inc,Nature's Medicines,(602) 641-6600,Operating,Marijuana Establishment,6840 West Grand Ave,Glendale,85301,"Email
writejigar@gmail.com",,,,,156,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000090ESFB63917979,,,33.55599600000001,-112.20547499999999,AZ,8/8/2022,"Sixth Street Enterprises, Inc.",,,Maricopa County,,,2023-08-13T12:34:02.093791
Sixth Street Enterprises Inc,Nature's Medicines,480-420-3145,Operating,Marijuana Establishment,2439 W Mcdowell Rd,Phoenix,85009,"Email
writejigar@gmail.com",,,,,157,ADHS,Arizona Department of Health Services,Retail - Cultivate Retail - Sell,00000092ESKW00353670,,,33.46539601379325,-112.11261799191712,AZ,8/8/2022,"Sixth Street Enterprises, Inc.",,,Maricopa County,,,2023-08-13T12:34:02.093791
Sonoran Flower LLC,The Clifton Bakery LLC,520-241-7777,Operating,Marijuana Establishment,700 S. CORONADO BLVD,CLIFTON,85533,"Email
leekatterman@gmail.com",,,,,158,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Manufacture Retail - Sell,00000140ESDP54259308,,,33.04394499540513,-109.29216197193236,AZ,4/19/2023,Sonoran Flower LLC,,,Greenlee County,,,2023-08-13T12:34:02.093791
Soothing Options,Health for Life McDowell,(480) 830-8251,Operating,Marijuana Establishment,5550 E Mcdowell Rd,Ste 103,85215,"Email
compliance@ianthus.com",,,,,159,ADHS,Arizona Department of Health Services,Retail - Sell,00000117ESPN93487198,,,33.467560011645574,-111.71027096533695,AZ,8/8/2022,"Soothing Options, Inc.",,,Maricopa County,,,2023-08-13T12:34:02.093791
"Springerville Smoke, LLC","Springerville Smoke, LLC",Marijuana Establishment,Not Operating,Marijuana Establishment,19 West Main Street,Springerville,85938,"Email
gt.candelaria@gmail.com",,,,,160,ADHS,Arizona Department of Health Services,,00000134ESWD58732580,,,34.13386514306159,-109.2861768325607,AZ,4/19/2023,"Springerville Smoke, LLC",,,Apache County,,,2023-08-13T12:34:02.093791
Superior Organics,Superior Organics,(602) 926-9100,Operating,Marijuana Establishment,211 S 57th Dr,Phoenix,85043,"Email
steve@thesuperiordispensary.com",,,,,161,ADHS,Arizona Department of Health Services,Retail - Sell,00000123ESYS35386603,,,33.44576232361936,-112.18218651710977,AZ,8/8/2022,Superior Organics,,,Maricopa County,,,2023-08-13T12:34:02.093791
"SV LABS, LLC","SV LABS, LLC",(512) 438-9453,Operating,Marijuana Laboratory,1745 W DEER VALLEY RD,PHOENIX,85027,"Email
vmandhala@gmail.com",,,,,162,ADHS,Arizona Department of Health Services,Adult-Use,00000021LCQT14962712,,,33.682986993195016,-112.09611100707953,AZ,12/6/2021,"SV LABS, LLC",,,Maricopa County,,,2023-08-13T12:34:02.093791
"Svaccha, Llc",Harvest of Apache Junction,954-817-2370,Operating,Marijuana Establishment,1985 W Apache Trail Ste 4,Apache Junction,85120,"Email
compliance@trulieve.com",,,,,163,ADHS,Arizona Department of Health Services,Retail - Sell,00000011ESVC04035599,,,33.41505252452561,-111.567438,AZ,1/22/2023,"Svaccha, Llc",,,Pinal County,,,2023-08-13T12:34:02.093791
"Svaccha, Llc",Harvest of Tempe,954-817-2370,Operating,Marijuana Establishment,710 W Elliot Rd,Ste 102,85284,"Email
compliance@trulieve.com",,,,,164,ADHS,Arizona Department of Health Services,Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000009ESJA48286920,,,33.349285453545846,-111.947517,AZ,1/22/2023,"Svaccha, Llc",,,Maricopa County,,,2023-08-13T12:34:02.093791
"Swallowtail 3, LLC","Swallowtail 3, LLC",(602) 931-3663,Operating,Marijuana Establishment,5210 South Priest Dr,A,85283,"Email
compliance@brightroot.com",,,,,165,ADHS,Arizona Department of Health Services,Retail - Manufacture Retail - Sell Retail - Prepare Edibles,0000161ESTOJ23023764,,,33.37714735575818,-111.96378254888755,AZ,4/8/2022,"Swallowtail 3, LLC",,,Maricopa County,,,2023-08-13T12:34:02.093791
"Sweet 5, Llc",Harvest of Mesa North,770-330-0831,Operating,Marijuana Establishment,1150 W McLellan Rd,Mesa,85201,"Email
compliance@trulieve.com",,,,,166,ADHS,Arizona Department of Health Services,Retail - Sell,00000013ESHH20255089,,,33.44430898942254,-111.85585003898285,AZ,1/22/2023,"Sweet 5, Llc",,,Maricopa County,,,2023-08-13T12:34:02.093791
The Desert Valley Pharmacy Inc,Fire. Dispensary,(520) 723-7710,Operating,Marijuana Establishment,2825 W Thomas Rd,Phoenix,85017,"Email
carnold@afgmanagement.net",,,,,167,ADHS,Arizona Department of Health Services,Retail - Sell,00000089ESLW87335751,,,33.479594999681964,-112.1208630186137,AZ,8/8/2022,The Desert Valley Pharmacy Inc,,,Maricopa County,,,2023-08-13T12:34:02.093791
The Giving Tree Wellness Center Of Mesa Inc,Arizona Natural Selections of Mesa,850-559-7734,Operating,Marijuana Establishment,938 E Juanita Ave,Mesa,85204,"Email
compliance@trulieve.com",,,,,168,ADHS,Arizona Department of Health Services,Retail - Sell,00000008ESJT20615662,,,33.38217676550845,-111.81095547377228,AZ,8/8/2022,The Giving Tree Wellness Centerof Mesa Inc,,,Maricopa County,,,2023-08-13T12:34:02.093791
The Giving Tree Wellness Center Of North Phoenix Inc.,Giving Tree Dispensary,(623) 242-9080,Operating,Marijuana Establishment,701 West Union Hills Drive,Phoenix,85027,"Email
lilach@givingtreeaz.com",,,,,169,ADHS,Arizona Department of Health Services,Retail - Sell,00000023ESLL63816994,,,33.654164980935946,-112.0832550116271,AZ,8/8/2022,The Giving Tree Center Of North Phoenix Inc,,,Maricopa County,,,2023-08-13T12:34:02.093791
The Green Halo Llc,The Green Halo Llc,(520) 664-2251,Operating,Marijuana Establishment,7710 S Wilmot Rd,Tucson,85756,"Email
groop@tcc-az.com",,,,,170,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000120ESGW29293058,,,32.112657,-110.85796851797514,AZ,8/8/2022,The Green Halo Llc,,,Pima County,,,2023-08-13T12:34:02.093791
The Healing Center Farmacy Llc,Green Pharms,(480) 410-6704,Operating,Marijuana Establishment,7235 E Hampton Ave Unit 115,Mesa,85209,"Email
arvinaz@gmail.com",,,,,171,ADHS,Arizona Department of Health Services,Retail - Sell,00000074ESMJ87013698,,,33.38917793828333,-111.67636207954853,AZ,8/8/2022,The Healing Center Farmacy Llc,,,Maricopa County,,,2023-08-13T12:34:02.093791
The Healing Center Wellness Center Llc,Health For Life Crismon,(480) 400-1170,Operating,Marijuana Establishment,9949 E Apache Trail,Mesa,85207,"Email
michelleqwest@aim.com",,,,,172,ADHS,Arizona Department of Health Services,Retail - Sell,00000115ESJB22990289,,,33.41502141010829,-111.61601647604564,AZ,8/8/2022,The Healing Center Wellness Center Llc,,,Maricopa County,,,2023-08-13T12:34:02.093791
The Health Center Of Cochise Inc,Sunday Goods,520-808-3111,Operating,Marijuana Establishment,1616 E. Glendale Ave.,Phoenix,85020,"Email
healthcenterofcochise@thepharmaz.com",,,,,173,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000099ESVM28064808,,,33.5382658301689,-112.04678001679265,AZ,8/8/2022,"The Health Center Of Cochise, Inc.",,,Maricopa County,,,2023-08-13T12:34:02.093791
The Kind Relief Inc,The Kind Relief Inc,623-385-1310,Operating,Marijuana Establishment,18423 E San Tan Blvd Ste #1,Queen Creek,85142,"Email
thekindrelief@curaleaf.com",,,,,174,ADHS,Arizona Department of Health Services,Retail - Sell,00000053ESYR15319850,,,33.21207733718071,-111.68470892200935,AZ,8/8/2022,"The Kind Relief, Inc.",,,Maricopa County,,,2023-08-13T12:34:02.093791
The Medicine Room Llc,Zen Leaf Mesa,312-819-5061,Operating,Marijuana Establishment,550 W Mckellips Rd Bldg 1,Mesa,85201,"Email
azlicensing@verano.holdings",,,,,175,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,00000084ESFH12297246,,,33.45141246439455,-111.84342311518263,AZ,8/8/2022,The Medicine Room Llc,,,Maricopa County,,,2023-08-13T12:34:02.093791
Titan Laboratories Tucson LLC,Titan Laboratories Tucson LLC,(919) 260-4957,Operating,Marijuana Laboratory,2175 Valencia Rd.,Tucson,85706,"Email
robert.brodnick@titanlab.net",,,,,176,ADHS,Arizona Department of Health Services,Adult-Use,00000017LCJV69168365,,,32.13499201095429,-110.93828502620491,AZ,8/10/2023,Titan Laboratories Tucson LLC,,,Pima County,,,2023-08-13T12:34:02.093791
Total Accountability Patient Care,Total Accountability Patient Care,(520) 586-8710,Operating,Marijuana Establishment,1525 N. Park Ave,Tucson,85719,"Email
azdhs@theprimeleaf.com",,,,,177,ADHS,Arizona Department of Health Services,Retail - Sell,00000114ESQS66067289,,,32.24132299061927,-110.95714103940742,AZ,8/8/2022,Total Accountability Patient Care,,,Pima County,,,2023-08-13T12:34:02.093791
Total Accountability Systems I Inc,Total Accountability Systems I Inc,(928) 3505870,Operating,Marijuana Establishment,6287 E Copper Hill Dr. Ste A,Prescott Valley,86314,"Email
kristiewilder@outlook.com",,,,,178,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000110ESBL46708127,,,34.581934210224944,-112.3548195868791,AZ,8/8/2022,Total Accountability Systems I Inc,,,Yavapai County,,,2023-08-13T12:34:02.093791
Total Health & Wellness Inc,Total Health & Wellness Inc,(602) 903-3665,Operating,Marijuana Establishment,26427 S Arizona Ave,Chandler,85248,"Email
chaa80@ayrwellness.com",,,,,179,ADHS,Arizona Department of Health Services,Retail - Sell,00000060ESTV86857950,,,33.20571600000001,-111.8410630481276,AZ,8/8/2022,Total Health & Wellness Inc,,,Maricopa County,,,2023-08-13T12:34:02.093791
Total Health & Wellness Inc,Oasis,(480) 626-7333,Operating,Marijuana Establishment,17006 S Weber Dr,Chandler,85226,"Email
chaa79@ayrwellness.com",,,,,180,ADHS,Arizona Department of Health Services,Retail - Sell,00000021ESQX24132908,,,33.292583193173286,-111.96997792163398,AZ,6/22/2022,Total Health & Wellness Inc,,,Maricopa County,,,2023-08-13T12:34:02.093791
Transparent Labs LLC,Transparent Labs LLC,(480) 234-5488,Operating,Marijuana Laboratory,1721 East Mcdowell Road,Phoenix,85006,"Email
edward@transparentlabsaz.com",,,,,181,ADHS,Arizona Department of Health Services,Adult-Use,0000029LRCXG19240160,,,33.4654476044073,-112.0445513222574,AZ,7/5/2023,Transparent Labs LLC,,,Maricopa County,,,2023-08-13T12:34:02.093791
Tree House Laboratories,Tree House Laboratories,(248) 890-2098,Operating,Marijuana Laboratory,6840 E Indian School Rd Ste. 100,Scottsdale,85251,"Email
gt@28gorilla.com",,,,,182,ADHS,Arizona Department of Health Services,Adult-Use,00000023LCKN74679269,,,33.49510998627875,-111.93310503472253,AZ,12/28/2021,Tree House Laboratories,,,Maricopa County,,,2023-08-13T12:34:02.093791
Uncle Harry Corp,Uncle Harry Corp,(818) 822-9888,Operating,Marijuana Establishment,17036 North Cave Creek Rd,Phoenix,85032,"Email
rumz2004@yahoo.com",,,,,183,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell Manufacture - Manufacture Manufacture - Prepare Edibles,00000129ESRG43839179,,,33.641144285838514,-112.03091017446799,AZ,3/7/2023,Uncle Harry Inc,,,Maricopa County,,,2023-08-13T12:34:02.093791
Valley Healing Group Inc,The Good Dispensary,(480) 900-8042,Operating,Marijuana Establishment,1842 W Broadway Rd,Mesa,85202,"Email
valleyhealinggroup@gmail.com",,,,,184,ADHS,Arizona Department of Health Services,Retail - Sell,00000072ESRF58078256,,,33.40767263611438,-111.87157538463245,AZ,8/8/2022,Valley Healing Group Inc,,,Maricopa County,,,2023-08-13T12:34:02.093791
"Valley Of The Sun Medical Dispensary, Inc.","Valley Of The Sun Medical Dispensary, Inc.",(623) 932-3859,Operating,Marijuana Establishment,16200 W Eddie Albert Way,Goodyear,85338,"Email
morromi@aol.com",,,,,185,ADHS,Arizona Department of Health Services,Retail - Sell,00000085ESVF25061802,,,33.409160441889085,-112.40711731779098,AZ,8/8/2022,Valley Of The Sun Medical Dispensary Inc,,,Maricopa County,,,2023-08-13T12:34:02.093791
Vending Logistics Llc,Zen Leaf Gilbert,312-819-5061,Operating,Marijuana Establishment,5409 S Power Rd,Mesa,85212,"Email
azlicensing@verano.holdings",,,,,186,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,00000043ESPE02331128,,,33.31766560823544,-111.6867976814356,AZ,1/22/2023,Vending Logistics Llc,,,Maricopa County,,,2023-08-13T12:34:02.093791
Verde Dispensary Inc,Medusa Farms,(928) 421-0020,Operating,Marijuana Establishment,3358 E Andy Devine Ave,Unit A,86401,"Email
pobm@verdedispensary.com",,,,,187,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000063ESQI60809124,,,35.221866209405896,-114.0062890470295,AZ,8/8/2022,Verde Dispensary Inc,,,Mohave County,,,2023-08-13T12:34:02.093791
White Mountain Health Center Inc,White Mountain Health Center Inc,(623) 374-4141,Operating,Marijuana Establishment,9420 W Bell Rd Ste 108,Sun City,85351,"Email
butch@whitemountainhealthcenter.com",,,,,188,ADHS,Arizona Department of Health Services,Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000083ESGB09219996,,,33.638598,-112.2627375,AZ,1/22/2023,White Mountain Health Center Inc,,,Maricopa County,,,2023-08-13T12:34:02.093791
Whoa Qc Inc,Whoa Qc Inc,623-385-1310,Operating,Marijuana Establishment,5558 W. Bell Rd.,Glendale,85308,"Email
whoaqc@curaleaf.com",,,,,189,ADHS,Arizona Department of Health Services,Retail - Sell,00000069ESPV40435704,,,33.63934401592209,-112.17909696147736,AZ,8/8/2022,"Whoa Qc, Inc",,,Maricopa County,,,2023-08-13T12:34:02.093791
Wickenburg Alternative Medicine Llc,Wickenburg Alternative Medicine Llc,(623) 478-2233,Operating,Marijuana Establishment,12550 W Thunderbird Rd Ste 114b,El Mirage,85335,"Email
markskinnerfarms@gmail.com",,,,,190,ADHS,Arizona Department of Health Services,Retail - Sell,00000097ESKC38985532,,,33.60903347908108,-112.3295535,AZ,8/8/2022,"Wickenburg Alternative Medicine, Llc",,,Maricopa County,,,2023-08-13T12:34:02.093791
Woodstock 1,Woodstock 1,602-980-1505,Operating,Marijuana Establishment,15235 North Dysart Road,El Mirage,85335,"Email
lsavila602@gmail.com",,,,,191,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Cultivate Retail - Sell,0000168ESTBM41952754,,,33.622403058047595,-112.34038045273181,AZ,4/8/2022,Woodstock 1,,,Maricopa County,,,2023-08-13T12:34:02.093791
Yavapai Herbal Services Inc,Yavapai Herbal Services Inc,(602) 786-7988,Operating,Marijuana Establishment,2330 N 75th Ave,Ste 111,85035,"Email
yavapaiservices@gmail.com",,,,,192,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000111ESTX14447382,,,33.474247690259105,-112.22076165647131,AZ,8/8/2022,Yavapai Herbal Services Inc,,,Maricopa County,,,2023-08-13T12:34:02.093791
"Yavapai Herbal Services, Inc",Nirvana Center Dispensaries,(480) 378-6917,Operating,Marijuana Establishment,2 North 35th Avenue,Phoenix,85009,"Email
yavapaiservices@gmail.com",,,,,193,ADHS,Arizona Department of Health Services,Retail - Sell,00000121ESBM38825533,,,33.44829341091602,-112.13504595315784,AZ,8/8/2022,Yavapai Herbal Services Inc,,,Maricopa County,,,2023-08-13T12:34:02.093791
"Your Bright Horizon 192, LLC","Your Bright Horizon 192, LLC",Marijuana Establishment,Not Operating,Marijuana Establishment,702 W Pueblo Ave,Phoenix,85041,"Email
denzelmason10@gmail.com",,,,,194,ADHS,Arizona Department of Health Services,,0000152ESTNJ52349435,,,33.40815800866493,-112.08226100172953,AZ,4/8/2022,"Your Bright Horizon 192, LLC",,,Maricopa County,,,2023-08-13T12:34:02.093791
Yuma County Dispensary LLC,JARS Cannabis,(928) 303-5906,Operating,Marijuana Establishment,3345 E County 15th St,Somerton,85350,"Email
ycd@mohavecannabis.com",,,,,195,ADHS,Arizona Department of Health Services,Retail - Sell,00000145ESNP12373673,,,32.61058501089485,-114.64743601840335,AZ,4/19/2023,Yuma County Dispensary LLC,,,Yuma County,,,2023-08-13T12:34:02.093791
Zonacare,Zonacare,619-869-5090,Operating,Marijuana Establishment,14 S 41st Pl,Phoenix,85034,"Email
zonacare@curaleaf.com",,,,,196,ADHS,Arizona Department of Health Services,Retail - Sell,00000024ESUV84524312,,,33.44733495559465,-111.99164665782763,AZ,8/8/2022,Zonacare,,,Maricopa County,,,2023-08-13T12:34:02.093791
46 Wellness Llc,D2 Dispensary,(520) 214-3232,Operating,Offsite Cultivation,78125 Salome Rd.,Salome,85348,"Email
admin2@arizonadispense.com",,,,,3,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000128ESJI00619914,,,32.20781901488445,-110.83938703445689,AZ,3/4/2023,46 Wellness Llc,,,La Paz County,"78125 Salome Rd., Salome, AZ 85348",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAsAAN&activeTab=details,2023-08-13T12:34:02.093791
Abedon Saiz Llc,Trulieve of Tatum,770-330-0831,Operating,Offsite Cultivation,143 N. Miami Drive,Miami,85539,"Email
compliance@trulieve.com",,,,,6,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Cultivation - Prepare Edibles Retail - Sell,00000052ESLX15969554,,,33.638218871149334,-111.97741688786886,AZ,1/22/2023,Abedon Saiz Llc,,,Gila County,"143 N. Miami Drive, Miami, AZ 85539",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAoAAN&activeTab=details,2023-08-13T12:34:02.093791
"Ad, Llc",Harvest House of Cannabis,770-330-0831,Operating,Offsite Cultivation,12225 W Peoria Ave,Ste B,85385,"Email
compliance@trulieve.com",,,,,8,ADHS,Arizona Department of Health Services,Cultivation - Process Cultivation - Manufacture Cultivation - Cultivate Retail - Sell,00000006ESWX56565424,,,33.495132511717834,-112.11544935780856,AZ,8/8/2022,"Ad, Llc",,,Maricopa County,"12225 W Peoria Ave, Ste B, El Mirage, AZ 85385",https://azcarecheck.azdhs.gov/s/facility-details?facilityId=001t000000L0TAHAA3&activeTab=details,2023-08-13T12:34:02.093791
