Medical ,activity,adult_use,business_dba_name,business_image_url,business_legal_name,business_owner_name,business_phone,business_structure,county,data_refreshed_date,expiration_date,id,issue_date,license_designation,license_number,license_status,license_status_date,license_term,license_type,licensing_authority,licensing_authority_id,parcel_number,premise_city,premise_county,premise_latitude,premise_longitude,premise_state,premise_zip_code,medical
,,True,JG Missouri LLC,,JG Missouri LLC,Gary Seelhorst,858-750-0339,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000114,,adult-use,DIS000114,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63105,,38.6446552,-90.33013419999999,MO,63105,False
,,True,Hayti Investments LLC,,Hayti Investments LLC,Krystal Wright,816-588-8838,,Pemiscot County,2023-08-13T17:09:36.235547,,DIS000115,,adult-use,DIS000115,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63851,Pemiscot County,36.233679,-89.74952720000002,MO,63851,False
,,True,"Nirvana Bliss I, LLC",,"Nirvana Bliss I, LLC",Bradford Goette,314-448-3848,,Jefferson County,2023-08-13T17:09:36.235547,,DIS000116,,adult-use,DIS000116,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Jefferson County,38.2135566,-90.40329659999999,MO,63028,False
,,True,"V3 MO Vending 7, LLC",,"V3 MO Vending 7, LLC",Nick Liaromatis,630-747-3542,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000117,,adult-use,DIS000117,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63141,St. Louis County,38.6624944,-90.4785495,MO,63141,False
,,True,Heya Park Hills Retail LLC,,Heya Park Hills Retail LLC,Carl Bearden,314-650-4597,,St. Francois County,2023-08-13T17:09:36.235547,,DIS000118,,adult-use,DIS000118,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Park Hills,St. Francois County,37.8428039,-90.4957962,MO,63601,False
,,True,"Organic Remedies MO, Inc.",,"Organic Remedies MO, Inc.",,573-279-4020,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000119,,adult-use,DIS000119,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63123,,38.5580845,-90.3277829,MO,63123,False
,,True,Sikeston Investments LLC,,Sikeston Investments LLC,Krystal Wright,816-588-8838,,Scott County,2023-08-13T17:09:36.235547,,DIS000120,,adult-use,DIS000120,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63801,Scott County,36.876719,-89.5878579,MO,63801,False
,,True,COMO Health LLC,,COMO Health LLC,Kevin Gibbs,240-447-5806,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000121,,adult-use,DIS000121,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63088,St. Louis County,38.5522581,-90.4927134,MO,63088,False
,,True,Poplar Bluff Investments LLC,,Poplar Bluff Investments LLC,Krystal Wright,816-588-8838,,Butler County,2023-08-13T17:09:36.235547,,DIS000122,,adult-use,DIS000122,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63901,Butler County,36.7569994,-90.392888,MO,63901,False
,,True,"STL Dispensaries 51, LLC",,"STL Dispensaries 51, LLC",Joseph Barczewski,314-892-7005,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000123,,adult-use,DIS000123,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63123,,38.5580845,-90.3277829,MO,63123,False
,,True,"Green South Missouri, LLC",,"Green South Missouri, LLC",Aaron Crawley,479-502-0487,,Jasper County,2023-08-13T17:09:36.235547,,DIS000124,,adult-use,DIS000124,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Joplin,Newton County,37.0529983,-94.4105747,MO,64804,False
,,True,"Nature's Health and Wellness, LLC",,"Nature's Health and Wellness, LLC",Claire O'Hern,847-830-2561,,Dent County,2023-08-13T17:09:36.235547,,DIS000125,,adult-use,DIS000125,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65560,Dent County,37.6455993,-91.53598079999999,MO,65560,False
,,True,"Wild MMD Investments, LLC",,"Wild MMD Investments, LLC",Jason Crady,314-709-1745,,St. Charles County,2023-08-13T17:09:36.235547,,DIS000126,,adult-use,DIS000126,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,St. Charles County,38.8106075,-90.69984769999999,MO,63368,False
,,True,"Nature's Health and Wellness, LLC",,"Nature's Health and Wellness, LLC",Claire O'Hern,847-830-2561,,Phelps County,2023-08-13T17:09:36.235547,,DIS000127,,adult-use,DIS000127,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Phelps County,37.948544,-91.7715303,MO,65401,False
,,True,Astro Farms Alpha LLC,,Astro Farms Alpha LLC,Alex Close,614-296-7521,,Stoddard County,2023-08-13T17:09:36.235547,,DIS000128,,adult-use,DIS000128,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63841,Stoddard County,36.7958866,-89.9578688,MO,63841,False
,,True,"BBMO 1, LLC",,"BBMO 1, LLC",Nicholas  Rinella,312-925-1217,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000129,,adult-use,DIS000129,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63005,,38.6299452,-90.6962853,MO,63005,False
,,True,"OWG V, LLC",,"OWG V, LLC",Stephanie Stenger,417-848-4806,,Wright County,2023-08-13T17:09:36.235547,,DIS000130,,adult-use,DIS000130,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65711,Wright County,37.1306078,-92.2634942,MO,65711,False
,,True,"Occidental Group, Inc.",,"Occidental Group, Inc.",JR Narayan,314-754-8710,,Jefferson County,2023-08-13T17:09:36.235547,,DIS000131,,adult-use,DIS000131,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Jefferson County,38.2135566,-90.40329659999999,MO,63028,False
,,True,JG Missouri LLC,,JG Missouri LLC,Gary Seelhorst,858-750-0339,,St. Francois County,2023-08-13T17:09:36.235547,,DIS000132,,adult-use,DIS000132,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63640,,37.7655626,-90.4125181,MO,63640,False
,,True,"Nature's Health and Wellness, LLC",,"Nature's Health and Wellness, LLC",Claire O'Hern,847-830-2561,,Phelps County,2023-08-13T17:09:36.235547,,DIS000133,,adult-use,DIS000133,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65559,Phelps County,37.9972645,-91.61432239999999,MO,65559,False
,,True,"JK MMD Investments, LLC",,"JK MMD Investments, LLC",Ryan Herget,507-607-1508,,Cape Girardeau County,2023-08-13T17:09:36.235547,,DIS000134,,adult-use,DIS000134,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63755,Cape Girardeau County,37.3822732,-89.6662063,MO,63755,False
,,True,"JK MMD Investments, LLC",,"JK MMD Investments, LLC",Ryan Herget,507-607-1508,,Dunklin County,2023-08-13T17:09:36.235547,,DIS000135,,adult-use,DIS000135,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63857,Dunklin County,36.2361762,-90.0556493,MO,63857,False
,,True,"North Medical Group, LLC",,"North Medical Group, LLC",Kelsey Volner,314-366-5617,,Jefferson County,2023-08-13T17:09:36.235547,,DIS000136,,adult-use,DIS000136,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63050,Jefferson County,38.2320376,-90.5627432,MO,63050,False
,,True,Bootheel CannaCare Dispensary LLC,,Bootheel CannaCare Dispensary LLC,Lori Garrett,573-359-4963,,Cape Girardeau County,2023-08-13T17:09:36.235547,,DIS000137,,adult-use,DIS000137,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Cape Girardeau County,37.3058839,-89.51814759999999,MO,63701,False
,,True,"Organic Remedies MO, Inc.",,"Organic Remedies MO, Inc.",,573-279-4020,,Cape Girardeau County,2023-08-13T17:09:36.235547,,DIS000138,,adult-use,DIS000138,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Cape Girardeau County,37.3058839,-89.51814759999999,MO,63701,False
,,True,Cape Girardeau Investments LLC,,Cape Girardeau Investments LLC,Krystal Wright,816-588-8838,,Cape Girardeau County,2023-08-13T17:09:36.235547,,DIS000139,,adult-use,DIS000139,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Cape Girardeau County,37.3058839,-89.51814759999999,MO,63701,False
,,True,29 AND 79 LLC,,29 AND 79 LLC,Daniel Freund,573-366-0027,,St. Francois County,2023-08-13T17:09:36.235547,,DIS000141,,adult-use,DIS000141,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63640,,37.7655626,-90.4125181,MO,63640,False
,,True,"Kind Goods Fenton, LLC",,"Kind Goods Fenton, LLC",Andrew Lammert,314-223-6680,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000142,,adult-use,DIS000142,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Fenton,St. Louis County,38.5025243,-90.4449997,MO,63026,False
,,True,"QPS Missouri Holdings, LLC",,"QPS Missouri Holdings, LLC",Vishal Rungta,734-412-4600,,Cape Girardeau County,2023-08-13T17:09:36.235547,,DIS000143,,adult-use,DIS000143,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63703,Cape Girardeau County,37.2856186,-89.5403279,MO,63703,False
,,True,"OWG III, LLC",,"OWG III, LLC",Stephanie Stenger,417-848-4806,,Howell County,2023-08-13T17:09:36.235547,,DIS000144,,adult-use,DIS000144,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65775,,36.7242055,-91.8708613,MO,65775,False
,,True,"Missouri Health & Wellness, LLC",,"Missouri Health & Wellness, LLC",Kensey McGartland,217-740-9107,,Franklin County,2023-08-13T17:09:36.235547,,DIS000145,,adult-use,DIS000145,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Franklin County,38.55810719999999,-91.01208779999999,MO,63090,False
,,True,"Missouri Health & Wellness, LLC",,"Missouri Health & Wellness, LLC",Kensey McGartland,217-740-9107,,Pettis County,2023-08-13T17:09:36.235547,,DIS000146,,adult-use,DIS000146,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Sedalia,Pettis County,38.6963602,-93.25040729999999,MO,65301,False
,,True,"Missouri Health & Wellness, LLC",,"Missouri Health & Wellness, LLC",Kensey McGartland,217-740-9107,,Cole County,2023-08-13T17:09:36.235547,,DIS000147,,adult-use,DIS000147,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Jefferson City,Cole County,38.5916828,-92.2233267,MO,65109,False
,,True,"BD Health Retail 1, LLC",,"BD Health Retail 1, LLC",Mark Hendren,417-850-9999,,Polk County,2023-08-13T17:09:36.235547,,DIS000148,,adult-use,DIS000148,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65674,Polk County,37.7944806,-93.57798149999999,MO,65674,False
,,True,"Nirvana Bliss III, LLC",,"Nirvana Bliss III, LLC",Bradford Goette,314-448-3848,,Jefferson County,2023-08-13T17:09:36.235547,,DIS000149,,adult-use,DIS000149,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,House Springs,Jefferson County,38.4132537,-90.57897940000001,MO,63051,False
,,True,BMD Warrensburg LLC,,BMD Warrensburg LLC,Jack Mitchell,858-848-4588,,Johnson County,2023-08-13T17:09:36.235547,,DIS000150,,adult-use,DIS000150,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64093,Johnson County,38.7627893,-93.73604979999999,MO,64093,False
,,True,BeLeaf Medical LLC,,BeLeaf Medical LLC,Kevin Riggs,636-448-6021,,St. Charles County,2023-08-13T17:09:36.235547,,DIS000151,,adult-use,DIS000151,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Earth City,St. Louis County,38.76786329999999,-90.453037,MO,63376,False
,,True,Nature’s Med MO LLC,,Nature’s Med MO LLC,Jayeshkumar Patel,618-210-1577,,St. Charles County,2023-08-13T17:09:36.235547,,DIS000152,,adult-use,DIS000152,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,O'Fallon,St. Charles County,38.7907638,-90.73717490000001,MO,63366,False
,,True,"MO Med Moberly, LLC",,"MO Med Moberly, LLC",Brooke Foster,660-651-3252,,Randolph County,2023-08-13T17:09:36.235547,,DIS000153,,adult-use,DIS000153,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Moberly,Randolph County,39.4192646,-92.4376241,MO,65270,False
,,True,GRD TROY LLC,,GRD TROY LLC,,833-469-9333,,Lincoln County,2023-08-13T17:09:36.235547,,DIS000154,,adult-use,DIS000154,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Troy,Lincoln County,38.9883205,-90.9753363,MO,63379,False
,,True,"V3 MO Vending 1, LLC",,"V3 MO Vending 1, LLC",Nick Liaromatis,630-747-3542,,St. Charles County,2023-08-13T17:09:36.235547,,DIS000155,,adult-use,DIS000155,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63366,St. Charles County,38.8809704,-90.73427339999999,MO,63366,False
,,True,"Missouri Health & Wellness, LLC",,"Missouri Health & Wellness, LLC",Kensey McGartland,217-740-9107,,Cass County,2023-08-13T17:09:36.235547,,DIS000156,,adult-use,DIS000156,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64012,Cass County,38.7952436,-94.5418141,MO,64012,False
,,True,GRD Mexico LLC,,GRD Mexico LLC,,833-469-9333,,Audrain County,2023-08-13T17:09:36.235547,,DIS000157,,adult-use,DIS000157,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65265,Audrain County,39.1730652,-91.887271,MO,65265,False
,,True,"New Growth Horizon, LLC",,"New Growth Horizon, LLC",John Pennington,314-749-2677,,Warren County,2023-08-13T17:09:36.235547,,DIS000158,,adult-use,DIS000158,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Warren County,38.8211845,-91.1391977,MO,63383,False
,,True,"Kind Goods St. Peters, LLC",,"Kind Goods St. Peters, LLC",Andrew Lammert,314-223-6680,,St. Charles County,2023-08-13T17:09:36.235547,,DIS000159,,adult-use,DIS000159,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,St Peters,St. Charles County,38.7913245,-90.5643623,MO,63376,False
,,True,GRD Columbia LLC,,GRD Columbia LLC,,833-469-9333,,Boone County,2023-08-13T17:09:36.235547,,DIS000160,,adult-use,DIS000160,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65203,,38.9538484,-92.3714428,MO,65203,False
,,True,Mint MO 4 LLC,,Mint MO 4 LLC,Alasaundra Frampton,623-297-9109,,St. Charles County,2023-08-13T17:09:36.235547,,DIS000161,,adult-use,DIS000161,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63376,St. Charles County,38.7874699,-90.6298922,MO,63376,False
,,True,"Shangri-La Jefferson, LLC.",,"Shangri-La Jefferson, LLC.",Nevil Patel,888-991-9222,,Cole County,2023-08-13T17:09:36.235547,,DIS000162,,adult-use,DIS000162,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65109,Cole County,38.5686223,-92.2433487,MO,65109,False
,,True,"Shangri-La Nevada, LLC",,"Shangri-La Nevada, LLC",Nevil Patel,573-462-0890,,Vernon County,2023-08-13T17:09:36.235547,,DIS000163,,adult-use,DIS000163,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Nevada,Vernon County,37.8374447,-94.3760891,MO,64772,False
,,True,MOAZ Industries LLC,,MOAZ Industries LLC,,573-745-4820,,Camden County,2023-08-13T17:09:36.235547,,DIS000164,,adult-use,DIS000164,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65065,,38.1280947,-92.6685736,MO,65065,False
,,True,"North Medical Group, LLC",,"North Medical Group, LLC",Kelsey Volner,314-366-5617,,Jefferson County,2023-08-13T17:09:36.235547,,DIS000165,,adult-use,DIS000165,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63070,Jefferson County,38.2842567,-90.403094,MO,63070,False
,,True,Heya Eldon Retail LLC,,Heya Eldon Retail LLC,Carl Bearden,314-650-4597,,Miller County,2023-08-13T17:09:36.235547,,DIS000166,,adult-use,DIS000166,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Eldon,Miller County,38.3341572,-92.58576990000002,MO,65026,False
,,True,"Shangri-La Columbia, LLC",,"Shangri-La Columbia, LLC",Nevil Patel,888-991-9222,,Boone County,2023-08-13T17:09:36.235547,,DIS000167,,adult-use,DIS000167,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Columbia,Boone County,38.96505459999999,-92.2877512,MO,65202,False
,,True,Heya St. Charles Retail II LLC,,Heya St. Charles Retail II LLC,Carl Bearden,314-650-4597,,St. Charles County,2023-08-13T17:09:36.235547,,DIS000168,,adult-use,DIS000168,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,St Peters,St. Charles County,38.7985678,-90.58314419999999,MO,63376,False
,,True,"Sunrise Beach GP, LLC",,"Sunrise Beach GP, LLC",,866-217-4063,,Camden County,2023-08-13T17:09:36.235547,,DIS000169,,adult-use,DIS000169,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65079,Camden County,38.1758645,-92.7843553,MO,65079,False
,,True,"Green South Missouri, LLC",,"Green South Missouri, LLC",Aaron Crawley,479-502-0487,,Jasper County,2023-08-13T17:09:36.235547,,DIS000170,,adult-use,DIS000170,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Joplin,Newton County,37.0529983,-94.4105747,MO,64804,False
,,True,Blue Arrow Holdings LLC,,Blue Arrow Holdings LLC,Zach Voudrie,314-359-1987,,Camden County,2023-08-13T17:09:36.235547,,DIS000171,,adult-use,DIS000171,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65079,Camden County,38.1758645,-92.7843553,MO,65079,False
,,True,"Shangri-La Columbia South, LLC",,"Shangri-La Columbia South, LLC",Nevil Patel,888-991-9222,,Boone County,2023-08-13T17:09:36.235547,,DIS000172,,adult-use,DIS000172,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Columbia,Boone County,38.9061572,-92.3359363,MO,65203,False
,,True,"Green South Missouri, LLC",,"Green South Missouri, LLC",Aaron Crawley,479-502-0487,,Jasper County,2023-08-13T17:09:36.235547,,DIS000173,,adult-use,DIS000173,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Joplin,Newton County,37.0529983,-94.4105747,MO,64804,False
,,True,"STL Dispensaries 51, LLC",,"STL Dispensaries 51, LLC",Joseph Barczewski,314-892-7005,,Jefferson County,2023-08-13T17:09:36.235547,,DIS000174,,adult-use,DIS000174,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Imperial,Jefferson County,38.3704512,-90.3874269,MO,63052,False
,,True,THF Partners LLC,,THF Partners LLC,Krystal Wright,816-588-8838,,Cass County,2023-08-13T17:09:36.235547,,DIS000175,,adult-use,DIS000175,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64701,Cass County,38.6533445,-94.3488372,MO,64701,False
,,True,Missouri Wild Apothecary LLC,,Missouri Wild Apothecary LLC,Jason Crady,314-709-1745,,St. Charles County,2023-08-13T17:09:36.235547,,DIS000176,,adult-use,DIS000176,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,O'Fallon,St. Charles County,38.8061537,-90.7692697,MO,63366,False
,,True,COMO Health LLC,,COMO Health LLC,Kevin Gibbs,240-447-5806,,Boone County,2023-08-13T17:09:36.235547,,DIS000177,,adult-use,DIS000177,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65201,,38.951674,-92.33254099999999,MO,65201,False
,,True,"GF Wright City, LLC",,"GF Wright City, LLC",Wesley Greene,314-814-5493,,Warren County,2023-08-13T17:09:36.235547,,DIS000178,,adult-use,DIS000178,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Warren County,38.8275491,-91.0201422,MO,63390,False
,,True,"St. Claire DIS179, Inc.",,"St. Claire DIS179, Inc.",Larry Stiffelman,314-422-2503,,Franklin County,2023-08-13T17:09:36.235547,,DIS000179,,adult-use,DIS000179,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63077,Franklin County,38.3471103,-90.9818547,MO,63077,False
,,True,JG Missouri LLC,,JG Missouri LLC,Gary Seelhorst,858-750-0339,,Cass County,2023-08-13T17:09:36.235547,,DIS000180,,adult-use,DIS000180,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64012,Cass County,38.7952436,-94.5418141,MO,64012,False
,,True,Green Gryphon LLC,,Green Gryphon LLC,Alex Close,614-296-7521,,Franklin County,2023-08-13T17:09:36.235547,,DIS000181,,adult-use,DIS000181,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63069,Franklin County,38.4819976,-90.7415194,MO,63069,False
,,True,"QPS Missouri Holdings, LLC",,"QPS Missouri Holdings, LLC",Vishal Rungta,734-412-4600,,Boone County,2023-08-13T17:09:36.235547,,DIS000182,,adult-use,DIS000182,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65203,,38.9538484,-92.3714428,MO,65203,False
,,True,"QPS Missouri Holdings, LLC",,"QPS Missouri Holdings, LLC",Vishal Rungta,734-412-4600,,Pulaski County,2023-08-13T17:09:36.235547,,DIS000183,,adult-use,DIS000183,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,St Robert,Pulaski County,37.8096676,-92.1430679,MO,65584,False
,,True,Columbia Care MO LLC,,Columbia Care MO LLC,Derek Coxson,314-269-6838,,Gasconade County,2023-08-13T17:09:36.235547,,DIS000184,,adult-use,DIS000184,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65041,Gasconade County,38.7042119,-91.4373844,MO,65041,False
,,True,Agri-Genesis LLC,,Agri-Genesis LLC,Neal Minor,660-851-1660,,Henry County,2023-08-13T17:09:36.235547,,DIS000186,,adult-use,DIS000186,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 64735,Henry County,38.3686324,-93.7782689,MO,64735,False
,,True,SMO5 LLC,,SMO5 LLC,LeAnne Dickerson,816-810-3236,,Laclede County,2023-08-13T17:09:36.235547,,DIS000187,,adult-use,DIS000187,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65536,,37.7364113,-92.6586401,MO,65536,False
,,True,GRD Moberly LLC,,GRD Moberly LLC,,833-469-9333,,Randolph County,2023-08-13T17:09:36.235547,,DIS000188,,adult-use,DIS000188,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Randolph County,39.4183689,-92.43823669999999,MO,65270,False
,,True,Holistic Missouri LLC,,Holistic Missouri LLC,,866-217-4063,,Boone County,2023-08-13T17:09:36.235547,,DIS000189,,adult-use,DIS000189,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65203,,38.9538484,-92.3714428,MO,65203,False
,,True,"BBMO 3, LLC",,"BBMO 3, LLC",Nicholas  Rinella,312-925-1217,,Boone County,2023-08-13T17:09:36.235547,,DIS000190,,adult-use,DIS000190,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65201,,38.951674,-92.33254099999999,MO,65201,False
,,True,"Elevation Cannabis, LLC",,"Elevation Cannabis, LLC",Chris  Issinghoff,620-921-5967,,Cass County,2023-08-13T17:09:36.235547,,DIS000191,,adult-use,DIS000191,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Cass County,38.8119527,-94.5318982,MO,64012,False
,,True,"Organic Remedies MO, Inc.",,"Organic Remedies MO, Inc.",,573-279-4020,,Pettis County,2023-08-13T17:09:36.235547,,DIS000192,,adult-use,DIS000192,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65301,Pettis County,38.7044609,-93.2282613,MO,65301,False
,,True,"Kind Goods Manchester, LLC",,"Kind Goods Manchester, LLC",Andrew Lammert,314-223-6680,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000193,,adult-use,DIS000193,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Manchester,St. Louis County,38.5939216,-90.4985351,MO,63011,False
,,True,BTMD Holdings LLC,,BTMD Holdings LLC,Cameron Fraker,319-521-1850,,Morgan County,2023-08-13T17:09:36.235547,,DIS000194,,adult-use,DIS000194,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Morgan County,38.3083614,-92.8254697,MO,65037,False
,,True,BeLeaf Medical LLC,,BeLeaf Medical LLC,Kevin Riggs,636-448-6021,,St. Louis city,2023-08-13T17:09:36.235547,,DIS000195,,adult-use,DIS000195,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Earth City,St. Louis County,38.76786329999999,-90.453037,MO,63110,False
,,True,Holistic Missouri LLC,,Holistic Missouri LLC,,866-217-4063,,Phelps County,2023-08-13T17:09:36.235547,,DIS000196,,adult-use,DIS000196,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Phelps County,37.948544,-91.7715303,MO,65401,False
,,True,FP3-Grand LLC,,FP3-Grand LLC,Krystal Wright,816-588-8838,,St. Louis city,2023-08-13T17:09:36.235547,,DIS000197,,adult-use,DIS000197,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 63109,,38.5844193,-90.2948797,MO,63109,False
,,True,AJM Ventures LLC,,AJM Ventures LLC,Michael Lollis,417-353-7174,,Dallas County,2023-08-13T17:09:36.235547,,DIS000198,,adult-use,DIS000198,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65622,Dallas County,37.6439289,-93.0924093,MO,65622,False
,,True,Kansas City Cannabis Company LLC,,Kansas City Cannabis Company LLC,Kevin Stallings,816-223-7159,,Jackson County,2023-08-13T17:09:36.235547,,DIS000199,,adult-use,DIS000199,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,Lee's Summit,Jackson County,38.9462777,-94.27577169999999,MO,64086,False
,,True,"OND Explore, LLC",,"OND Explore, LLC",Timothy O'Hern,314-813-3058,,St. Charles County,2023-08-13T17:09:36.235547,,DIS000200,,adult-use,DIS000200,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,St. Charles County,38.7481015,-90.65122090000001,MO,63376,False
,,True,GRD Kirksville LLC,,GRD Kirksville LLC,Jigneshkumar Patel,660-233-2359,,Jackson County,2023-08-13T17:09:36.235547,,DIS000201,,adult-use,DIS000201,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Jackson County,38.9108408,-94.3821724,MO,64063,False
,,True,GF Wellness Fenton LLC,,GF Wellness Fenton LLC,Joseph Delia,314-282-4679,,St. Louis County,2023-08-13T17:09:36.235547,,DIS000202,,adult-use,DIS000202,Inactive,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,St. Louis County,38.5126456,-90.4429881,MO,63026,False
,,True,"Ozarx Botanicals II, LLC",,"Ozarx Botanicals II, LLC",Kimberli Andrews,417-839-5467,,Greene County,2023-08-13T17:09:36.235547,,DIS000203,,adult-use,DIS000203,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO 65804,Greene County,37.1565149,-93.2483058,MO,65804,False
,,True,"Elevation Cannabis, LLC",,"Elevation Cannabis, LLC",Chris  Issinghoff,620-921-5967,,Clay County,2023-08-13T17:09:36.235547,,DIS000204,,adult-use,DIS000204,Active,,,dispensary,Missouri Department of Health and Senior Services,MDHSS,,MO,Jackson County,39.0997265,-94.5785667,MO,64119,False
