license_number,id,business_dba_name,license_type,license_status,business_legal_name,business_owner_name,business_structure,licensing_authority_id,licensing_authority,license_designation,license_status_date,license_term,premise_state,parcel_number,activity,issue_date,expiration_date,premise_city,premise_zip_code,premise_street_address,premise_county,premise_latitude,premise_longitude,business_phone,business_website,business_email,business_image_url,data_refreshed_date
12769,1052541,SECRET GARDEN CANNABIS,Marijuana Product Manufacturing Facility,Active-Operating,SECRET GARDEN CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 2,Anchorage,726 E 15th Ave,Anchorage Municipality,61.2074153,-149.8694521,(907) 748-9333,https://secretgardencannabis.com/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=SecretGarden,,,2023-08-12T10:49:50.664362
13175,1053699,FIRE EATER,Marijuana Product Manufacturing Facility,Active-Operating,FIRE EATER,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,SUITE A,SOLDOTNA,35911 Kenai Spur Hwy Suite 8,Kenai Peninsula Borough,60.5006934,-151.0770733,(907) 262-4338,https://alaskafireandflue.com/,,,2023-08-12T10:49:50.664362
13222,1047537,SOUTHEAST ESSENTIALS,Marijuana Product Manufacturing Facility,Active-Operating,SOUTHEAST ESSENTIALS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 3,Juneau,,,,,,,,,2023-08-12T10:49:50.664362
13249,1054626,X-TRACTED LABORATORIES,Marijuana Product Manufacturing Facility,Active-Operating,X-TRACTED LABORATORIES,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Talkeetna,99676,38957 Commercial Dr,Matanuska-Susitna Borough,62.1389381,-150.0302809,,,,,2023-08-12T10:49:50.664362
13839,1056779,FRONTIER MANUFACTURING,Marijuana Product Manufacturing Facility,Active-Operating,FRONTIER MANUFACTURING,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Talkeetna,99676,,,,,,,,,2023-08-12T10:49:50.664362
14432,1058315,"HERBAN EXTRACTS, LLC",Marijuana Product Manufacturing Facility,Active-Operating,"HERBAN EXTRACTS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Kenai,99611,14927 Kenai Spur Hwy,Kenai Peninsula Borough,60.58604,-151.325756,,,,,2023-08-12T10:49:50.664362
14619,2089239,Denali Fire Extracts,Marijuana Product Manufacturing Facility,Active-Operating,Denali Fire Extracts,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 2B,Anchorage,225 E 5th Ave,Anchorage Municipality,61.2177259,-149.8801482,(907) 646-4200,http://denalidispensaries.com/,,,2023-08-12T10:49:50.664362
14874,1035647,GOODSINSE LLC,Marijuana Product Manufacturing Facility,Active-Operating,GOODSINSE LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,2604 Davis Rd,Fairbanks North Star Borough,64.8281428,-147.7822607,(907) 347-7689,https://goodsinse.com/,,,2023-08-12T10:49:50.664362
15594,1061531,COLD CREEK EXTRACTS,Marijuana Product Manufacturing Facility,Active-Operating,COLD CREEK EXTRACTS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,7801 Schoon St,Anchorage Municipality,61.15026719999999,-149.8750707,,,,,2023-08-12T10:49:50.664362
15790,1062162,SCORPION GRASS,Marijuana Product Manufacturing Facility,Active-Operating,SCORPION GRASS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 3,Wasilla,,,,,,,,,2023-08-12T10:49:50.664362
15800,1062188,BAKED ALASKA LLC,Marijuana Product Manufacturing Facility,Active-Operating,BAKED ALASKA LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,,,,,,,,,2023-08-12T10:49:50.664362
16006,1061979,"ARCTIC BAKERY, LLC",Marijuana Product Manufacturing Facility,Active-Operating,"ARCTIC BAKERY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,1409 Well St,Fairbanks North Star Borough,64.84935899999999,-147.734709,(907) 370-7176,https://www.leaflink.com/menu/arctic-bakery/,,,2023-08-12T10:49:50.664362
16991,1067162,STONEY MOOSE KITCHENS,Marijuana Product Manufacturing Facility,Active-Operating,STONEY MOOSE KITCHENS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 104,Ketchikan,,,,,,,,,2023-08-12T10:49:50.664362
17336,1068642,"GREAT NORTHERN MANUFACTURING, INC.",Marijuana Product Manufacturing Facility,Active-Operating,"GREAT NORTHERN MANUFACTURING, INC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 100,Anchorage,,,,,,,,,2023-08-12T10:49:50.664362
17389,1068890,KREATIVE KONFECTIONS LLC,Marijuana Product Manufacturing Facility,Active-Operating,KREATIVE KONFECTIONS LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,#5,Wasilla,,,,,,,,,2023-08-12T10:49:50.664362
18706,1075841,TUNDRA FARMS,Marijuana Product Manufacturing Facility,Active-Operating,TUNDRA FARMS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,#3,Anchorage,520 W 6th Ave Suite #A,Anchorage Municipality,61.21643160000001,-149.8926106,(907) 929-4372,http://www.tundraherbco.com/,,,2023-08-12T10:49:50.664362
19372,1032376,"RED RUN CANNABIS CULTIVATORS, LLC",Marijuana Product Manufacturing Facility,Active-Operating,"RED RUN CANNABIS CULTIVATORS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Kenai,12516 Kenai Spur Hwy STE A,Kenai Peninsula Borough,60.562107,-151.2843926,(907) 283-0401,http://redruncannabiscompany.com/,,,2023-08-12T10:49:50.664362
19728,1088609,"COSMIC SEAWEED, LLC",Marijuana Product Manufacturing Facility,Active-Operating,"COSMIC SEAWEED, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Homer,99603,262 Charles Way,Kenai Peninsula Borough,59.639657,-151.537347,,,,,2023-08-12T10:49:50.664362
20438,1093992,HAPPY VALLEY,Marijuana Product Manufacturing Facility,Active-Operating,HAPPY VALLEY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,HAINES,99827,,,,,,,,,2023-08-12T10:49:50.664362
20532,1067697,CULTIVATED CONFECTIONS,Marijuana Product Manufacturing Facility,Active-Operating,CULTIVATED CONFECTIONS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit A,Anchorage,7801 Schoon St,Anchorage Municipality,61.15014309999999,-149.8752224,(907) 522-5222,http://www.akjoint.com/,,,2023-08-12T10:49:50.664362
20832,1040494,GOOD TITRATIONS,Marijuana Product Manufacturing Facility,Delegated,GOOD TITRATIONS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,506 Merhar Ave Suite B,Fairbanks North Star Borough,64.8582631,-147.6942442,(907) 474-4663,http://www.goodtitrations.com/,,,2023-08-12T10:49:50.664362
21552,2119409,Enlighten Extracts,Marijuana Product Manufacturing Facility,Active-Operating,Enlighten Extracts,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,1A,Anchorage,,,,,,,,,2023-08-12T10:49:50.664362
22479,1034752,AK RIME,Marijuana Product Manufacturing Facility,Active-Pending Inspection,AK RIME,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 101,Anchorage,,,,,,,,,2023-08-12T10:49:50.664362
23146,2092926,Dosed Edibles Alaska,Marijuana Product Manufacturing Facility,Active-Operating,Dosed Edibles Alaska,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,2604 Davis Rd,Fairbanks North Star Borough,64.8281428,-147.7822607,(907) 347-7689,https://goodsinse.com/,,,2023-08-12T10:49:50.664362
23503,2160763,G2 Lab,Marijuana Product Manufacturing Facility,Active-Operating,G2 Lab,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Anchorage,301 E Dimond Blvd,Anchorage Municipality,61.1451414,-149.8770817,(907) 312-8420,https://greenmarketak.com/,,,2023-08-12T10:49:50.664362
23736,2093726,"Tundra Brewing, LLC",Marijuana Product Manufacturing Facility,Active-Operating,"Tundra Brewing, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99709,1427 Karen Way,Fairbanks North Star Borough,64.836112,-147.8278767,(907) 322-9841,https://www.tundrabrewingak.com/findus,,,2023-08-12T10:49:50.664362
23989,2095250,The Next Degree,Marijuana Product Manufacturing Facility,Active-Operating,The Next Degree,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99623,,,,,,,,,2023-08-12T10:49:50.664362
27222,2114748,"Matanuska Apothecary, LLC",Marijuana Product Manufacturing Facility,Delegated,"Matanuska Apothecary, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 710,Palmer,3550 S Old Glenn Hwy,Matanuska-Susitna Borough,61.5419727,-149.0363912,(907) 745-4211,http://matanuskacannabis.com/,,,2023-08-12T10:49:50.664362
28777,1061968,"HERBAL DREAMS, LLC.",Marijuana Product Manufacturing Facility,Active-Operating,"HERBAL DREAMS, LLC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wasilla,99654,4621 E Palmer-Wasilla Hwy #104,Matanuska-Susitna Borough,61.5855252,-149.3343848,(907) 376-8327,http://www.allaboutherbs.com/,,,2023-08-12T10:49:50.664362
29770,2121973,Higher Dimensions Extracts,Marijuana Product Manufacturing Facility,Active-Operating,Higher Dimensions Extracts,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,,,,,,,,,2023-08-12T10:49:50.664362
30706,2137973,Atlas Extracts,Marijuana Product Manufacturing Facility,Delegated,Atlas Extracts,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,talkeetna,99676,43636 S Parks Hwy,Matanuska-Susitna Borough,62.12273129999999,-150.0430149,,,,,2023-08-12T10:49:50.664362
32685,2105356,Aurora Blum,Marijuana Product Manufacturing Facility,Complete,Aurora Blum,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,1209 W 36th Ave,Anchorage Municipality,61.1883223,-149.906694,,,,,2023-08-12T10:49:50.664362
10009,1007028,"CANNTEST, LLC",Marijuana Testing Facility,Active-Operating,"CANNTEST, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Anchorage,620 E Whitney Rd B,Anchorage Municipality,61.22477339999999,-149.8726806,(907) 258-6878,http://www.canntest.com/,,,2023-08-12T10:49:50.664362
10512,1036252,SOUTHEAST ALASKA LABORATORIES LLC,Marijuana Testing Facility,Active-Pending Inspection,SOUTHEAST ALASKA LABORATORIES LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,5450B Jenkins Dr,Juneau City and Borough,58.35615139999999,-134.4909935,(907) 789-5227,,,,2023-08-12T10:49:50.664362
23634,2094035,Land & Seas Laboratory,Marijuana Testing Facility,Active-Operating,Land & Seas Laboratory,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit #3,Wasilla,,,,,,,,,2023-08-12T10:49:50.664362
10008,1013002,GREEN JAR,Retail Marijuana Store,Active-Operating,GREEN JAR,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Bldg 2,Unit E,4901 E Blue Lupine Dr,Matanuska-Susitna Borough,61.5694046,-149.3262796,(907) 631-3800,https://thegreenjarak.com/,,,2023-08-12T10:49:50.664362
10021,1032050,"ENLIGHTEN ALASKA, LLC",Retail Marijuana Store,Active-Operating,"ENLIGHTEN ALASKA, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,2600 Spenard Rd,Anchorage Municipality,61.1973181,-149.9057449,(907) 290-8559,http://www.enlightenak.com/,,,2023-08-12T10:49:50.664362
10037,1065302,ARCTIC HERBERY,Retail Marijuana Store,Active-Operating,ARCTIC HERBERY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,7107 Arctic Blvd,Anchorage Municipality,61.1562384,-149.8915502,(907) 222-1466,http://www.arcticherbery.com/,,,2023-08-12T10:49:50.664362
10056,1032472,"RED RUN CANNABIS COMPANY, LLC",Retail Marijuana Store,Active-Operating,"RED RUN CANNABIS COMPANY, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Kenai,,,,,,,,,2023-08-12T10:49:50.664362
10057,1032309,ALASKAN CANNABIS OUTFITTERS,Retail Marijuana Store,Active-Operating,ALASKAN CANNABIS OUTFITTERS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Homer,99603,41945 Sterling Hwy,Kenai Peninsula Borough,59.6642562,-151.664059,(443) 945-0334,,,,2023-08-12T10:49:50.664362
10060,1045783,THE GREEN SPOT LLC.,Retail Marijuana Store,Active-Operating,THE GREEN SPOT LLC.,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,BIG LAKE,99652,,,,,,,,,2023-08-12T10:49:50.664362
10094,1032729,"ALASKABUDS, LLC",Retail Marijuana Store,Active-Operating,"ALASKABUDS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage ,99501,1005 E 5th Ave,Anchorage Municipality,61.2178313,-149.8643732,(907) 334-6420,http://www.alaskabuds.com/,,,2023-08-12T10:49:50.664362
10097,1032945,RASPBERRY ROOTS,Retail Marijuana Store,Active-Operating,RASPBERRY ROOTS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 101,Anchorage,501 Raspberry Rd #101,Anchorage Municipality,61.1597312,-149.8894578,(907) 522-2450,https://raspberryroots.com/?utm_source=SEO_Local&utm_medium=SEO_Local_Snack_Pack&utm_campaign=SEO_AL&utm_content=SEO_Anchorage&utm_term=35812,,,2023-08-12T10:49:50.664362
10113,1031886,GREAT ALASKAN BUD COMPANY,Retail Marijuana Store,Active-Operating,GREAT ALASKAN BUD COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,1905 Livengood Ave,Fairbanks North Star Borough,64.84704409999999,-147.7604375,(907) 479-4420,http://www.greatalaskanbudcompany.com/,,,2023-08-12T10:49:50.664362
10131,1033032,"PAKALOLO SUPPLY COMPANY, INC.",Retail Marijuana Store,Active-Operating,"PAKALOLO SUPPLY COMPANY, INC.",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,1851 Fox Ave,Fairbanks North Star Borough,64.8470655,-147.7524302,(907) 479-9000,http://www.pakalolosupplyco.com/,,,2023-08-12T10:49:50.664362
10138,1019601,"NORTHERN LIGHTS INDOOR GARDENS, LLC",Retail Marijuana Store,Active-Operating,"NORTHERN LIGHTS INDOOR GARDENS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suites N,O,1321 Sawmill Creek Road Suite L-P,Sitka City and Borough,57.0485018,-135.3052907,(907) 747-1087,https://northernlightsindoorgardens.com/,,,2023-08-12T10:49:50.664362
10149,1046490,"REMEDY SHOPPE, LLC",Retail Marijuana Store,Active-Operating,"REMEDY SHOPPE, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Skagway,99840,,,,,,,,,2023-08-12T10:49:50.664362
10162,1033355,THE FROST FARMS,Retail Marijuana Store,Active-Operating,THE FROST FARMS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit B,Anchorage,8535 Dimond D Cir B,Anchorage Municipality,61.1433573,-149.8750932,(907) 522-5050,http://frostfarming.com/,,,2023-08-12T10:49:50.664362
10163,1033148,THE 420,Retail Marijuana Store,Active-Operating,THE 420,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Petersburg,99833,307 N Nordic Dr,Petersburg Census Area,56.8135422,-132.9578491,,,,,2023-08-12T10:49:50.664362
10173,1032590,"HERBAL OUTFITTERS, LLC",Retail Marijuana Store,Active-Operating,"HERBAL OUTFITTERS, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Lower Floor,Valdez,165 Fairbanks Dr,Valdez-Cordova Census Area,61.1300232,-146.3532717,(907) 835-4201,,,,2023-08-12T10:49:50.664362
10190,2154773,Midtown Roots,Retail Marijuana Store,Active-Operating,Midtown Roots,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,2A,Anchorage,,,,,,,,,2023-08-12T10:49:50.664362
10200,1033845,HAPPY CANNABIS,Retail Marijuana Store,Active-Operating,HAPPY CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Wrangell,99929,223 Front St,Wrangell City and Borough,56.4711151,-132.383194,(907) 305-0292,,,,2023-08-12T10:49:50.664362
10220,2114050,Weed Dudes,Retail Marijuana Store,Active-Operating,Weed Dudes,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite #J & K,Sitka,1321 Sawmill Creek Rd # K,Sitka City and Borough,57.04810949999999,-135.3050995,(907) 623-0605,http://weeddudessitka.com/,,,2023-08-12T10:49:50.664362
10236,2140319,Cannabaska,Retail Marijuana Store,Active-Operating,Cannabaska,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 201,Anchorage,521 W Tudor Rd,Anchorage Municipality,61.1810955,-149.8936985,(907) 375-9333,http://cannabaska.com/,,,2023-08-12T10:49:50.664362
10245,2125730,Double Eagle Cannabis,Retail Marijuana Store,Active-Operating,Double Eagle Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Anchorage,2042 E 3rd Ave,Anchorage Municipality,61.2193458,-149.8419795,(907) 868-1450,https://weedmaps.com/dispensaries/ak-slow-burn,,,2023-08-12T10:49:50.664362
10252,1034813,POPEYES EMPORIUM II,Retail Marijuana Store,Active-Operating,POPEYES EMPORIUM II,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Unit 1,Anchorage,3231 Spenard Rd,Anchorage Municipality,61.19094029999999,-149.9063988,(907) 561-4434,http://popeyes-emporium.keeq.io/,,,2023-08-12T10:49:50.664362
10254,2101487,Cannabaska,Retail Marijuana Store,Active-Operating,Cannabaska,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite D,Anchorage,217 E 4th Ave,Anchorage Municipality,61.2187443,-149.8803554,(907) 308-7859,https://cannabaska.com/,,,2023-08-12T10:49:50.664362
10267,1015406,AM DELIGHT,Retail Marijuana Store,Active-Operating,AM DELIGHT,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,ANCHORAGE,99517,3902 Spenard Rd,Anchorage Municipality,61.18584800000001,-149.922034,(907) 229-1730,http://amdelightak.com/,,,2023-08-12T10:49:50.664362
10273,1056442,PINE STREET CANNABIS COMPANY,Retail Marijuana Store,Active-Operating,PINE STREET CANNABIS COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Soldotna,99669,36130 Pine St,Kenai Peninsula Borough,60.5040237,-150.9799456,(907) 260-3330,https://pinestreetcannabis.com/,,,2023-08-12T10:49:50.664362
10278,1035647,GOODSINSE LLC,Retail Marijuana Store,Active-Operating,GOODSINSE LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks ,99709,2604 Davis Rd,Fairbanks North Star Borough,64.8281428,-147.7822607,(907) 347-7689,https://goodsinse.com/,,,2023-08-12T10:49:50.664362
10302,1036588,THE HOUSE OF GREEN,Retail Marijuana Store,Active-Operating,THE HOUSE OF GREEN,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Upper Level,Anchorage,,,,,,,,,2023-08-12T10:49:50.664362
10306,1036765,"DANKORAGE, LLC",Retail Marijuana Store,Active-Operating,"DANKORAGE, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99503,2812 Spenard Rd,Anchorage Municipality,61.1940964,-149.9059303,(907) 279-3265,http://www.dankorage.com/,,,2023-08-12T10:49:50.664362
10316,1036888,DENALI 420 RECREATIONALS,Retail Marijuana Store,Active-Operating,DENALI 420 RECREATIONALS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Houston,99694,2876 Rex St,Matanuska-Susitna Borough,61.6125297,-149.7810058,(907) 892-9333,http://denali420recreationals.com/,,,2023-08-12T10:49:50.664362
10577,1032890,"ALASKAN LEAF, LLC",Retail Marijuana Store,Active-Operating,"ALASKAN LEAF, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite A,Anchorage,1211 W 36th Ave,Anchorage Municipality,61.18840909999999,-149.9069304,(907) 770-0262,http://www.alaskanleaf.com/,,,2023-08-12T10:49:50.664362
10589,1038024,NATURES RELEAF LLC,Retail Marijuana Store,Active-Operating,NATURES RELEAF LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,503 7th Ave,Fairbanks North Star Borough,64.8407675,-147.7164012,(907) 374-9333,http://aknaturesreleaf.com/,,,2023-08-12T10:49:50.664362
10590,2112346,Cannabis Corner,Retail Marijuana Store,Active-Operating,Cannabis Corner,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,9735 Mud Bay Rd,Ketchikan Gateway Borough,55.4204078,-131.7686621,,,,,2023-08-12T10:49:50.664362
10646,1032773,THE GREEN ROOM AK,Retail Marijuana Store,Active-Operating,THE GREEN ROOM AK,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,610 C St # A-7,Anchorage Municipality,61.2161541,-149.8875812,(907) 258-2837,,,,2023-08-12T10:49:50.664362
10648,1038791,UNCLE HERB'S,Retail Marijuana Store,Active-Operating,UNCLE HERB'S,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99518,6511 Arctic Spur Rd,Anchorage Municipality,61.1619375,-149.8952732,(907) 561-4372,https://uncleherbs.com/dispensary-locations/anchorage-arctic-spur/?utm_medium=organic&utm_source=gbp&utm_campaign=website,,,2023-08-12T10:49:50.664362
10800,1034839,THE FIREWEED FACTORY LLC,Retail Marijuana Store,Active-Operating,THE FIREWEED FACTORY LLC,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Juneau,99801,237 Front St,Juneau City and Borough,58.3005032,-134.4060143,(907) 780-4190,https://weedmaps.com/dispensaries/the-fireweed-factory-juneau,,,2023-08-12T10:49:50.664362
10831,1036025,HIGH BUSH BUDS,Retail Marijuana Store,Active-Operating,HIGH BUSH BUDS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 2,Soldotna,36312 Irons Ave #2,Kenai Peninsula Borough,60.50650399999999,-151.0838317,(907) 953-9393,https://highbushbuds.com/,,,2023-08-12T10:49:50.664362
10837,2151074,Anchorage Dispensary Hillside Natural Wellness,Retail Marijuana Store,Active-Operating,Anchorage Dispensary Hillside Natural Wellness,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 1,Anchorage,8639 Toloff St,Anchorage Municipality,61.14204340000001,-149.8410881,(907) 868-8639,,,,2023-08-12T10:49:50.664362
10844,1036860,"GREEN ELEPHANT, LLC",Retail Marijuana Store,Active-Operating,"GREEN ELEPHANT, LLC",,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite B,Juneau,,,,,,,,,2023-08-12T10:49:50.664362
10866,1034759,AK FROST,Retail Marijuana Store,Active-Operating,AK FROST,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 102,Anchorage,5200 A St,Anchorage Municipality,61.1733755,-149.8834853,(907) 563-9333,http://www.ak-frost.com/,,,2023-08-12T10:49:50.664362
10869,1040267,GRASS STATION 49,Retail Marijuana Store,Active-Operating,GRASS STATION 49,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Fairbanks,99701,1326 Cushman St,Fairbanks North Star Borough,64.83663899999999,-147.7210496,(907) 374-4420,https://grassstation49.com/grass-station-49-recreational-marijuana-dispensary-cushman/?utm_source=terrayn_gbp&utm_medium=organic&utm_campaign=cushman_gbp,,,2023-08-12T10:49:50.664362
10873,1040109,THE STONEY MOOSE,Retail Marijuana Store,Active-Operating,THE STONEY MOOSE,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,127 Stedman St,Ketchikan Gateway Borough,55.3416881,-131.6418515,(907) 220-9099,http://thestoneymoose.com/,,,2023-08-12T10:49:50.664362
10883,2130116,Rainforest Cannabis,Retail Marijuana Store,Active-Operating,Rainforest Cannabis,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Ketchikan,99901,726 Water St,Ketchikan Gateway Borough,55.3443895,-131.652555,(907) 247-9333,https://www.rainforestcannabis.com/,,,2023-08-12T10:49:50.664362
10890,1094177,PAKALOLO OCEANSIDE,Retail Marijuana Store,Active-Operating,PAKALOLO OCEANSIDE,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Anchorage,99501,735 W 4th Ave,Anchorage Municipality,61.2186768,-149.8969362,(907) 646-9000,https://pakalolosupplyco.com/,,,2023-08-12T10:49:50.664362
10901,1040691,THE HIGH EXPEDITION COMPANY,Retail Marijuana Store,Active-Operating,THE HIGH EXPEDITION COMPANY,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Talkeetna,99676,13465 E Main St,Matanuska-Susitna Borough,62.32331869999999,-150.11752,(907) 733-0911,,,,2023-08-12T10:49:50.664362
11000,1041064,CHENA CANNABIS,Retail Marijuana Store,Active-Operating,CHENA CANNABIS,,,AAMCO,Alaska Alcohol and Marijuana Control Office,Adult-Use,,,AK,,,,,Suite 101,North Pole,1725 Richardson Hwy,Fairbanks North Star Borough,64.7909088,-147.5243988,(907) 488-0489,,,,2023-08-12T10:49:50.664362
