Month,Year,County,Med_Sales,Rec_Sales,Med_Blank_Code,Rec_Blank_Code,ID
7,2019,Gilpin,,,NL,NR,72019Gilpin
7,2019,Garfield,"110,091","2,346,451",,,72019Garfield
7,2019,Fremont,"165,281",,,NL,72019Fremont
7,2019,Elbert,,,NL,NL,72019Elbert
7,2019,El Paso,"9,792,834",,,NR,72019El Paso
7,2019,Eagle,"104,621","1,713,739",,,72019Eagle
7,2019,Douglas,,,NL,NL,72019Douglas
7,2019,Dolores,,,NL,NL,72019Dolores
7,2019,Denver,"13,134,715","41,013,102",,,72019Denver
7,2019,Delta,,,NL,NL,72019Delta
7,2019,Custer,,,NL,NL,72019Custer
7,2019,Crowley,,,NL,NL,72019Crowley
7,2019,Costilla,,"521,095",NL,,72019Costilla
7,2019,Conejos,,,NL,NR,72019Conejos
7,2019,Clear Creek,,"844,933",NR,,72019Clear Creek
7,2019,Cheyenne,,,NL,NL,72019Cheyenne
7,2019,Chaffee,,"779,946",NR,,72019Chaffee
7,2019,Broomfield,,,NL,NL,72019Broomfield
7,2019,Boulder,"1,160,910","10,013,202",,,72019Boulder
7,2019,Bent,,,NL,NL,72019Bent
7,2019,Baca,,,NL,NL,72019Baca
7,2019,Archuleta,,"1,206,281",NL,,72019Archuleta
7,2019,Arapahoe,"861,782","13,602,987",,,72019Arapahoe
7,2019,Alamosa,,,NR,NL,72019Alamosa
7,2019,Adams,"713,244","9,889,690",,,72019Adams
6,2019,Yuma,,,NL,NL,62019Yuma
6,2019,Weld,"311,967","2,352,064",,,62019Weld
6,2019,Washington,,,NL,NL,62019Washington
6,2019,Teller,,,NL,NL,62019Teller
6,2019,Summit,"74,340","1,736,484",,,62019Summit
6,2019,Sum of NR Counties,"791,130","4,658,836",,,62019Sum of NR Counties
6,2019,Sedgwick,,,NR,NR,62019Sedgwick
6,2019,San Miguel,,"469,822",NR,,62019San Miguel
6,2019,San Juan,,,NL,NR,62019San Juan
6,2019,Saguache,,"286,055",NL,,62019Saguache
6,2019,Routt,"142,624","948,687",,,62019Routt
6,2019,Rio Grande,,,NL,NL,62019Rio Grande
6,2019,Rio Blanco,,,NL,NL,62019Rio Blanco
6,2019,Pueblo,"677,697","6,887,823",,,62019Pueblo
6,2019,Prowers,,,NL,NL,62019Prowers
6,2019,Pitkin,,"996,927",NR,,62019Pitkin
6,2019,Phillips,,,NL,NL,62019Phillips
6,2019,Park,,"455,450",NR,,62019Park
6,2019,Ouray,,,NL,NR,62019Ouray
6,2019,Otero,,,NR,NR,62019Otero
6,2019,Morgan,,"1,447,340",NR,,62019Morgan
6,2019,Montrose,,,NR,NR,62019Montrose
6,2019,Montezuma,,"1,901,689",NR,,62019Montezuma
6,2019,Moffat,,"795,081",NR,,62019Moffat
6,2019,Mineral,,,NL,NL,62019Mineral
6,2019,Mesa,,"1,925,607",NR,,62019Mesa
6,2019,Logan,,,NL,NL,62019Logan
6,2019,Lincoln,,,NL,NL,62019Lincoln
6,2019,Las Animas,"38,607","5,314,210",,,62019Las Animas
6,2019,Larimer,"1,336,184","7,642,805",,,62019Larimer
6,2019,Lake,,"277,973",NL,,62019Lake
6,2019,La Plata,,"2,974,674",NR,,62019La Plata
6,2019,Kit Carson,,,NL,NL,62019Kit Carson
6,2019,Kiowa,,,NL,NL,62019Kiowa
6,2019,Jefferson,"1,284,543","4,823,369",,,62019Jefferson
6,2019,Jackson,,,NL,NL,62019Jackson
6,2019,Huerfano,,"212,900",NL,,62019Huerfano
6,2019,Hinsdale,,,NL,NL,62019Hinsdale
6,2019,Gunnison,,"709,385",NL,,62019Gunnison
6,2019,Grand,,"549,428",NR,,62019Grand
6,2019,Gilpin,,"281,427",NL,,62019Gilpin
6,2019,Garfield,"122,326","2,164,755",,,62019Garfield
6,2019,Fremont,,,NR,NL,62019Fremont
6,2019,Elbert,,,NL,NL,62019Elbert
6,2019,El Paso,"9,578,226",,,NR,62019El Paso
6,2019,Eagle,"89,204","1,317,333",,,62019Eagle
6,2019,Douglas,,,NL,NL,62019Douglas
6,2019,Dolores,,,NL,NL,62019Dolores
6,2019,Denver,"12,684,305","38,530,815",,,62019Denver
6,2019,Delta,,,NL,NL,62019Delta
6,2019,Custer,,,NL,NL,62019Custer
6,2019,Crowley,,,NL,NR,62019Crowley
6,2019,Costilla,,"447,991",NL,,62019Costilla
6,2019,Conejos,,,NL,NR,62019Conejos
6,2019,Clear Creek,,"669,502",NR,,62019Clear Creek
6,2019,Cheyenne,,,NL,NL,62019Cheyenne
6,2019,Chaffee,,"629,447",NR,,62019Chaffee
6,2019,Broomfield,,,NL,NL,62019Broomfield
6,2019,Boulder,"1,036,137","8,880,820",,,62019Boulder
6,2019,Bent,,,NL,NL,62019Bent
6,2019,Baca,,,NL,NL,62019Baca
6,2019,Archuleta,,"958,126",NL,,62019Archuleta
6,2019,Arapahoe,"787,756","12,303,288",,,62019Arapahoe
6,2019,Alamosa,,,NR,NL,62019Alamosa
6,2019,Adams,"698,316","8,822,616",,,62019Adams
5,2019,Yuma,,,NL,NL,52019Yuma
5,2019,Weld,"313,835","2,310,239",,,52019Weld
5,2019,Washington,,,NL,NL,52019Washington
5,2019,Teller,,,NL,NL,52019Teller
5,2019,Summit,"82,717","1,356,620",,,52019Summit
5,2019,Sum of NR Counties,"823,838","4,362,599",,,52019Sum of NR Counties
5,2019,Sedgwick,,,NR,NR,52019Sedgwick
5,2019,San Miguel,,"227,610",NR,,52019San Miguel
5,2019,San Juan,,,NL,NR,52019San Juan
5,2019,Saguache,,"256,967",NL,,52019Saguache
5,2019,Routt,"137,484","771,517",,,52019Routt
5,2019,Rio Grande,,,NL,NL,52019Rio Grande
5,2019,Rio Blanco,,,NL,NL,52019Rio Blanco
5,2019,Pueblo,"777,080","6,412,447",,,52019Pueblo
5,2019,Prowers,,,NL,NL,52019Prowers
5,2019,Pitkin,"55,475","576,807",,,52019Pitkin
5,2019,Phillips,,,NL,NL,52019Phillips
5,2019,Park,,"377,648",NR,,52019Park
5,2019,Ouray,,,NL,NR,52019Ouray
5,2019,Otero,,,NR,NR,52019Otero
5,2019,Morgan,,"1,279,570",NR,,52019Morgan
5,2019,Montrose,,,NR,NL,52019Montrose
5,2019,Montezuma,,"1,762,895",NR,,52019Montezuma
